@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE log_loss NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75119,1.0,1,1.0948043942046024,ok
252,1.0,4,2.604361901319388,ok
246,1.0,5,1.0521732989437493,ok
75178,1.0,8,3.2430593502595064,ok
75171,1.0,9,1.3787185080517672,ok
75233,1.0,10,1.1414933762797064,ok
248,1.0,12,1.7809190360434126,ok
2123,1.0,13,1.1682343099106811,ok
75188,1.0,16,1.9832886688715639,ok
75092,1.0,17,1.1731408387504851,ok
75248,1.0,18,1.2296344971377657,ok
75126,1.0,21,1.1220559509362877,ok
75234,1.0,22,1.060865963326479,ok
258,1.0,25,1.0538664173925028,ok
75168,1.0,28,1.5769667275020356,ok
75235,1.0,29,1.0080487926138773,ok
244,1.0,30,1.4666620532177728,ok
75221,1.0,31,2.1127934972291795,ok
75219,1.0,34,1.1092473376793295,ok
75202,1.0,36,1.5446227942938804,ok
3043,1.0,39,1.0454415996462418,ok
75205,1.0,41,1.7328499076921344,ok
75174,1.0,43,1.2492415521835354,ok
288,1.0,44,1.3231662204975807,ok
75250,1.0,46,1.9709970803521895,ok
275,1.0,48,1.1218888998122247,ok
75142,1.0,51,1.1526925260000653,ok
75213,1.0,54,1.1068456620972682,ok
75243,1.0,56,1.0000010333906095,ok
75184,1.0,58,1.246392052347405,ok
75222,1.0,60,1.122044425230153,ok
75175,1.0,63,1.2356167700515805,ok
233,1.0,67,1.0152116486289322,ok
75161,1.0,68,1.1425542465257248,ok
75176,1.0,73,1.0381278668088896,ok
75090,1.0,75,1.263747715774111,ok
75114,1.0,78,1.1181278027679171,ok
236,1.0,79,1.1377554021314722,ok
75141,1.0,82,1.1416057241711561,ok
254,1.0,83,1.0002772961217514,ok
75107,1.0,84,1.172429519829007,ok
262,1.0,87,1.017405362272634,ok
75146,1.0,91,1.2504898786569187,ok
75189,1.0,94,1.1346738981330382,ok
2350,1.0,97,1.6468348380060487,ok
253,1.0,100,1.8949165228177476,ok
2122,1.0,103,1.2848133243947488,ok
75110,1.0,106,1.2870507682188737,ok
75163,1.0,108,1.1827870992904468,ok
75108,1.0,111,1.0,ok
75117,1.0,114,1.1424177339411896,ok
75191,1.0,116,1.329941011434888,ok
75226,1.0,120,1.0157009813075586,ok
261,1.0,122,1.4928618034587777,ok
75236,1.0,123,1.1256018949103879,ok
75095,1.0,125,1.047751463675854,ok
75093,1.0,126,1.4213253232644147,ok
75223,1.0,129,1.2815592608051558,ok
75244,1.0,132,1.1645094303319519,ok
75109,1.0,134,1.875481167043936,ok
75197,1.0,137,1.6647188968135254,ok
75127,1.0,141,1.603944657923352,ok
75143,1.0,142,1.0519833705123658,ok
75153,1.0,146,1.2102366200222496,ok
75173,1.0,147,1.2862206737433002,ok
75215,1.0,151,1.0689880209856297,ok
75195,1.0,154,1.0057928144173787,ok
75207,1.0,155,1.562577338297071,ok
75225,1.0,157,1.1330283354937476,ok
75166,1.0,160,1.234969851697755,ok
75100,1.0,163,1.0245779152653585,ok
75169,1.0,165,1.1709268374143802,ok
75132,1.0,166,1.1661412338683235,ok
273,1.0,173,1.1246347832547627,ok
75098,1.0,174,1.1988422027688466,ok
75115,1.0,177,1.0883680564494405,ok
75185,1.0,179,1.2896196465534486,ok
2119,1.0,181,?,not_applicable
75157,1.0,182,1.6824360388567188,ok
75113,1.0,184,1.0129577426905498,ok
75134,1.0,187,1.012274754416215,ok
75096,1.0,190,1.2223406814275772,ok
75217,1.0,192,1.0,ok
75203,1.0,194,1.3272821796010934,ok
75182,1.0,196,1.2721888262417005,ok
75123,1.0,197,1.7304629666436195,ok
75237,1.0,199,1.0017315102795314,ok
75125,1.0,203,1.1204591426332362,ok
75103,1.0,208,1.0178137965581355,ok
75192,1.0,211,1.6933094337758725,ok
75230,1.0,213,?,not_applicable
75139,1.0,214,1.0357197270741965,ok
75227,1.0,215,1.2368183426889479,ok
2120,1.0,216,2.677050863274534,ok
75124,1.0,218,1.2006949987216031,ok
75240,1.0,220,1.0814052384095831,ok
75129,1.0,224,1.2550665079253203,ok
75198,1.0,226,1.6550686056342552,ok
75201,1.0,229,1.385823052596633,ok
75112,1.0,230,1.2794257147336472,ok
75133,1.0,233,1.021901842034694,ok
75105,1.0,235,1.0774293169723819,ok
75154,1.0,237,?,not_applicable
75177,1.0,240,1.0272042836048385,ok
2117,1.0,242,1.3069248963307323,ok
75156,1.0,246,1.4543305422994308,ok
75097,1.0,248,1.1586754899254366,ok
75101,1.0,253,1.5299572789315419,ok
75172,1.0,255,1.4885707470429197,ok
75106,1.0,257,1.235548871259205,ok
75179,1.0,262,1.3886085033928062,ok
75187,1.0,263,1.0473254138813795,ok
75120,1.0,265,1.1252495834584622,ok
75193,1.0,266,1.1302242805559304,ok
