@RELATION "NIPS paper_ALGORITHM_RUNS"

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE bac_metric NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
1116_bac,1.0,67,0.769459127491,ok
819_bac,1.0,45,0.628273767731,ok
1146_bac,1.0,44,0.761293134079,ok
354_bac,1.0,45,0.628273767731,ok
273_bac,1.0,30,1.04084562632,ok
24_bac,1.0,79,1.16292355563,ok
1166_bac,1.0,33,1.02467011057,ok
57_bac,1.0,18,0.901289432783,ok
833_bac,1.0,2,0.847685679625,ok
901_bac,1.0,3,0.28642780626,ok
1138_bac,1.0,11,3.4696637349,ok
1000_bac,1.0,32,0.385542866239,ok
554_bac,1.0,4,0.163812346211,ok
401_bac,1.0,44,0.761293134079,ok
1053_bac,1.0,30,1.04084562632,ok
181_bac,1.0,74,0.84924730557,ok
727_bac,1.0,79,1.16292355563,ok
1142_bac,1.0,29,2.28251399327,ok
912_bac,1.0,32,0.385542866239,ok
% 
% 
% 
