@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE log_loss NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
2120,1.0,1,1.297439834300718,ok
75193,1.0,2,1.148987212795444,ok
2117,1.0,3,1.3610496714511466,ok
75156,1.0,4,1.46640318450821,ok
75129,1.0,5,1.5233952509148896,ok
75243,1.0,6,1.0001884293464858,ok
75110,1.0,7,1.5895278344595178,ok
75239,1.0,8,1.1835433568339795,ok
75223,1.0,9,1.373611423711576,ok
75221,1.0,10,2.2065681134112,ok
258,1.0,11,1.0797285899072444,ok
75121,1.0,12,1.271424568940708,ok
253,1.0,13,1.9547240182358787,ok
261,1.0,14,1.542811964367601,ok
75240,1.0,15,1.0772747002389815,ok
75120,1.0,16,1.196956338954812,ok
75124,1.0,17,1.3159885788344203,ok
75176,1.0,18,1.038425551107837,ok
75103,1.0,19,1.0182899916781185,ok
75095,1.0,20,1.0683486602377943,ok
273,1.0,21,1.1270253656672686,ok
75174,1.0,22,1.2737960448127656,ok
75153,1.0,23,1.2201709661073226,ok
75093,1.0,24,1.5747483367233108,ok
75119,1.0,25,1.322317524046467,ok
75215,1.0,26,1.0716835244180953,ok
75169,1.0,27,1.4988869330615928,ok
75233,1.0,28,1.1414789317740661,ok
75231,1.0,29,2.6646606067100107,ok
75196,1.0,30,1.0422189613365742,ok
248,1.0,31,2.7272352220434133,ok
260,1.0,32,1.1685179619527233,ok
75115,1.0,33,1.1073472161325837,ok
75123,1.0,34,1.7351442486683963,ok
75108,1.0,35,1.0,ok
75101,1.0,36,1.5290926754822807,ok
75192,1.0,37,1.6947908252595072,ok
75232,1.0,38,1.3517022182162712,ok
75173,1.0,39,1.2880438102260794,ok
75197,1.0,40,2.1232655459574508,ok
266,1.0,41,2.8489779251141183,ok
75148,1.0,42,1.357916420099848,ok
75150,1.0,43,1.5622256927258538,ok
75100,1.0,44,1.3149633075419989,ok
75178,1.0,45,3.228001637097375,ok
75236,1.0,46,1.475106924786454,ok
75179,1.0,47,1.3854505077114345,ok
75213,1.0,48,1.2381753588212638,ok
2123,1.0,49,1.226415640705084,ok
75227,1.0,50,1.2523343936831126,ok
75184,1.0,51,1.314618251707945,ok
75142,1.0,52,1.1548059625142117,ok
236,1.0,53,1.142691685192074,ok
2122,1.0,54,1.3172562922431919,ok
75166,1.0,55,1.2432794682345845,ok
75133,1.0,56,1.2940346959655078,ok
75134,1.0,57,1.0140270412548893,ok
75198,1.0,58,1.6801422112403595,ok
262,1.0,59,1.0150035545390617,ok
75234,1.0,60,1.0597560007519546,ok
75139,1.0,61,1.0374798094147863,ok
252,1.0,62,1.4388422543481394,ok
75117,1.0,63,1.1796747590531753,ok
75113,1.0,64,1.0271658373682906,ok
75098,1.0,65,1.4742642743472671,ok
246,1.0,66,1.2483949684622613,ok
75237,1.0,67,1.002105324738848,ok
75195,1.0,68,1.014235009996016,ok
75171,1.0,69,1.3722736342681576,ok
75250,1.0,70,2.0356669754399372,ok
75146,1.0,71,1.2503037189400783,ok
75116,1.0,72,1.054423267843912,ok
75157,1.0,73,1.689078973777447,ok
75187,1.0,74,1.0796839118654047,ok
2350,1.0,75,1.6814321294944872,ok
242,1.0,76,1.381540536982092,ok
244,1.0,77,1.6070735808123242,ok
75125,1.0,78,1.1789888573975933,ok
75185,1.0,79,1.2980955843977553,ok
75163,1.0,80,1.2601149059492254,ok
75177,1.0,81,1.363267334187074,ok
75189,1.0,82,1.0699232782148036,ok
75244,1.0,83,1.3745377205230793,ok
75219,1.0,84,1.1473556720360967,ok
75222,1.0,85,1.1781433551399485,ok
75159,1.0,86,1.3246283446642737,ok
75175,1.0,87,1.2375014891239702,ok
75109,1.0,88,1.9979149730262176,ok
75105,1.0,89,1.520659861157112,ok
75106,1.0,90,1.6776534888289416,ok
75212,1.0,91,1.557638237317959,ok
75099,1.0,92,1.5050599504717819,ok
75248,1.0,93,1.3811101880603234,ok
233,1.0,94,1.0161630283990897,ok
75235,1.0,95,1.0067382245853898,ok
75226,1.0,96,1.02805247612735,ok
75132,1.0,97,1.3769979131430103,ok
75127,1.0,98,1.6029529605422805,ok
251,1.0,99,1.006625258730369,ok
75161,1.0,100,1.144019503628089,ok
75143,1.0,101,1.0805580202049856,ok
75114,1.0,102,1.1221844690921634,ok
75182,1.0,103,1.284704509090571,ok
75112,1.0,104,1.2834902701441724,ok
75090,1.0,105,1.3160787156039797,ok
275,1.0,106,1.2002076215791062,ok
288,1.0,107,1.3308095736832668,ok
75092,1.0,108,1.2826248690163573,ok
3043,1.0,109,1.0380090210397566,ok
75126,1.0,110,1.2117766238335512,ok
75225,1.0,111,1.2449036223641774,ok
75141,1.0,112,1.1240265414743087,ok
75107,1.0,113,1.1711928535271048,ok
75097,1.0,114,1.3905332017419332,ok
