@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE f1_weighted NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
2120,1.0,1,0.07920185347208286,ok
75193,1.0,2,0.04001655914879021,ok
2117,1.0,3,0.1555617416198577,ok
75156,1.0,4,0.21611418320377396,ok
75129,1.0,5,0.16406625587749957,ok
75243,1.0,6,0.0,ok
75110,1.0,7,0.11059704915796886,ok
75239,1.0,8,0.0,ok
75223,1.0,9,0.0937260412779618,ok
75221,1.0,10,0.42196847136825744,ok
258,1.0,11,0.00918950954700648,ok
75121,1.0,12,0.007547309933229496,ok
253,1.0,13,0.44103768344549854,ok
261,1.0,14,0.25953334590762334,ok
75240,1.0,15,0.02190680155196323,ok
75120,1.0,16,0.05600481350032904,ok
75124,1.0,17,0.12028094614312101,ok
75176,1.0,18,0.01644700011461986,ok
75103,1.0,19,0.004831073997403235,ok
75095,1.0,20,0.017462767969463888,ok
273,1.0,21,0.042967890361151784,ok
75174,1.0,22,0.11556029855994832,ok
75153,1.0,23,0.09100871788299691,ok
75093,1.0,24,0.26877500404880317,ok
75119,1.0,25,0.05813554886342276,ok
75215,1.0,26,0.024152364970510876,ok
75169,1.0,27,0.04145221953338163,ok
75233,1.0,28,0.06363309003967299,ok
75231,1.0,29,0.17835815569981728,ok
75196,1.0,30,0.007797775180510502,ok
248,1.0,31,0.2261095756556165,ok
260,1.0,32,0.02810436832961749,ok
75115,1.0,33,0.016500067047834577,ok
75123,1.0,34,0.3221019215050105,ok
75108,1.0,35,0.0,ok
75101,1.0,36,0.2701002656592981,ok
75192,1.0,37,0.5029642700456292,ok
75232,1.0,38,0.13245665302941756,ok
75173,1.0,39,0.1190975998959144,ok
75197,1.0,40,0.15629673286195545,ok
266,1.0,41,0.01697061235341535,ok
75148,1.0,42,0.12203673400537962,ok
75150,1.0,43,0.2874967866833812,ok
75100,1.0,44,0.03259550101368336,ok
75178,1.0,45,0.7426903127574223,ok
75236,1.0,46,0.034206828603729034,ok
75179,1.0,47,0.18007035730359422,ok
75213,1.0,48,0.09208047582761825,ok
2123,1.0,49,0.08544956609853316,ok
75227,1.0,50,0.10201464125463533,ok
75184,1.0,51,0.10631783610016887,ok
75142,1.0,52,0.07061635834114544,ok
236,1.0,53,0.034522105168907746,ok
2122,1.0,54,0.08978253643311618,ok
75166,1.0,55,0.09174666677777044,ok
75133,1.0,56,0.05637843243340379,ok
75134,1.0,57,0.00632324011417662,ok
75198,1.0,58,0.12049038196775541,ok
262,1.0,59,0.0035850346204543415,ok
75234,1.0,60,0.02416110353569889,ok
75139,1.0,61,0.010919326671920526,ok
252,1.0,62,0.159903134395867,ok
75117,1.0,63,0.06919412398144598,ok
75113,1.0,64,0.006594846315040703,ok
75098,1.0,65,0.022849684344829146,ok
246,1.0,66,0.009055244649203487,ok
75237,1.0,67,0.0004450712929092715,ok
75195,1.0,68,0.0005945941635798757,ok
75171,1.0,69,0.16277928667501873,ok
75250,1.0,70,0.3365936849042771,ok
75146,1.0,71,0.10770440970088435,ok
75116,1.0,72,0.011787819253438081,ok
75157,1.0,73,0.4396041064884303,ok
75187,1.0,74,0.01638177552400566,ok
2350,1.0,75,0.43234273885213237,ok
242,1.0,76,0.010583123149458307,ok
244,1.0,77,0.11814618752790662,ok
75125,1.0,78,0.03598051305615857,ok
75185,1.0,79,0.12317561992794379,ok
75163,1.0,80,0.06041012185298067,ok
75177,1.0,81,0.023474882517777074,ok
75189,1.0,82,0.01887418402809904,ok
75244,1.0,83,0.18185514170848083,ok
75219,1.0,84,0.020639429848504642,ok
75222,1.0,85,0.07700778882638759,ok
75159,1.0,86,0.08653569022089092,ok
75175,1.0,87,0.10063696059214122,ok
75109,1.0,88,0.3022956070816829,ok
75105,1.0,89,0.15402334372727777,ok
75106,1.0,90,0.3106553084583966,ok
75212,1.0,91,0.25422288204592514,ok
75099,1.0,92,0.19529031251117168,ok
75248,1.0,93,0.14095028089920025,ok
233,1.0,94,0.004743519789977446,ok
75235,1.0,95,0.0016666741480566571,ok
75226,1.0,96,0.0036507453605111317,ok
75132,1.0,97,0.09943607112692676,ok
75127,1.0,98,0.3340834858584433,ok
251,1.0,99,0.0,ok
75161,1.0,100,0.06147192607930985,ok
75143,1.0,101,0.011260055051755313,ok
75114,1.0,102,0.023351989214256075,ok
75182,1.0,103,0.11333152090196119,ok
75112,1.0,104,0.11142048283258277,ok
75090,1.0,105,0.07354408455256467,ok
275,1.0,106,0.035990654140330536,ok
288,1.0,107,0.12570387281800355,ok
75092,1.0,108,0.11922650784878874,ok
3043,1.0,109,0.015101372817066583,ok
75126,1.0,110,0.04160917805236053,ok
75225,1.0,111,0.09233183970026104,ok
75141,1.0,112,0.05293211874325787,ok
75107,1.0,113,0.057777557609123065,ok
75097,1.0,114,0.06626117520269559,ok
