@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE bac_metric NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75113,1.0,17,0.00922596967795,ok
75119,1.0,131,0.197024793388,ok
75142,1.0,107,0.138496917911,ok
2120,1.0,124,0.134412878489,ok
288,1.0,109,0.191703131774,ok
261,1.0,106,0.558441558442,ok
75101,1.0,37,0.556806077716,ok
75126,1.0,122,0.161651151043,ok
75176,1.0,108,0.0327287184959,ok
75098,1.0,44,0.0169323615259,ok
258,1.0,66,0.0105867335311,ok
75231,1.0,112,0.148781465448,ok
75157,1.0,88,0.898789308176,ok
75226,1.0,105,0.0151923406049,ok
236,1.0,10,0.036894055294,ok
260,1.0,132,0.0730828582281,ok
75215,1.0,1,1.0,ok
75207,1.0,97,0.32112086181,ok
75244,1.0,79,0.330700490598,ok
75225,1.0,99,0.296108291032,ok
75210,1.0,34,0.0,ok
75249,1.0,60,0.0128218826798,ok
75132,1.0,82,0.696879989512,ok
254,1.0,51,0.52546875,ok
2350,1.0,72,0.988817613182,ok
75174,1.0,39,0.24737330853,ok
75187,1.0,32,0.0313184512305,ok
75250,1.0,70,0.356460428804,ok
75179,1.0,126,0.394551309322,ok
75139,1.0,57,0.0228153929179,ok
266,1.0,9,0.0217701579987,ok
75150,1.0,111,0.568165797265,ok
75107,1.0,40,0.481720543875,ok
75146,1.0,25,0.22624591295,ok
75159,1.0,129,0.365409071641,ok
75106,1.0,54,0.662919276136,ok
75227,1.0,43,0.234287693584,ok
75192,1.0,33,0.978680803283,ok
75092,1.0,30,0.149766899767,ok
2117,1.0,125,0.336218280969,ok
275,1.0,24,1.03519855596,ok
75153,1.0,48,0.193120464441,ok
75161,1.0,63,0.122157435124,ok
75127,1.0,102,0.685423269276,ok
75090,1.0,15,0.050792333408,ok
2123,1.0,116,0.249226190476,ok
75230,1.0,18,0.292672759339,ok
75095,1.0,5,0.0566336728275,ok
75105,1.0,4,0.594736399896,ok
75103,1.0,41,0.0109277323941,ok
75134,1.0,127,0.0548424101562,ok
75156,1.0,86,0.424055636665,ok
75175,1.0,81,0.207779927561,ok
75221,1.0,26,0.581379388958,ok
75213,1.0,83,0.107055577454,ok
75219,1.0,77,0.0459883129779,ok
75125,1.0,45,0.137298128685,ok
75177,1.0,93,0.0778934553545,ok
75120,1.0,110,0.365644171779,ok
75205,1.0,47,0.32463097874,ok
75166,1.0,50,0.180465313436,ok
75240,1.0,2,0.0353675450763,ok
75196,1.0,12,0.0168515950069,ok
75115,1.0,113,0.174119241192,ok
75141,1.0,104,0.109107765461,ok
75197,1.0,121,0.451518901416,ok
75116,1.0,87,0.0192208830753,ok
75178,1.0,68,0.883375251179,ok
75222,1.0,92,0.207619047619,ok
75163,1.0,130,0.123954849498,ok
253,1.0,23,0.659557584503,ok
248,1.0,16,0.250486369931,ok
75181,1.0,56,0.0,ok
75117,1.0,115,0.191942880967,ok
75202,1.0,6,0.536488262694,ok
75188,1.0,35,0.57052410309,ok
75154,1.0,22,0.163047138047,ok
75236,1.0,13,0.0339228070171,ok
75173,1.0,53,0.232524350649,ok
75223,1.0,52,0.181193757841,ok
75232,1.0,3,0.253018237863,ok
75148,1.0,100,0.259686410088,ok
75110,1.0,78,0.981410555275,ok
75129,1.0,91,0.373940853962,ok
75112,1.0,80,0.263065249218,ok
75233,1.0,73,0.153763191016,ok
75109,1.0,64,0.478790292254,ok
75184,1.0,20,0.237977135693,ok
75212,1.0,69,0.498087122859,ok
75133,1.0,96,0.353434376008,ok
75100,1.0,58,0.427793763123,ok
75099,1.0,42,0.446716741013,ok
75195,1.0,59,0.000375375375375,ok
75097,1.0,94,0.865330422396,ok
75121,1.0,128,0.0454545454545,ok
246,1.0,67,0.00976632756977,ok
75182,1.0,11,0.251261837982,ok
75172,1.0,21,0.27301439208,ok
75108,1.0,7,0.0,ok
75093,1.0,90,0.622064352826,ok
75169,1.0,89,0.0386265665991,ok
75217,1.0,123,0.0,ok
75171,1.0,46,0.324941031408,ok
75193,1.0,98,0.067823451034,ok
75128,1.0,27,0.113121612281,ok
75124,1.0,71,0.327409311061,ok
2119,1.0,117,0.463810424015,ok
75189,1.0,101,0.0422076817894,ok
75185,1.0,49,0.254238154378,ok
262,1.0,38,0.00273602478386,ok
75198,1.0,120,0.317114035954,ok
2122,1.0,8,0.981410555275,ok
242,1.0,75,0.0137938167255,ok
233,1.0,36,1.0,ok
252,1.0,28,0.167221995269,ok
75237,1.0,118,0.000798214184877,ok
75114,1.0,103,0.094349510139,ok
244,1.0,29,0.145835373936,ok
75234,1.0,55,0.0483110192911,ok
75123,1.0,65,0.492917954926,ok
273,1.0,31,0.0834782291058,ok
75201,1.0,84,0.307852290822,ok
75168,1.0,114,0.490777153112,ok
75243,1.0,14,1.163594556,ok
3043,1.0,76,0.0649846773855,ok
75235,1.0,119,0.00141513449098,ok
251,1.0,85,0.987418416293,ok
75143,1.0,61,0.0352921310368,ok
75191,1.0,19,0.267073605275,ok
75248,1.0,95,0.371967654987,ok
75239,1.0,74,0.0,ok
75203,1.0,62,0.319338947635,ok
% 
% 
% 
