@RELATION auto-sklearn_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE PCAFractionOfComponentsFor95PercentVariance NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE LandmarkDecisionTree NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE PCA NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE PCASkewnessFirstPC NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE LandmarkDecisionNodeLearner NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE LandmarkLDA NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE ClassOccurences NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE PCAKurtosisFirstPC NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE Landmark1NN NUMERIC
@ATTRIBUTE LandmarkNaiveBayes NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC

@DATA
75169,1.0,7e-05,0.00019,4e-05,4e-05,5e-05,0.00035,85.06863,1e-05,0.00046,0.0003,8e-05,0.00014,0.03022,1e-05,0.01817,1e-05,55.88259,0.0008,1e-05,2e-05,0.0001,0.00024,0.00591,0.00012,0.00057,45.47389,0.21663,1e-05,1e-05,0.00027,1e-05,0.01187,7e-05,0.00013,6e-05,1e-05,6e-05,0.01461,7e-05,52.26192,1.61949,5e-05,0.00189,0.03086,0.00014,2e-05,0.01417,0.02133,0.00014,0.00373,0.0001,0.00015
75171,1.0,4e-05,3e-05,2e-05,2e-05,1e-05,0.00017,0.53104,1e-05,0.00032,0.00018,4e-05,8e-05,0.02087,1e-05,0.01911,1e-05,0.12614,0.00053,1e-05,1e-05,6e-05,0.00015,0.0018,5e-05,0.00037,0.23605,0.03441,0.0,1e-05,0.00022,1e-05,0.00173,6e-05,4e-05,6e-05,0.0,3e-05,0.00101,4e-05,0.1916,0.05903,2e-05,0.00186,0.00211,0.00011,1e-05,0.00078,0.00026,0.00012,8e-05,3e-05,0.00011
75172,1.0,0.00016,0.00036,0.00011,0.00011,0.00018,0.00138,0.0,3e-05,0.00055,0.00051,0.00016,0.00027,0.00256,1e-05,0.00153,1e-05,1e-05,0.00112,1e-05,3e-05,0.00024,0.01854,0.00673,0.00018,0.00108,0.0,1e-05,1e-05,1e-05,0.00022,1e-05,0.00066,6e-05,0.00043,5e-05,1e-05,3e-05,0.00925,0.00017,0.2853,1e-05,0.00022,0.00049,0.10019,0.00025,2e-05,0.0078,0.09345,0.00012,0.00041,0.00036,0.00024
75173,1.0,4e-05,5e-05,2e-05,2e-05,1e-05,0.00046,0.59293,1e-05,0.00032,0.00024,5e-05,0.00011,0.03635,1e-05,0.01483,1e-05,0.08288,0.00053,1e-05,2e-05,6e-05,0.00022,0.00227,5e-05,0.00045,0.18123,0.10621,1e-05,1e-05,0.00036,1e-05,0.02147,7e-05,6e-05,5e-05,1e-05,6e-05,0.00468,5e-05,1.02049,0.11521,3e-05,0.00238,0.00678,0.00011,2e-05,0.00414,0.00038,0.00024,0.00417,3e-05,0.00011
75174,1.0,4e-05,4e-05,2e-05,2e-05,1e-05,0.00039,3.24822,1e-05,0.00036,0.00024,4e-05,0.0001,0.017,1e-05,0.01347,1e-05,0.99133,0.00057,1e-05,2e-05,7e-05,0.00036,0.01333,5e-05,0.00045,0.84089,0.09789,1e-05,1e-05,0.00033,1e-05,0.00348,7e-05,6e-05,6e-05,1e-05,6e-05,0.00893,5e-05,5.78293,0.07098,2e-05,0.00896,0.01435,0.00011,2e-05,0.00846,0.0008,0.0002,0.00026,4e-05,0.00011
75175,1.0,4e-05,6e-05,2e-05,2e-05,1e-05,0.00025,1.70944,1e-05,0.00039,0.00025,4e-05,0.0001,0.02569,1e-05,0.01431,1e-05,0.46342,0.0006,1e-05,2e-05,6e-05,0.00036,0.00481,5e-05,0.00044,0.2465,0.16092,0.0,1e-05,0.00034,1e-05,0.01132,6e-05,5e-05,5e-05,0.0,5e-05,0.001,4e-05,0.95322,0.10928,3e-05,0.00471,0.00553,0.00011,2e-05,0.00068,0.00058,0.00022,0.00019,3e-05,0.00011
75176,1.0,4e-05,4e-05,2e-05,2e-05,1e-05,0.00016,1.32249,1e-05,0.00031,0.00023,4e-05,9e-05,0.0097,1e-05,0.00575,1e-05,0.5992,0.00051,1e-05,2e-05,6e-05,0.00032,0.00457,5e-05,0.00043,0.5025,0.16184,0.0,1e-05,0.0003,1e-05,0.00391,5e-05,5e-05,5e-05,0.0,5e-05,0.00062,5e-05,1.28798,0.16302,2e-05,0.00433,0.00531,0.00011,2e-05,0.00039,0.00057,0.00019,0.00021,3e-05,0.00011
75177,1.0,4e-05,5e-05,2e-05,2e-05,2e-05,0.00017,0.13245,1e-05,0.00029,0.00025,5e-05,0.0001,0.02507,1e-05,0.01591,1e-05,0.05967,0.0005,1e-05,1e-05,7e-05,0.00016,0.00097,5e-05,0.00045,0.65376,0.05412,0.0,1e-05,0.00024,1e-05,0.00911,0.00419,6e-05,5e-05,1e-05,5e-05,0.00487,5e-05,0.80592,0.06167,2e-05,0.00101,0.00131,0.00011,2e-05,0.0005,0.00028,0.00013,0.0001,3e-05,0.00011
75178,1.0,4e-05,3e-05,3e-05,3e-05,2e-05,0.00029,135.14247,2e-05,0.00038,0.00028,5e-05,0.00012,0.09667,1e-05,0.02684,1e-05,17.04486,0.0006,2e-05,2e-05,7e-05,0.00567,0.06101,6e-05,0.00049,2.46125,2.73714,1e-05,1e-05,0.00037,1e-05,0.0698,6e-05,8e-05,6e-05,1e-05,6e-05,0.00106,5e-05,377.04558,1.2581,3e-05,0.05366,0.07349,0.00011,3e-05,0.00069,0.00884,0.00024,0.0037,4e-05,0.00012
75179,1.0,7e-05,6e-05,2e-05,2e-05,2e-05,0.00018,2.43741,1e-05,0.00059,0.00028,0.00022,0.00011,0.01643,1e-05,0.00424,1e-05,0.86262,0.00104,1e-05,3e-05,7e-05,0.00022,0.0065,8e-05,0.00052,0.71219,0.10547,1e-05,1e-05,0.00038,1e-05,0.01213,7e-05,7e-05,5e-05,0.0,7e-05,0.00081,6e-05,4.30818,0.04787,4e-05,0.00221,0.00728,0.00012,2e-05,0.00055,0.00065,0.00025,0.0002,4e-05,0.00014
75181,1.0,4e-05,6e-05,2e-05,2e-05,1e-05,0.00022,3.01277,2e-05,0.00047,0.00024,5e-05,0.00012,0.09965,1e-05,0.06562,1e-05,1.15073,0.0007,1e-05,2e-05,7e-05,0.00117,0.00972,6e-05,0.00044,1.75997,0.61482,1e-05,1e-05,0.00042,3e-05,0.03397,9e-05,6e-05,6e-05,1e-05,0.00012,0.0012,5e-05,135.5603,0.46344,2e-05,0.00955,0.01065,0.00011,2e-05,0.00088,0.00082,0.00023,0.00016,5e-05,0.00012
75182,1.0,4e-05,3e-05,2e-05,2e-05,1e-05,0.00017,1.68201,1e-05,0.00049,0.00019,6e-05,8e-05,0.01003,1e-05,0.00776,1e-05,0.2455,0.00075,1e-05,1e-05,6e-05,0.00031,0.00489,8e-05,0.00039,0.28291,0.10333,0.0,1e-05,0.00021,1e-05,0.00224,5e-05,5e-05,6e-05,0.0,3e-05,0.00116,5e-05,1.85204,0.05641,2e-05,0.00807,0.0056,0.00011,1e-05,0.00093,0.0006,0.00011,0.00015,3e-05,0.00013
75184,1.0,4e-05,6e-05,2e-05,3e-05,2e-05,0.00028,0.81712,1e-05,0.00037,0.00024,6e-05,0.0001,0.08719,1e-05,0.04009,1e-05,0.09082,0.0006,1e-05,2e-05,7e-05,0.00027,0.00387,6e-05,0.00044,0.59699,0.04135,0.0,1e-05,0.00026,1e-05,0.04704,6e-05,5e-05,5e-05,0.0,5e-05,0.00101,5e-05,5.25542,0.05776,2e-05,0.00361,0.00476,0.00011,2e-05,0.00066,0.00063,0.00015,0.00031,3e-05,0.00011
75185,1.0,4e-05,3e-05,2e-05,2e-05,1e-05,0.00027,1.46105,1e-05,0.0003,0.00019,6e-05,9e-05,0.00805,1e-05,0.00524,1e-05,0.11727,0.00053,1e-05,1e-05,6e-05,0.00013,0.00154,6e-05,0.00038,0.25258,0.05413,1e-05,1e-05,0.00023,1e-05,0.00278,6e-05,5e-05,6e-05,0.0,4e-05,0.0013,5e-05,0.37956,0.12395,2e-05,0.00154,0.0019,0.0001,1e-05,0.00096,0.0003,0.00012,0.0001,3e-05,0.00011
75187,1.0,4e-05,5e-05,2e-05,2e-05,1e-05,0.00017,3.47548,1e-05,0.00028,0.00022,4e-05,9e-05,0.01544,1e-05,0.00844,1e-05,0.26412,0.00047,1e-05,1e-05,6e-05,0.00014,0.00171,4e-05,0.00041,0.64144,0.03866,0.0,1e-05,0.0002,1e-05,0.00694,6e-05,5e-05,5e-05,0.0,4e-05,0.00062,4e-05,1.74485,0.05172,2e-05,0.00169,0.00211,0.0001,1e-05,0.00038,0.00032,0.0001,0.00012,3e-05,0.00011
75188,1.0,0.00034,0.00048,0.00025,0.00025,0.00046,0.00026,1e-05,2e-05,0.00079,0.00079,0.00034,0.00062,0.02426,1e-05,0.02252,2e-05,1e-05,0.00215,2e-05,3e-05,0.00053,0.00013,0.01112,0.00036,0.01438,0.0,1e-05,1e-05,1e-05,0.00023,1e-05,0.00126,0.0001,0.00102,6e-05,1e-05,4e-05,0.0012,0.00037,1.21986,1e-05,0.00051,0.00062,0.09675,0.01288,2e-05,0.00083,0.08604,0.00012,0.00057,0.00091,0.00067
75189,1.0,4e-05,5e-05,3e-05,3e-05,3e-05,0.00028,1e-05,3e-05,0.00057,0.00025,5e-05,0.00011,0.03086,1e-05,0.01712,2e-05,1e-05,0.0008,2e-05,0.00011,8e-05,0.0075,3.18614,6e-05,0.00045,1e-05,3e-05,2e-05,2e-05,0.00035,2e-05,0.01369,0.00013,0.00012,6e-05,1e-05,5e-05,0.0012,5e-05,201.81838,1e-05,4e-05,0.09912,3.2119,0.00011,6e-05,0.00076,0.01682,0.00022,0.00902,5e-05,0.00013
75191,1.0,5e-05,9e-05,3e-05,3e-05,3e-05,0.00031,0.0,3e-05,0.00051,0.00027,5e-05,0.00011,0.05615,1e-05,0.03213,2e-05,1e-05,0.00076,2e-05,4e-05,8e-05,0.00157,0.64996,7e-05,0.00049,0.0,5e-05,1e-05,1e-05,0.00032,1e-05,0.02394,0.00011,0.00012,6e-05,1e-05,5e-05,0.0013,5e-05,42.20566,1e-05,5e-05,0.02035,0.78634,0.00012,5e-05,0.00086,0.1114,0.00019,0.02507,6e-05,0.00012
75192,1.0,4e-05,3e-05,2e-05,2e-05,1e-05,0.00018,0.21357,1e-05,0.00025,0.00018,4e-05,8e-05,0.0176,1e-05,0.01247,1e-05,0.04188,0.00044,1e-05,1e-05,6e-05,9e-05,0.00087,4e-05,0.00036,0.02963,0.02246,0.0,1e-05,0.00021,1e-05,0.0051,5e-05,4e-05,5e-05,0.0,3e-05,0.00101,4e-05,0.05681,0.02043,2e-05,0.00097,0.00103,0.0001,1e-05,0.00077,0.00014,0.00012,5e-05,3e-05,0.00011
75193,1.0,6e-05,5e-05,3e-05,3e-05,2e-05,0.0004,78.54069,2e-05,0.00049,0.00033,5e-05,0.00011,0.40943,1e-05,0.20352,1e-05,8.79246,0.00073,1e-05,3e-05,7e-05,0.011,0.15619,7e-05,0.00058,26.25495,1.59415,1e-05,1e-05,0.00039,1e-05,0.20587,6e-05,8e-05,5e-05,1e-05,7e-05,0.00119,5e-05,30314.1117,6.47613,4e-05,0.12446,0.22888,0.00013,3e-05,0.00072,0.04222,0.00025,0.03053,4e-05,0.00013
75195,1.0,4e-05,5e-05,2e-05,2e-05,2e-05,0.00025,1.27494,1e-05,0.00033,0.00025,5e-05,0.0001,0.02956,1e-05,0.02793,1e-05,1.02981,0.00057,1e-05,2e-05,6e-05,0.00066,0.00911,7e-05,0.00044,0.25309,0.11722,0.0,1e-05,0.00032,1e-05,0.00158,6e-05,6e-05,5e-05,0.0,5e-05,0.001,5e-05,2.4905,0.11234,2e-05,0.00863,0.01069,0.00011,2e-05,0.00068,0.00119,0.0002,0.00043,3e-05,0.00013
75196,1.0,4e-05,6e-05,2e-05,2e-05,1e-05,0.00028,0.04483,1e-05,0.00031,0.00025,6e-05,9e-05,0.00166,1e-05,0.00105,1e-05,0.02269,0.00053,1e-05,1e-05,6e-05,7e-05,0.00033,5e-05,0.00044,0.39763,0.01503,0.0,1e-05,0.00019,1e-05,0.00056,6e-05,5e-05,5e-05,0.0,3e-05,0.00075,5e-05,0.11463,0.01817,2e-05,0.00043,0.00047,0.00011,1e-05,0.0004,0.00013,0.0001,4e-05,3e-05,0.00011
75197,1.0,0.00011,0.0004,8e-05,8e-05,0.00012,0.00099,0.0,2e-05,0.00042,0.00033,0.00012,0.00021,0.02574,1e-05,0.00281,1e-05,3e-05,0.00086,2e-05,3e-05,0.00018,0.00014,0.06628,0.00013,0.00076,0.0,1e-05,1e-05,1e-05,0.00025,1e-05,0.02254,0.00011,0.00031,6e-05,1e-05,4e-05,0.00867,0.00012,1.99008,1e-05,0.00013,0.00086,0.15135,0.00019,2e-05,0.00754,0.08441,0.00014,0.00093,0.00024,0.00019
75198,1.0,0.00098,1e-05,0.00072,0.00072,0.00133,0.00025,0.0,3e-05,0.00175,0.00164,0.001,0.00152,0.0001,1e-05,8e-05,2e-05,1e-05,0.01364,1e-05,5e-05,0.00145,0.00035,0.06608,0.00977,0.00472,1e-05,2e-05,1e-05,1e-05,0.00022,2e-05,1e-05,7e-05,0.00274,6e-05,1e-05,3e-05,0.0009,0.00098,22.8526,1e-05,0.00137,0.00215,0.37126,0.00112,3e-05,0.00056,0.30287,0.00012,0.00504,0.00264,0.00112
75201,1.0,0.00047,1e-05,0.00036,0.00036,0.00062,0.00028,0.0,2e-05,0.00099,0.00095,0.00047,0.00082,6e-05,1e-05,4e-05,1e-05,1e-05,0.00252,1e-05,3e-05,0.00074,0.00014,0.06081,0.00048,0.00247,0.0,1e-05,1e-05,1e-05,0.00024,1e-05,1e-05,9e-05,0.00133,6e-05,1e-05,3e-05,0.01063,0.00048,0.53198,1e-05,0.00064,0.00092,0.36467,0.00057,3e-05,0.01025,0.30422,0.00014,0.0009,0.00931,0.00058
75202,1.0,0.00019,0.00046,0.00013,0.00013,0.0002,0.00031,1e-05,2e-05,0.00076,0.00069,0.00018,0.00031,0.0257,1e-05,0.00192,1e-05,3e-05,0.00144,2e-05,3e-05,0.00028,0.00012,0.0712,0.0002,0.00136,1e-05,1e-05,1e-05,1e-05,0.00026,1e-05,0.02332,7e-05,0.00047,5e-05,1e-05,5e-05,0.02861,0.0002,0.4244,2e-05,0.00022,0.00067,0.24784,0.00027,3e-05,0.02821,0.1767,0.00013,0.00037,0.0004,0.00028
75203,1.0,0.00049,1e-05,0.00037,0.00039,0.00068,0.00019,0.0,2e-05,0.00102,0.01977,0.0005,0.00086,6e-05,1e-05,5e-05,2e-05,1e-05,0.00264,2e-05,4e-05,0.00077,0.00014,0.02215,0.00051,0.02144,0.0,2e-05,1e-05,1e-05,0.00022,1e-05,1e-05,0.0001,0.00145,6e-05,1e-05,3e-05,0.00089,0.00051,1.25698,1e-05,0.0007,0.00101,0.15885,0.00067,2e-05,0.00058,0.13686,0.00011,0.00123,0.00135,0.00061
75205,1.0,0.00044,1e-05,0.00033,0.00033,0.00055,0.00021,1e-05,2e-05,0.00099,0.00093,0.00044,0.00074,0.00011,1e-05,9e-05,1e-05,1e-05,0.00242,2e-05,3e-05,0.00068,0.00034,0.07195,0.00046,0.00236,0.0,2e-05,1e-05,1e-05,0.00026,1e-05,1e-05,0.00012,0.00122,7e-05,1e-05,4e-05,0.00101,0.00045,6.53552,1e-05,0.00057,0.00259,0.19339,0.00054,2e-05,0.00066,0.12115,0.00012,0.00142,0.00111,0.00054
75207,1.0,0.00016,0.00036,0.00012,0.00011,0.00018,0.00053,1e-05,2e-05,0.00071,0.00055,0.00016,0.00028,0.00265,1e-05,0.00165,1e-05,1e-05,0.0013,2e-05,3e-05,0.00025,0.00011,0.01945,0.00017,0.00114,0.0,2e-05,1e-05,1e-05,0.00021,2e-05,0.00063,9e-05,0.0004,6e-05,1e-05,3e-05,0.01303,0.00018,0.30429,1e-05,0.0002,0.00054,0.08336,0.00025,2e-05,0.01239,0.06388,0.00011,0.00042,0.00036,0.00026
75210,1.0,4e-05,4e-05,2e-05,2e-05,1e-05,0.00025,0.04879,1e-05,0.00026,0.00019,4e-05,9e-05,0.10609,1e-05,0.08569,1e-05,0.0556,0.00046,1e-05,1e-05,7e-05,0.00016,0.00192,5e-05,0.00038,0.04823,0.03472,1e-05,1e-05,0.00023,1e-05,0.02036,7e-05,5e-05,5e-05,1e-05,4e-05,0.00095,4e-05,0.12804,0.03071,2e-05,0.00199,0.00217,0.0001,1e-05,0.00062,0.00023,0.00012,6e-05,3e-05,0.00011
75212,1.0,4e-05,6e-05,2e-05,2e-05,2e-05,0.00018,0.19397,1e-05,0.00029,0.00019,5e-05,9e-05,0.00165,1e-05,0.00099,1e-05,0.04278,0.0005,1e-05,1e-05,7e-05,7e-05,0.00038,5e-05,0.00038,0.15613,0.01502,1e-05,1e-05,0.00021,1e-05,0.00059,6e-05,5e-05,6e-05,0.0,3e-05,0.00106,4e-05,0.17658,0.02038,2e-05,0.00046,0.00059,0.0001,1e-05,0.00081,0.00017,0.00012,7e-05,3e-05,0.00011
75213,1.0,5e-05,6e-05,2e-05,2e-05,1e-05,0.0007,0.07002,1e-05,0.00037,0.00025,5e-05,0.0001,0.0189,1e-05,0.01357,1e-05,0.03952,0.00059,1e-05,1e-05,6e-05,8e-05,0.00032,5e-05,0.00045,0.18293,0.0429,0.0,1e-05,0.00026,1e-05,0.00527,5e-05,5e-05,5e-05,0.0,5e-05,0.00425,5e-05,0.30779,0.04965,2e-05,0.00045,0.00043,0.00011,1e-05,0.00348,0.00011,0.00016,4e-05,3e-05,0.00012
75215,1.0,7e-05,6e-05,3e-05,2e-05,2e-05,0.00019,0.29073,1e-05,0.00032,0.00024,5e-05,0.00012,0.00671,1e-05,0.00382,1e-05,0.06645,0.00056,2e-05,1e-05,7e-05,0.00018,0.00257,6e-05,0.00046,2.7358,0.0312,1e-05,1e-05,0.00027,1e-05,0.00283,7e-05,9e-05,6e-05,1e-05,7e-05,0.00083,5e-05,9.33945,0.06051,2e-05,0.00256,0.00338,0.00011,2e-05,0.00055,0.0006,0.00012,0.00024,4e-05,0.00013
75217,1.0,4e-05,4e-05,2e-05,2e-05,2e-05,0.00016,0.06231,1e-05,0.00028,0.00019,4e-05,9e-05,0.00355,1e-05,0.00293,1e-05,0.04634,0.00048,1e-05,1e-05,7e-05,8e-05,0.00058,5e-05,0.00037,0.0964,0.01915,1e-05,1e-05,0.00019,1e-05,0.00058,7e-05,5e-05,5e-05,0.0,4e-05,0.00062,4e-05,0.18915,0.04125,2e-05,0.00064,0.00084,0.0001,1e-05,0.00038,0.00021,0.0001,9e-05,3e-05,0.00012
75219,1.0,4e-05,5e-05,2e-05,2e-05,2e-05,0.00027,1.67735,1e-05,0.02116,0.00024,5e-05,0.0001,0.04974,1e-05,0.0279,1e-05,0.10365,0.02141,1e-05,2e-05,7e-05,0.00027,0.00361,6e-05,0.00044,0.31836,0.0378,0.0,1e-05,0.00033,1e-05,0.0218,6e-05,6e-05,5e-05,0.0,6e-05,0.00101,5e-05,0.73876,0.10307,2e-05,0.00341,0.00436,0.00011,2e-05,0.00067,0.00059,0.00022,0.0002,3e-05,0.00014
75221,1.0,6e-05,4e-05,2e-05,3e-05,2e-05,0.00018,3.11983,1e-05,0.00052,0.00023,6e-05,9e-05,0.01437,1e-05,0.00158,1e-05,0.64289,0.00079,1e-05,1e-05,7e-05,0.00015,0.00163,7e-05,0.00046,0.65698,0.05187,1e-05,1e-05,0.00022,1e-05,0.01275,6e-05,5e-05,6e-05,0.0,3e-05,0.01231,6e-05,0.6245,0.12533,2e-05,0.0014,0.0084,0.00011,1e-05,0.01206,0.00056,0.00012,0.00626,3e-05,0.00014
75222,1.0,4e-05,7e-05,3e-05,3e-05,2e-05,0.00025,0.08143,1e-05,0.00031,0.00026,5e-05,9e-05,0.01029,1e-05,0.00676,1e-05,0.03013,0.00052,1e-05,1e-05,7e-05,8e-05,0.00038,5e-05,0.00047,0.05785,0.01771,0.0,1e-05,0.00021,1e-05,0.00346,6e-05,5e-05,5e-05,0.0,5e-05,0.00095,6e-05,0.13289,0.01884,2e-05,0.00048,0.00058,0.00011,1e-05,0.00063,0.00019,0.0001,5e-05,3e-05,0.00012
75223,1.0,4e-05,4e-05,2e-05,2e-05,1e-05,0.00018,1.9124,1e-05,0.00034,0.00029,5e-05,8e-05,0.00602,1e-05,0.00452,1e-05,0.29861,0.00056,1e-05,1e-05,6e-05,0.0006,0.01929,6e-05,0.0005,1.35104,0.17998,1e-05,1e-05,0.0002,1e-05,0.00147,5e-05,4e-05,5e-05,0.0,4e-05,0.00068,5e-05,25.49987,0.50291,2e-05,0.00563,0.02004,0.00011,1e-05,0.00044,0.00063,0.0001,0.00016,3e-05,0.00011
75225,1.0,4e-05,5e-05,3e-05,3e-05,2e-05,0.00031,1.96558,1e-05,0.00031,0.00023,5e-05,9e-05,0.02319,1e-05,0.00851,1e-05,0.47074,0.00052,1e-05,1e-05,7e-05,8e-05,0.00073,5e-05,0.00044,0.53592,0.0818,1e-05,1e-05,0.00022,1e-05,0.01462,7e-05,6e-05,5e-05,2e-05,5e-05,0.00103,5e-05,1.82873,0.07905,2e-05,0.00076,0.00119,0.00012,1e-05,0.00063,0.0003,0.00011,0.0002,4e-05,0.00011
75226,1.0,4e-05,5e-05,2e-05,2e-05,1e-05,0.0003,1.82982,1e-05,0.00039,0.00024,5e-05,0.00011,0.01961,1e-05,0.00635,1e-05,0.40632,0.0006,1e-05,2e-05,7e-05,0.0002,0.00244,5e-05,0.00043,0.31705,0.08149,1e-05,1e-05,0.00025,1e-05,0.01321,7e-05,6e-05,5e-05,1e-05,6e-05,0.00393,5e-05,0.88247,0.08196,2e-05,0.00233,0.00295,0.0001,2e-05,0.00355,0.00043,0.00013,0.00013,3e-05,0.00011
75227,1.0,4e-05,3e-05,2e-05,2e-05,1e-05,0.00019,0.17554,1e-05,0.00026,0.00018,4e-05,8e-05,0.00591,1e-05,0.00531,1e-05,0.05474,0.00045,1e-05,1e-05,6e-05,0.00011,0.00119,4e-05,0.00036,0.03671,0.05452,1e-05,1e-05,0.00021,1e-05,0.00057,5e-05,4e-05,6e-05,0.0,3e-05,0.001,4e-05,0.0584,0.02374,2e-05,0.00125,0.00138,0.0001,1e-05,0.00075,0.00017,0.00012,6e-05,3e-05,0.00011
75230,1.0,5e-05,3e-05,2e-05,3e-05,2e-05,0.00111,6.11904,1e-05,0.00031,0.00023,4e-05,9e-05,0.0068,1e-05,0.00286,1e-05,6.4779,0.00066,2e-05,1e-05,7e-05,0.0001,0.00049,6e-05,0.00044,1.07107,0.30193,0.0,1e-05,0.00025,1e-05,0.00391,5e-05,6e-05,6e-05,0.0,5e-05,0.0065,5e-05,0.59889,1.03025,2e-05,0.00061,0.00076,0.00011,1e-05,0.00533,0.00022,0.00013,9e-05,3e-05,0.00024
75231,1.0,6e-05,5e-05,3e-05,3e-05,2e-05,0.00017,1.03412,1e-05,0.00038,0.0002,7e-05,9e-05,0.00186,1e-05,0.0012,1e-05,0.37226,0.00063,1e-05,1e-05,7e-05,0.0001,0.00048,6e-05,0.00042,0.58957,0.05278,0.0,1e-05,0.00021,1e-05,0.00061,6e-05,5e-05,5e-05,0.0,4e-05,0.00062,5e-05,0.34437,0.2773,2e-05,0.0006,0.00074,0.00011,1e-05,0.00038,0.00022,0.0001,9e-05,3e-05,0.00012
75232,1.0,5e-05,5e-05,2e-05,2e-05,2e-05,0.00026,0.0981,1e-05,0.00058,0.00029,6e-05,0.0001,0.03211,1e-05,0.01329,1e-05,0.03411,0.00081,1e-05,1e-05,7e-05,9e-05,0.00034,6e-05,0.00051,0.53987,0.01906,1e-05,1e-05,0.00023,1e-05,0.01876,6e-05,6e-05,5e-05,1e-05,5e-05,0.00105,6e-05,0.12764,0.02024,2e-05,0.00048,0.00055,0.00012,2e-05,0.00072,0.00019,0.00012,7e-05,4e-05,0.00011
75233,1.0,4e-05,3e-05,2e-05,2e-05,1e-05,0.00019,1.06733,1e-05,0.00056,0.00021,7e-05,8e-05,0.00604,1e-05,0.00526,1e-05,0.13254,0.00086,1e-05,1e-05,6e-05,0.00014,0.00192,9e-05,0.00042,0.17627,0.02967,1e-05,1e-05,0.00021,1e-05,0.00075,5e-05,4e-05,6e-05,0.0,3e-05,0.00104,5e-05,1.06125,0.03521,2e-05,0.00184,0.00244,0.00012,1e-05,0.00078,0.00038,0.00012,0.00017,3e-05,0.00014
75234,1.0,6e-05,7e-05,3e-05,3e-05,2e-05,0.00049,2.44963,1e-05,0.00045,0.00025,4e-05,0.00013,0.08577,1e-05,0.03389,1e-05,0.23019,0.00066,2e-05,3e-05,8e-05,0.00022,0.00204,5e-05,0.00046,0.56231,0.05078,1e-05,1e-05,0.00044,1e-05,0.0518,9e-05,8e-05,6e-05,1e-05,8e-05,0.00154,5e-05,1.5699,0.04338,3e-05,0.00222,0.0026,0.00011,3e-05,0.00094,0.00046,0.00029,0.00016,4e-05,0.00011
75235,1.0,4e-05,5e-05,3e-05,2e-05,1e-05,0.00024,1.22746,1e-05,0.00031,0.00023,5e-05,9e-05,0.00868,1e-05,0.00492,1e-05,0.51134,0.00053,1e-05,2e-05,6e-05,0.00014,0.00134,5e-05,0.00043,0.23055,0.08641,0.0,1e-05,0.00019,1e-05,0.00371,5e-05,5e-05,5e-05,0.0,4e-05,0.00081,5e-05,0.97623,0.09682,2e-05,0.00132,0.00597,0.00011,2e-05,0.0005,0.00454,0.0001,0.00013,3e-05,0.00012
