@RELATION auto-sklearn_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE PCAFractionOfComponentsFor95PercentVariance NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE LandmarkDecisionTree NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE PCA NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE PCASkewnessFirstPC NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE LandmarkDecisionNodeLearner NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE LandmarkLDA NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE ClassOccurences NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE PCAKurtosisFirstPC NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE Landmark1NN NUMERIC
@ATTRIBUTE LandmarkNaiveBayes NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC

@DATA
75097,1.0,0.00051,1e-05,2e-05,2e-05,1e-05,0.00052,0.0,1e-05,0.00106,0.001,0.00052,9e-05,7e-05,1e-05,5e-05,1e-05,1e-05,0.00272,1e-05,2e-05,6e-05,0.00041,0.02334,0.00052,0.00265,0.0,2e-05,0.0,1e-05,0.00027,1e-05,1e-05,6e-05,5e-05,5e-05,1e-05,5e-05,0.00301,0.00051,28.07342,1e-05,2e-05,0.02276,0.02895,0.00064,2e-05,0.00242,0.00539,0.00016,0.00027,3e-05,0.00062
75098,1.0,8e-05,0.0003,5e-05,5e-05,5e-05,0.00041,192.51527,2e-05,0.00057,0.00057,8e-05,0.0002,0.39543,1e-05,0.21691,1e-05,12.90498,0.00091,2e-05,2e-05,0.00012,0.00168,0.05863,9e-05,0.00092,166.17316,1.08533,1e-05,1e-05,0.00052,1e-05,0.17822,0.00014,0.00021,7e-05,2e-05,0.00012,0.00191,9e-05,3320.38865,9.17265,8e-05,0.01518,0.16434,0.00018,3e-05,0.00132,0.05267,0.00031,0.05318,0.00011,0.00017
75099,1.0,5e-05,4e-05,2e-05,2e-05,1e-05,0.00037,0.29471,1e-05,0.00033,0.00025,4e-05,9e-05,0.00768,1e-05,0.00618,1e-05,0.07019,0.00053,1e-05,1e-05,6e-05,9e-05,0.00056,5e-05,0.00046,0.17957,0.03441,0.0,1e-05,0.00023,1e-05,0.00146,5e-05,5e-05,5e-05,0.0,4e-05,0.00674,5e-05,0.14042,0.07546,2e-05,0.00066,0.00077,0.00011,1e-05,0.0063,0.00019,0.00013,6e-05,3e-05,0.00011
75100,1.0,4e-05,5e-05,3e-05,2e-05,2e-05,0.00019,0.14438,1e-05,0.0003,0.00019,7e-05,9e-05,0.0159,1e-05,0.00651,1e-05,0.08446,0.00054,1e-05,1e-05,7e-05,9e-05,0.00144,5e-05,0.00038,0.17421,0.0439,1e-05,1e-05,0.00021,1e-05,0.00934,7e-05,6e-05,5e-05,1e-05,5e-05,0.00077,4e-05,0.66114,0.02864,2e-05,0.00136,0.00199,0.00011,2e-05,0.00049,0.00043,0.0001,0.00015,4e-05,0.00011
75101,1.0,4e-05,3e-05,2e-05,2e-05,2e-05,0.00029,32.23545,2e-05,0.0004,0.00028,5e-05,0.00011,0.1261,1e-05,0.09491,1e-05,3.26397,0.00062,1e-05,2e-05,6e-05,0.00156,0.02377,5e-05,0.00048,2.43263,0.17306,0.0,1e-05,0.0004,2e-05,0.03115,6e-05,6e-05,5e-05,0.0,6e-05,0.00107,5e-05,738.02074,0.34969,4e-05,0.02106,0.03032,0.00011,2e-05,0.00071,0.00478,0.00028,0.00183,5e-05,0.00012
75103,1.0,5e-05,0.00014,3e-05,3e-05,2e-05,0.00017,8.92237,1e-05,0.00035,0.00025,5e-05,0.00011,0.02185,1e-05,0.01305,1e-05,1.14706,0.00059,1e-05,2e-05,8e-05,0.00022,0.00575,6e-05,0.00048,10.34201,0.17175,0.0,1e-05,0.0164,1e-05,0.00865,6e-05,9e-05,6e-05,0.0,5e-05,0.00066,6e-05,71.55675,0.66367,4e-05,0.00314,0.01112,0.00012,2e-05,0.00043,0.00347,0.01627,0.00196,5e-05,0.00013
75105,1.0,0.00216,1e-05,3e-05,3e-05,3e-05,0.00097,0.0,2e-05,0.01658,0.00323,0.01459,0.00011,6e-05,1e-05,4e-05,1e-05,1e-05,0.0356,2e-05,2e-05,8e-05,0.00876,0.03136,0.00206,0.00994,0.0,2e-05,1e-05,1e-05,0.00033,1e-05,1e-05,6e-05,0.0001,5e-05,1e-05,6e-05,0.00628,0.00213,895.83859,1e-05,5e-05,0.0199,0.0699,0.00242,3e-05,0.00523,0.03153,0.00021,0.00709,6e-05,0.00238
75106,1.0,0.01818,1e-05,3e-05,3e-05,3e-05,0.00029,0.0,1e-05,0.00301,0.00276,0.00214,0.00013,4e-05,1e-05,2e-05,1e-05,1e-05,0.00977,1e-05,3e-05,8e-05,0.00068,0.02017,0.00217,0.02553,0.0,2e-05,0.0,1e-05,0.00039,1e-05,1e-05,7e-05,0.0001,5e-05,0.0,6e-05,0.00111,0.00214,62.77938,1e-05,5e-05,0.01069,0.03912,0.00245,3e-05,0.00075,0.01174,0.00027,0.0073,5e-05,0.00246
75107,1.0,0.0022,1e-05,3e-05,3e-05,3e-05,0.00104,0.0,1e-05,0.00271,0.00274,0.00199,0.00013,4e-05,1e-05,2e-05,1e-05,1e-05,0.00886,1e-05,3e-05,8e-05,0.00064,0.03975,0.00201,0.00965,0.0,2e-05,1e-05,1e-05,0.0004,1e-05,1e-05,7e-05,9e-05,6e-05,0.0,7e-05,0.01116,0.00224,894.23572,0.0,4e-05,0.02115,0.07846,0.00246,2e-05,0.01003,0.02206,0.00025,0.01674,6e-05,0.00214
75108,1.0,5e-05,0.00013,3e-05,3e-05,2e-05,0.00042,10.70009,1e-05,0.00048,0.00025,5e-05,0.00014,0.00652,1e-05,0.00346,1e-05,1.08157,0.00076,1e-05,2e-05,8e-05,0.00017,0.03256,8e-05,0.00052,11.85952,0.1115,1e-05,1e-05,0.00037,1e-05,0.00292,9e-05,0.0001,6e-05,1e-05,8e-05,0.00965,8e-05,13.49028,0.2632,4e-05,0.00187,0.0347,0.00013,2e-05,0.00913,0.00148,0.00022,0.00073,5e-05,0.00014
75109,1.0,4e-05,5e-05,2e-05,2e-05,2e-05,0.00025,4.75461,1e-05,0.00033,0.00023,5e-05,9e-05,0.00885,1e-05,0.00569,1e-05,1.58704,0.00057,1e-05,2e-05,7e-05,0.00024,0.00241,7e-05,0.00044,0.16531,0.19438,0.0,1e-05,0.00023,1e-05,0.00311,6e-05,6e-05,5e-05,0.0,5e-05,0.00079,6e-05,5.90251,0.11281,2e-05,0.00224,0.00318,0.00011,2e-05,0.00046,0.00059,0.00013,0.00023,3e-05,0.00011
75110,1.0,4e-05,7e-05,0.00034,3e-05,1e-05,0.01708,4.14579,1e-05,0.00032,0.00024,5e-05,9e-05,0.04865,1e-05,0.0322,1e-05,0.58445,0.00054,1e-05,2e-05,0.01666,0.00063,0.03426,5e-05,0.00044,2.61572,0.4035,1e-05,1e-05,0.00025,1e-05,0.01639,6e-05,5e-05,5e-05,1e-05,5e-05,0.02263,5e-05,97.96097,1.20452,2e-05,0.01708,0.03504,0.00011,1e-05,0.00547,0.00064,0.00015,0.00017,3e-05,0.00011
75112,1.0,4e-05,5e-05,2e-05,2e-05,2e-05,0.00025,2.11388,1e-05,0.00037,0.00026,5e-05,0.0001,0.03978,1e-05,0.0186,1e-05,0.65917,0.00057,1e-05,2e-05,6e-05,0.00032,0.00431,5e-05,0.00046,0.17672,0.11418,0.0,1e-05,0.00032,1e-05,0.02113,7e-05,7e-05,5e-05,1e-05,5e-05,0.00095,5e-05,0.71608,0.0569,2e-05,0.00414,0.00512,0.00011,2e-05,0.00062,0.0006,0.00021,0.00027,3e-05,0.00011
75113,1.0,5e-05,9e-05,3e-05,3e-05,2e-05,0.00027,4.19467,1e-05,0.00044,0.00025,5e-05,0.0001,0.00657,1e-05,0.00427,2e-05,0.61361,0.00068,2e-05,3e-05,8e-05,0.00024,0.00463,6e-05,0.00049,4.15904,0.12413,2e-05,1e-05,0.00035,2e-05,0.00222,0.00013,9e-05,6e-05,1e-05,0.00011,0.00139,7e-05,25.7658,0.22537,3e-05,0.00338,0.00764,0.00012,2e-05,0.00097,0.00207,0.00017,0.00099,5e-05,0.00013
75114,1.0,0.00041,0.00048,0.00032,0.00032,0.00054,0.00025,246.91705,1e-05,0.0009,0.00088,0.00042,0.00069,0.14884,1e-05,0.07306,1e-05,32.2491,0.00226,1e-05,3e-05,0.00065,9e-05,0.03707,0.00042,0.00224,152.67309,0.44909,0.0,1e-05,0.00024,1e-05,0.07531,0.00012,0.00113,5e-05,0.0,8e-05,0.00097,0.00042,30.68222,4.53438,0.00056,0.00059,0.13314,0.00052,2e-05,0.00059,0.04383,0.00011,0.05334,0.00106,0.00052
75115,1.0,0.00041,0.00048,0.00031,0.00031,0.00053,0.00041,299.46586,1e-05,0.0008,0.00079,0.00042,0.00076,0.16386,1e-05,0.08033,1e-05,62.50645,0.00217,1e-05,2e-05,0.00064,9e-05,0.02351,0.00043,0.00215,167.26937,0.52255,0.0,1e-05,0.00023,1e-05,0.08306,0.00011,0.00114,5e-05,0.0,4e-05,0.01646,0.00043,42.74675,4.5028,0.00056,0.0006,0.06843,0.00053,2e-05,0.01593,0.03299,0.00013,0.01303,0.00107,0.00052
75116,1.0,0.00043,0.00049,0.00032,0.00032,0.00056,0.00032,56.52852,2e-05,0.00093,0.01684,0.00042,0.0008,0.11845,2e-05,0.05866,4e-05,31.13901,0.00234,2e-05,5e-05,0.00067,0.00014,0.01168,0.00044,0.01825,237.77978,0.5115,2e-05,1e-05,0.00032,2e-05,0.0593,0.00019,0.00127,6e-05,1e-05,7e-05,0.00136,0.00042,29.72155,1.57538,0.00062,0.00076,0.04472,0.00056,4e-05,0.00083,0.01773,0.00018,0.01649,0.00112,0.00055
75117,1.0,0.05046,0.00049,0.00031,0.00033,0.00053,0.00097,262.11586,1e-05,0.03481,0.00089,0.00042,0.0007,0.21293,1e-05,0.10942,1e-05,34.95878,0.03623,1e-05,2e-05,0.00065,9e-05,0.04467,0.00043,0.05232,192.7059,0.3196,0.0,1e-05,0.0002,1e-05,0.10302,0.0001,0.00112,5e-05,0.0,4e-05,0.00353,0.00044,36.74042,4.10454,0.00056,0.0006,0.15681,0.00053,2e-05,0.00245,0.07027,0.00011,0.04296,0.00109,0.00057
75119,1.0,0.00042,0.00048,0.00032,0.00032,0.00054,0.00227,198.40242,1e-05,0.00105,0.0011,0.00044,0.00069,0.3248,1e-05,0.15292,2e-05,95.82664,0.00257,1e-05,3e-05,0.00066,0.0001,0.06281,0.00047,0.00255,293.15389,1.10877,2e-05,1e-05,0.00027,2e-05,0.1714,8e-05,0.00118,5e-05,1e-05,7e-05,0.01965,0.00044,83.85336,1.93951,0.00057,0.03237,0.21644,0.00059,2e-05,0.01727,0.06694,0.00014,0.0878,0.0011,0.00062
75120,1.0,0.00042,0.00047,0.00031,0.00031,0.00057,0.00081,207.04935,2e-05,0.00081,0.00073,0.00042,0.00069,0.2104,1e-05,0.11162,3e-05,37.52922,0.0217,1e-05,4e-05,0.00065,0.0001,0.02689,0.00047,0.00207,162.03157,0.52346,1e-05,1e-05,0.00023,1e-05,0.09831,0.00013,0.00114,5e-05,1e-05,5e-05,0.00652,0.00042,47.22723,1.61648,0.0178,0.00067,0.10821,0.00051,2e-05,0.00557,0.07234,0.00012,0.02735,0.00107,0.02001
75121,1.0,0.00042,0.00048,0.00031,0.00031,0.00056,0.00052,65.2118,1e-05,0.0009,0.00073,0.00042,0.00068,0.18922,1e-05,0.11559,1e-05,52.99655,0.00229,1e-05,2e-05,0.00064,0.00011,0.03316,0.00043,0.00208,159.46006,0.789,1e-05,1e-05,0.00024,1e-05,0.07316,0.00016,0.0012,5e-05,1e-05,5e-05,0.01145,0.00042,51.89921,3.32399,0.0006,0.0007,0.11608,0.00051,2e-05,0.01077,0.05928,0.00013,0.02481,0.00112,0.00054
75123,1.0,4e-05,4e-05,2e-05,2e-05,2e-05,0.00017,0.55575,1e-05,0.0003,0.00027,5e-05,9e-05,0.00985,1e-05,0.0065,1e-05,0.24619,0.00051,1e-05,3e-05,7e-05,0.00015,0.00738,5e-05,0.00048,0.19342,0.10331,1e-05,1e-05,0.00024,1e-05,0.00332,7e-05,6e-05,5e-05,0.0,6e-05,0.00078,6e-05,0.32859,0.09436,3e-05,0.00182,0.0076,0.00011,2e-05,0.00052,0.00021,0.00012,6e-05,3e-05,0.00011
75124,1.0,4e-05,5e-05,2e-05,2e-05,1e-05,0.00018,0.27722,1e-05,0.00031,0.00019,5e-05,8e-05,0.00796,1e-05,0.00439,1e-05,0.0666,0.00052,1e-05,1e-05,6e-05,9e-05,0.00106,5e-05,0.00039,0.53319,0.01758,0.0,1e-05,0.00021,1e-05,0.00352,5e-05,4e-05,5e-05,0.0,3e-05,0.00095,5e-05,0.89291,0.0313,2e-05,0.00106,0.00133,0.00011,1e-05,0.00071,0.00022,0.00012,9e-05,3e-05,0.00011
75125,1.0,0.00042,0.00049,0.00032,0.00032,0.0006,0.00137,166.91225,2e-05,0.00091,0.00075,0.00042,0.0007,0.31975,1e-05,0.13119,3e-05,34.51571,0.00233,1e-05,4e-05,0.00065,0.00011,0.03752,0.00043,0.00211,197.51294,0.28018,1e-05,1e-05,0.00028,1e-05,0.18807,0.00017,0.0012,5e-05,1e-05,6e-05,0.00488,0.00043,52.71146,2.17779,0.00512,0.0007,0.16992,0.00052,2e-05,0.00333,0.08277,0.00016,0.05536,0.00109,0.00057
75126,1.0,0.00043,0.00049,0.00034,0.00032,0.00055,0.00026,119.6603,1e-05,0.001,0.00082,0.00043,0.00073,0.23518,1e-05,0.14484,1e-05,29.21446,0.00256,1e-05,2e-05,0.00065,9e-05,0.01337,0.00047,0.00233,182.65934,0.29389,1e-05,1e-05,0.00021,1e-05,0.08984,0.0001,0.00121,5e-05,0.0,5e-05,0.0011,0.00045,24.53794,1.40215,0.0006,0.00055,0.04795,0.00063,2e-05,0.00073,0.01937,0.00011,0.01637,0.00111,0.00065
75127,1.0,0.00206,0.00206,2e-05,2e-05,2e-05,0.00019,0.00206,2e-05,0.00206,0.00206,0.00206,0.0001,0.00617,1e-05,0.00206,1e-05,0.00206,0.00822,1e-05,3e-05,6e-05,0.00921,0.11726,0.00206,0.00822,0.00206,0.00206,0.0,1e-05,0.00029,1e-05,0.00206,6e-05,6e-05,6e-05,0.0,3e-05,0.00123,0.00206,0.00206,0.00206,3e-05,0.10775,0.13233,0.00206,3e-05,0.00097,0.01148,0.00019,0.00365,3e-05,0.00206
75128,1.0,0.0001,0.00025,7e-05,7e-05,9e-05,0.00049,6.06111,1e-05,0.00042,0.00031,0.0001,0.00017,0.03393,1e-05,0.01998,1e-05,0.37978,0.00081,1e-05,2e-05,0.00015,0.00011,0.00445,0.00011,0.00069,85.00502,0.07173,1e-05,1e-05,0.00022,1e-05,0.01371,6e-05,0.00021,6e-05,0.0,3e-05,0.00328,0.0001,7.72934,0.32118,9e-05,0.01444,0.0326,0.00017,2e-05,0.00272,0.02338,0.00012,0.00495,0.00018,0.00018
75129,1.0,4e-05,5e-05,2e-05,2e-05,2e-05,0.0003,0.13948,1e-05,0.00031,0.00025,4e-05,9e-05,0.03277,1e-05,0.02528,1e-05,0.04067,0.00052,1e-05,1e-05,7e-05,9e-05,0.00048,5e-05,0.00045,0.08271,0.0325,1e-05,1e-05,0.00023,1e-05,0.00743,5e-05,5e-05,5e-05,0.0,5e-05,0.00103,5e-05,0.19431,0.02144,2e-05,0.00056,0.00073,0.00011,1e-05,0.00066,0.00021,0.00013,0.0001,3e-05,0.00011
75132,1.0,5e-05,3e-05,2e-05,2e-05,2e-05,0.00025,232.08231,2e-05,0.0005,0.00033,5e-05,0.0001,0.31035,1e-05,0.21771,1e-05,19.7517,0.00073,1e-05,2e-05,6e-05,0.02117,0.33298,6e-05,0.00054,8.02978,2.20764,1e-05,1e-05,0.00032,1e-05,0.09261,6e-05,6e-05,5e-05,1e-05,5e-05,0.00093,5e-05,36068.26867,3.36507,3e-05,0.29705,0.37833,0.00011,3e-05,0.00061,0.037,0.00021,0.00839,3e-05,0.00013
75133,1.0,5e-05,5e-05,3e-05,3e-05,2e-05,0.00036,0.49213,2e-05,0.00036,0.00025,5e-05,0.00013,0.00296,1e-05,0.00178,1e-05,0.13003,0.00059,1e-05,2e-05,8e-05,0.00021,0.00667,7e-05,0.00046,1.54846,0.09026,1e-05,1e-05,0.00045,3e-05,0.00113,0.0001,8e-05,6e-05,1e-05,0.0001,0.00552,5e-05,1.3028,0.11563,3e-05,0.00262,0.00788,0.00012,2e-05,0.00505,0.00078,0.00028,0.00049,5e-05,0.00012
75134,1.0,4e-05,3e-05,2e-05,2e-05,1e-05,0.00018,44.31424,2e-05,0.00034,0.00031,4e-05,0.00011,0.02116,1e-05,0.01653,1e-05,45.40189,0.00054,1e-05,2e-05,7e-05,0.00329,0.08319,5e-05,0.00055,2.44128,0.78201,1e-05,1e-05,0.00034,1e-05,0.0046,8e-05,8e-05,6e-05,1e-05,6e-05,0.00078,5e-05,32.65131,0.67772,3e-05,0.06023,0.08769,0.00014,4e-05,0.00051,0.00362,0.00021,0.00093,3e-05,0.00011
75139,1.0,5e-05,8e-05,3e-05,3e-05,2e-05,0.00026,0.45621,1e-05,0.00044,0.0003,5e-05,0.00011,0.02041,1e-05,0.01212,1e-05,0.11424,0.00066,1e-05,3e-05,7e-05,0.0003,0.00825,6e-05,0.0005,2.37602,0.05722,1e-05,1e-05,0.00039,1e-05,0.00821,7e-05,7e-05,5e-05,0.0,7e-05,0.00106,5e-05,12.65128,0.09311,4e-05,0.00755,0.01,0.00011,2e-05,0.00073,0.00127,0.00026,0.00054,4e-05,0.00011
75141,1.0,4e-05,3e-05,2e-05,2e-05,1e-05,0.00109,1.04331,1e-05,0.0003,0.00024,5e-05,9e-05,0.00782,1e-05,0.00482,1e-05,0.36358,0.0129,1e-05,2e-05,6e-05,0.00017,0.00183,8e-05,0.00043,0.17582,0.12247,1e-05,1e-05,0.00022,1e-05,0.00297,6e-05,5e-05,5e-05,0.0,5e-05,0.00466,5e-05,0.75978,0.09779,2e-05,0.0019,0.00218,0.00011,2e-05,0.0035,0.00029,0.00012,9e-05,3e-05,0.01249
75142,1.0,4e-05,3e-05,2e-05,2e-05,2e-05,0.00052,1.19101,1e-05,0.00057,0.00025,5e-05,0.00011,0.02092,1e-05,0.01129,1e-05,0.34249,0.00081,1e-05,2e-05,7e-05,0.00067,0.03572,6e-05,0.00047,0.83962,0.23926,1e-05,1e-05,0.00036,1e-05,0.00959,7e-05,6e-05,6e-05,1e-05,7e-05,0.00259,7e-05,10.28929,0.20784,3e-05,0.03656,0.03728,0.00011,2e-05,0.00198,0.00117,0.00021,0.00045,4e-05,0.00013
75143,1.0,4e-05,4e-05,2e-05,2e-05,1e-05,0.00018,0.01707,1e-05,0.00031,0.00024,5e-05,0.0001,0.00751,1e-05,0.00687,1e-05,0.01309,0.00051,1e-05,2e-05,7e-05,0.00012,0.00097,5e-05,0.00044,0.03638,0.01936,0.0,1e-05,0.00022,1e-05,0.0006,6e-05,5e-05,5e-05,0.0,4e-05,0.00074,5e-05,0.27153,0.02269,2e-05,0.00105,0.00122,0.00011,1e-05,0.00049,0.00021,0.00012,9e-05,3e-05,0.00011
75146,1.0,4e-05,4e-05,2e-05,3e-05,2e-05,0.00017,2.33089,1e-05,0.00037,0.00026,5e-05,0.0001,0.00311,1e-05,0.00187,1e-05,0.23723,0.00059,1e-05,2e-05,7e-05,0.00024,0.00752,5e-05,0.00047,0.92149,0.08885,0.0,1e-05,0.00026,1e-05,0.0012,6e-05,5e-05,5e-05,0.0,5e-05,0.00067,5e-05,12.28091,0.1602,2e-05,0.00706,0.00872,0.00011,1e-05,0.00043,0.00087,0.00016,0.00037,3e-05,0.00011
75148,1.0,4e-05,5e-05,2e-05,2e-05,2e-05,0.00017,0.59679,1e-05,0.0003,0.00019,5e-05,9e-05,0.03639,1e-05,0.01742,1e-05,0.22068,0.00053,1e-05,1e-05,6e-05,9e-05,0.00073,7e-05,0.00038,0.12892,0.1149,1e-05,1e-05,0.00021,1e-05,0.01892,6e-05,5e-05,5e-05,0.0,5e-05,0.00069,4e-05,0.20824,0.06528,2e-05,0.00088,0.00091,0.00011,1e-05,0.00046,0.00016,0.0001,6e-05,3e-05,0.00012
75150,1.0,4e-05,4e-05,2e-05,2e-05,1e-05,0.00027,0.01415,1e-05,0.0003,0.00025,5e-05,0.0001,0.00169,1e-05,0.00113,1e-05,0.00913,0.0005,1e-05,1e-05,7e-05,0.0001,0.00033,5e-05,0.00045,0.0319,0.01633,0.0,1e-05,0.00026,1e-05,0.00052,8e-05,6e-05,5e-05,1e-05,6e-05,0.00111,5e-05,0.04227,0.01711,2e-05,0.00055,0.00042,0.00011,2e-05,0.00075,0.0001,0.00014,3e-05,3e-05,0.00011
75153,1.0,4e-05,4e-05,2e-05,2e-05,2e-05,0.00041,2.03356,1e-05,0.00047,0.0002,4e-05,9e-05,0.01191,1e-05,0.00353,1e-05,0.45842,0.00073,1e-05,1e-05,6e-05,0.00014,0.00201,7e-05,0.0004,0.37178,0.05731,0.0,1e-05,0.00021,1e-05,0.00834,5e-05,5e-05,5e-05,0.0,3e-05,0.0071,5e-05,2.78176,0.08443,2e-05,0.00183,0.00278,0.00011,1e-05,0.00663,0.00052,0.00011,0.00029,3e-05,0.00015
75154,1.0,5e-05,5e-05,3e-05,3e-05,2e-05,0.00026,0.78019,1e-05,0.0003,0.00021,5e-05,0.00011,0.01056,1e-05,0.00127,1e-05,0.20988,0.00051,2e-05,1e-05,7e-05,0.00011,0.0005,5e-05,0.00042,1.70864,0.05153,1e-05,1e-05,0.0003,1e-05,0.00924,7e-05,0.0001,7e-05,1e-05,7e-05,0.00096,5e-05,0.28541,0.52466,2e-05,0.00073,0.00083,0.00011,3e-05,0.00062,0.00024,0.00013,0.00013,4e-05,0.00011
75156,1.0,0.00011,0.00038,7e-05,7e-05,0.0001,0.00029,17.84232,1e-05,0.00046,0.00034,0.00011,0.00021,0.08465,1e-05,0.04956,1e-05,2.33676,0.00088,1e-05,2e-05,0.00016,0.00014,0.00522,0.00012,0.00074,151.42631,0.17332,1e-05,1e-05,0.00024,1e-05,0.03471,7e-05,0.00028,5e-05,1e-05,5e-05,0.00114,0.00011,39.12714,0.90057,0.00012,0.01729,0.0311,0.00018,2e-05,0.00077,0.02197,0.00012,0.00414,0.00021,0.00019
75157,1.0,4e-05,4e-05,2e-05,2e-05,1e-05,0.00026,0.14001,1e-05,0.00027,0.00022,4e-05,9e-05,0.00138,1e-05,0.00085,1e-05,0.06791,0.00046,1e-05,1e-05,6e-05,7e-05,0.00052,5e-05,0.00041,0.06792,0.05121,0.0,1e-05,0.0002,1e-05,0.00048,6e-05,4e-05,5e-05,0.0,4e-05,0.00327,4e-05,0.07545,0.03789,2e-05,0.00065,0.00063,0.0001,1e-05,0.00294,0.00011,0.0001,3e-05,3e-05,0.0001
75159,1.0,4e-05,4e-05,2e-05,2e-05,1e-05,0.00016,0.28729,1e-05,0.00031,0.00024,4e-05,9e-05,0.00866,1e-05,0.00568,1e-05,0.14726,0.00051,1e-05,1e-05,7e-05,6e-05,0.00033,5e-05,0.00045,0.12106,0.07437,1e-05,1e-05,0.0002,1e-05,0.00294,6e-05,5e-05,5e-05,1e-05,4e-05,0.00064,6e-05,0.22178,0.05984,2e-05,0.00045,0.00048,0.00011,1e-05,0.00041,0.00013,0.00011,6e-05,3e-05,0.00011
75161,1.0,5e-05,4e-05,2e-05,2e-05,1e-05,0.00135,11.51944,1e-05,0.0004,0.00025,5e-05,0.0001,0.01181,1e-05,0.00823,1e-05,1.39917,0.00061,1e-05,2e-05,6e-05,0.00063,0.02684,5e-05,0.00048,0.85328,0.37611,1e-05,1e-05,0.00032,1e-05,0.00354,5e-05,6e-05,5e-05,0.0,5e-05,0.01139,8e-05,13.48662,0.1636,2e-05,0.04052,0.04303,0.00011,2e-05,0.00997,0.00123,0.00021,0.01501,3e-05,0.00011
75163,1.0,4e-05,4e-05,2e-05,2e-05,1e-05,0.00095,0.51044,1e-05,0.0003,0.00023,5e-05,0.0001,0.04964,1e-05,0.03027,1e-05,0.09867,0.0005,1e-05,1e-05,6e-05,0.00014,0.00162,5e-05,0.00043,0.1795,0.1092,1e-05,1e-05,0.00024,1e-05,0.01933,6e-05,5e-05,5e-05,0.0,5e-05,0.00514,5e-05,0.46825,0.11327,2e-05,0.00169,0.00187,0.00011,1e-05,0.00412,0.00023,0.00013,6e-05,3e-05,0.00011
75166,1.0,5e-05,4e-05,2e-05,2e-05,1e-05,0.00018,0.70456,1e-05,0.00032,0.00024,5e-05,0.0001,0.02057,1e-05,0.01986,1e-05,0.31164,0.00053,1e-05,2e-05,6e-05,0.00018,0.00596,5e-05,0.00044,0.09358,0.11969,1e-05,1e-05,0.00029,1e-05,0.00066,7e-05,7e-05,5e-05,1e-05,6e-05,0.00075,5e-05,0.40134,0.03271,2e-05,0.00193,0.00629,0.00011,2e-05,0.00049,0.0003,0.00016,8e-05,4e-05,0.00011
75168,1.0,0.00016,0.00033,0.00463,0.00013,0.00016,0.00017,1e-05,2e-05,0.0006,0.00058,0.00015,0.00026,0.01358,1e-05,0.00366,1e-05,1e-05,0.00115,1e-05,3e-05,0.00022,0.0001,0.02623,0.00016,0.00116,1e-05,2e-05,1e-05,1e-05,0.00029,1e-05,0.00959,9e-05,0.00038,5e-05,1e-05,4e-05,0.0007,0.00017,0.16979,2e-05,0.00018,0.00056,0.10348,0.00025,2e-05,0.00042,0.07713,0.00019,0.00047,0.00032,0.00025
