@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE f1_weighted NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75192,1.0,1,0.4991737392743264,ok
75119,1.0,2,0.04073065065132664,ok
75212,1.0,5,0.2617203934277106,ok
246,1.0,251,0.009078981572373412,ok
252,1.0,7,0.21034717237476064,ok
75178,1.0,10,0.7525287143502182,ok
75177,1.0,11,0.008132161523077053,ok
75092,1.0,12,0.08714466072519389,ok
75239,1.0,13,0.0,ok
75215,1.0,287,0.02716810548023818,ok
75171,1.0,17,0.16019422077905288,ok
75227,1.0,151,0.09401270677033313,ok
75233,1.0,83,0.06505607752089515,ok
75182,1.0,284,0.1115306734854361,ok
253,1.0,23,0.4250403171773792,ok
75157,1.0,172,0.45257682755552564,ok
75124,1.0,317,0.09536534853006984,ok
75222,1.0,27,0.046578122399667854,ok
75231,1.0,29,0.17388888917254997,ok
75185,1.0,259,0.12551038984939555,ok
2123,1.0,32,0.06380655100378285,ok
75150,1.0,33,0.2906627498850438,ok
75143,1.0,34,0.009769072390423017,ok
75196,1.0,35,0.007797775180510502,ok
75188,1.0,40,0.14330377466799382,ok
75248,1.0,46,0.12993500046146922,ok
75249,1.0,49,0.003215434083601254,ok
75113,1.0,269,0.00530990849279378,ok
75126,1.0,51,0.03986009804221857,ok
251,1.0,286,0.0017560297229963773,ok
75184,1.0,142,0.09823758225715007,ok
75234,1.0,56,0.03112265739712705,ok
258,1.0,61,0.006998838172446176,ok
75166,1.0,227,0.08878624606843222,ok
75168,1.0,173,0.1267085110488444,ok
75148,1.0,183,0.13962519070910406,ok
75235,1.0,67,0.0022222222222222365,ok
75159,1.0,69,0.09195151386932232,ok
244,1.0,355,0.11800173279501036,ok
75141,1.0,131,0.051640049057544934,ok
75221,1.0,74,0.4220567587661729,ok
75219,1.0,82,0.023878981865293025,ok
75202,1.0,78,0.16698697541885965,ok
3043,1.0,80,0.008132161523077053,ok
75205,1.0,86,0.17435620127179186,ok
75174,1.0,88,0.11631175282745454,ok
288,1.0,89,0.12854538061741794,ok
75250,1.0,90,0.36142249433065765,ok
75179,1.0,91,0.18339341429790834,ok
275,1.0,92,0.03032126893842446,ok
75207,1.0,225,0.14597446437870965,ok
75142,1.0,94,0.07039461960719195,ok
75099,1.0,136,0.1530312222090474,ok
75243,1.0,318,0.0009354430777370748,ok
75175,1.0,211,0.1087762188461241,ok
233,1.0,107,0.003794572180372824,ok
75161,1.0,109,0.06162072949673403,ok
75176,1.0,110,0.015856702393187483,ok
262,1.0,113,0.0024809196692590074,ok
75129,1.0,324,0.12774228659044606,ok
261,1.0,141,0.23980133752950428,ok
75090,1.0,117,0.08134593813508773,ok
75114,1.0,120,0.01971192840792335,ok
75093,1.0,123,0.2199021013837894,ok
260,1.0,124,0.027253619892160907,ok
236,1.0,127,0.03706757298134222,ok
254,1.0,132,0.0,ok
75107,1.0,134,0.058003187268778844,ok
75139,1.0,313,0.010509956763679718,ok
75146,1.0,140,0.11127217472559725,ok
75189,1.0,145,0.01650302865547959,ok
75163,1.0,150,0.059156918652138124,ok
2350,1.0,152,0.4203014099418506,ok
2122,1.0,157,0.15373545323494042,ok
75110,1.0,160,0.1431219915904195,ok
75213,1.0,162,0.059772786984851556,ok
75095,1.0,163,0.01200841953626397,ok
75108,1.0,167,0.0,ok
75117,1.0,170,0.04653368966508231,ok
75191,1.0,175,0.12715839160431597,ok
75226,1.0,264,0.003959751748558449,ok
75244,1.0,298,0.08191302808800993,ok
75236,1.0,182,0.030326931571149296,ok
75169,1.0,234,0.032120709012651294,ok
75116,1.0,185,0.009847570622209645,ok
75223,1.0,190,0.14250820152898858,ok
75109,1.0,196,0.31504703648487076,ok
75197,1.0,201,0.13395770449473,ok
248,1.0,203,0.2749974228887653,ok
2119,1.0,206,0.40605014396345906,ok
75127,1.0,207,0.33365733621157334,ok
75153,1.0,215,0.08249313253271162,ok
75173,1.0,216,0.11909817952982471,ok
75187,1.0,218,0.015971306472982394,ok
75195,1.0,223,0.0006689088048956737,ok
75225,1.0,238,0.0634840320231922,ok
75100,1.0,232,0.005690533730990155,ok
75132,1.0,236,0.06568337933345592,ok
75210,1.0,239,0.0,ok
273,1.0,241,0.04290907951415579,ok
75133,1.0,332,0.006139416403626363,ok
75121,1.0,244,0.0019864736472768874,ok
75098,1.0,249,0.015202425024564814,ok
75115,1.0,254,0.01434319401706019,ok
266,1.0,258,0.018310994323611607,ok
75134,1.0,275,0.0053652957585663685,ok
75096,1.0,278,0.2795277065706868,ok
75203,1.0,282,0.08337047671893016,ok
75123,1.0,288,0.34420861773174694,ok
75237,1.0,292,0.00034620489430858825,ok
75125,1.0,293,0.0339049942348123,ok
2120,1.0,316,0.08426281287564485,ok
75232,1.0,301,0.14529397469506367,ok
75103,1.0,306,0.005774697630436032,ok
242,1.0,307,0.00908813976758227,ok
75230,1.0,312,0.3035973468539258,ok
75240,1.0,321,0.02147921234071859,ok
75198,1.0,326,0.09580415333414016,ok
75201,1.0,329,0.07587562722483299,ok
75112,1.0,331,0.12329654479723962,ok
75105,1.0,334,0.027098972971820845,ok
75154,1.0,339,0.17198268593656296,ok
2117,1.0,343,0.15161315849031998,ok
75156,1.0,345,0.2058194145940595,ok
75097,1.0,350,0.05941046029015551,ok
75101,1.0,352,0.2761605137516765,ok
75172,1.0,357,0.06989507769511283,ok
75106,1.0,358,0.10475627134022947,ok
75120,1.0,367,0.04107840251982542,ok
75193,1.0,371,0.031828257055479314,ok
