@RELATION auto-sklearn_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE ClassOccurences NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC

@DATA
75143,1.0,2e-05,1e-05,0.00022,2e-05,1e-05,0.00306,0.00273,1e-05,0.00028,2e-05,9e-05,1e-05,2e-05,2e-05,6e-05,0.00011,3e-05,1e-05,6e-05,1e-05,0.00024,6e-05,1e-05,5e-05,0.00012,0.00066,0.0,0.0,0.00015,0.00037,0.00014,0.0004,5e-05,6e-05,0.00011,0.00017,0.00049,6e-05,0.0001,0.00011,0.00023,0.00184,0.01044
251,1.0,1e-05,1e-05,0.0001,1e-05,1e-05,0.00107,0.00093,1e-05,0.00011,1e-05,5e-05,1e-05,3e-05,2e-05,4e-05,7e-05,2e-05,1e-05,5e-05,1e-05,0.00021,7e-05,1e-05,4e-05,0.0001,0.00052,0.0,0.0,0.00011,0.00027,0.00013,0.0005,0.0001,7e-05,0.00011,0.00022,0.00049,8e-05,9e-05,0.0001,0.00021,0.00072,0.00913
75097,1.0,1e-05,1e-05,0.00053,1e-05,1e-05,0.01404,0.01283,1e-05,0.00094,1e-05,0.0003,0.0,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,4e-05,1e-05,0.00018,4e-05,1e-05,3e-05,0.0001,0.00061,0.0,0.0,0.00016,0.00035,0.0001,0.00047,8e-05,7e-05,0.00011,0.00021,0.00053,7e-05,0.00011,0.00011,0.00023,0.00732,0.11698
75121,1.0,2e-05,2e-05,9e-05,2e-05,2e-05,0.04824,0.01635,0.00072,0.0182,0.00079,0.0152,1e-05,0.00054,0.00055,0.00106,0.0011,0.00138,1e-05,0.00147,1e-05,0.00016,3e-05,1e-05,3e-05,9e-05,0.00057,0.0,0.0,0.00012,0.00033,0.00011,0.00309,0.00065,0.00067,0.0008,0.00097,0.00327,0.00066,0.00074,0.00083,0.00104,0.00059,0.15041
75203,1.0,2e-05,2e-05,0.00011,3e-05,2e-05,0.09042,0.01321,0.00067,0.07747,0.0006,0.00101,0.0,0.00052,0.00054,0.00098,0.00104,0.00129,0.0,0.00135,1e-05,0.00012,1e-05,1e-05,3e-05,7e-05,0.00037,0.0,0.0,7e-05,0.0002,9e-05,0.00361,0.00078,0.00077,0.00091,0.00115,0.0034,0.00072,0.00081,0.00081,0.00106,0.0008,1e-05
75129,1.0,2e-05,1e-05,0.00011,1e-05,1e-05,0.00151,0.00117,1e-05,0.00026,2e-05,0.00012,1e-05,3e-05,3e-05,8e-05,9e-05,3e-05,1e-05,6e-05,1e-05,0.00023,6e-05,1e-05,5e-05,0.00012,0.00063,0.0,0.0,0.00014,0.00034,0.00013,0.00059,6e-05,9e-05,0.00014,0.0003,0.00049,6e-05,0.0001,0.00011,0.00022,0.00084,0.00943
75117,1.0,2e-05,2e-05,0.00012,3e-05,2e-05,0.04928,0.01703,0.00074,0.01864,0.00083,0.01518,1e-05,0.00052,0.00052,0.00104,0.00112,0.00136,1e-05,0.00145,2e-05,0.00015,3e-05,1e-05,3e-05,8e-05,0.00044,0.0,0.0,9e-05,0.00024,0.00011,0.00391,0.00088,0.00088,0.001,0.00115,0.00279,0.00061,0.00068,0.00068,0.00082,0.00062,0.19297
75163,1.0,2e-05,1e-05,0.00029,2e-05,1e-05,0.00526,0.00474,1e-05,0.00042,2e-05,0.00014,1e-05,3e-05,3e-05,6e-05,9e-05,3e-05,1e-05,7e-05,1e-05,0.00027,6e-05,1e-05,5e-05,0.00015,0.00064,0.0,0.0,0.00015,0.00034,0.00013,0.0004,6e-05,8e-05,0.0001,0.00017,0.00045,6e-05,9e-05,0.0001,0.0002,0.00298,0.01268
75168,1.0,1e-05,1e-05,8e-05,2e-05,1e-05,0.0222,0.00578,0.00016,0.01646,0.00018,0.0003,0.0,0.00012,0.00012,0.00024,0.00027,0.00032,1e-05,0.00033,1e-05,0.00011,1e-05,1e-05,3e-05,7e-05,0.00036,0.0,0.0,7e-05,0.0002,9e-05,0.00126,0.00026,0.00023,0.00028,0.00049,0.00126,0.00023,0.00024,0.00028,0.00051,0.00043,2e-05
75166,1.0,2e-05,1e-05,0.00027,1e-05,1e-05,0.00483,0.00435,1e-05,0.00039,1e-05,0.00013,1e-05,2e-05,2e-05,5e-05,8e-05,3e-05,1e-05,6e-05,1e-05,0.00024,5e-05,1e-05,4e-05,0.00014,0.00062,0.0,0.0,0.00014,0.00034,0.00013,0.00037,7e-05,6e-05,8e-05,0.00017,0.00043,6e-05,0.0001,9e-05,0.00019,0.00314,0.01848
75139,1.0,1e-05,1e-05,0.00035,1e-05,1e-05,0.00883,0.00713,1e-05,0.00091,1e-05,0.00082,0.0,2e-05,2e-05,5e-05,7e-05,3e-05,1e-05,5e-05,1e-05,0.0002,5e-05,1e-05,4e-05,0.0001,0.0005,0.0,0.0,0.00011,0.00026,0.00012,0.00042,8e-05,6e-05,0.0001,0.00018,0.00048,6e-05,0.0001,0.00011,0.00022,0.0042,0.01705
75100,1.0,2e-05,1e-05,0.00016,1e-05,1e-05,0.00407,0.00335,1e-05,0.00044,2e-05,0.00032,1e-05,2e-05,2e-05,5e-05,8e-05,3e-05,1e-05,6e-05,1e-05,0.00022,5e-05,1e-05,4e-05,0.00012,0.00056,0.0,0.0,0.00012,0.00031,0.00013,0.00048,7e-05,6e-05,0.00012,0.00023,0.00046,6e-05,9e-05,0.0001,0.0002,0.00205,0.01233
75148,1.0,2e-05,1e-05,0.00017,2e-05,1e-05,0.00244,0.0021,1e-05,0.00026,2e-05,0.00011,1e-05,2e-05,2e-05,6e-05,9e-05,3e-05,1e-05,6e-05,1e-05,0.00024,6e-05,1e-05,5e-05,0.00012,0.00066,0.0,0.0,0.00016,0.00033,0.00016,0.00044,6e-05,6e-05,0.00012,0.0002,0.00053,6e-05,0.00012,0.00012,0.00024,0.00135,0.01308
75207,1.0,1e-05,1e-05,0.00011,2e-05,1e-05,0.02443,0.00451,0.00021,0.02001,0.00023,0.00036,1e-05,0.00016,0.00016,0.00033,0.00039,0.00048,1e-05,0.00056,1e-05,0.00017,2e-05,1e-05,4e-05,0.00011,0.00057,0.0,1e-05,0.00011,0.00032,0.00013,0.00137,0.00026,0.00026,0.0003,0.00055,0.00139,0.00024,0.00028,0.00033,0.00054,0.00059,3e-05
75250,1.0,1e-05,1e-05,0.00468,1e-05,1e-05,0.05752,0.05379,1e-05,0.00319,1e-05,0.00056,1e-05,2e-05,1e-05,4e-05,6e-05,2e-05,1e-05,5e-05,1e-05,0.00021,6e-05,1e-05,3e-05,0.00011,0.00051,0.0,0.0,0.00011,0.00026,0.00013,0.00041,5e-05,6e-05,0.00011,0.00018,0.00053,5e-05,0.00014,0.00011,0.00023,0.03492,0.37511
75248,1.0,2e-05,2e-05,0.00032,2e-05,1e-05,0.00817,0.00629,2e-05,0.0015,3e-05,0.00044,1e-05,2e-05,2e-05,4e-05,7e-05,3e-05,1e-05,6e-05,2e-05,0.00018,6e-05,1e-05,3e-05,9e-05,0.00043,0.0,0.0,0.0001,0.00023,9e-05,0.0007,0.00012,0.00011,0.0002,0.00027,0.0008,0.00011,0.00015,0.00017,0.00037,0.00203,0.06142
261,1.0,1e-05,1e-05,0.00011,1e-05,1e-05,0.00075,0.00055,1e-05,0.00014,1e-05,9e-05,1e-05,2e-05,2e-05,4e-05,7e-05,2e-05,1e-05,4e-05,1e-05,0.00019,4e-05,1e-05,3e-05,0.0001,0.00064,0.0,0.0,0.00017,0.00037,0.0001,0.0005,9e-05,8e-05,0.00011,0.00022,0.00052,7e-05,0.0001,0.00013,0.00021,0.00049,0.01198
75232,1.0,2e-05,1e-05,0.00011,2e-05,1e-05,0.00111,0.00078,1e-05,0.00023,2e-05,0.00019,5e-05,2e-05,2e-05,6e-05,9e-05,5e-05,1e-05,6e-05,1e-05,0.00026,6e-05,1e-05,4e-05,0.00015,0.00079,0.0,1e-05,0.00019,0.00047,0.00013,0.00048,6e-05,7e-05,0.0001,0.00025,0.0005,6e-05,0.0001,0.00012,0.00022,0.00062,0.00999
75099,1.0,2e-05,1e-05,0.00012,1e-05,1e-05,0.00179,0.00143,1e-05,0.00025,2e-05,0.00014,1e-05,2e-05,2e-05,6e-05,8e-05,3e-05,1e-05,6e-05,1e-05,0.00024,6e-05,1e-05,4e-05,0.00013,0.00059,0.0,0.0,0.00016,0.0003,0.00012,0.00041,5e-05,6e-05,0.0001,0.0002,0.00047,6e-05,9e-05,0.00011,0.00021,0.00107,0.00959
236,1.0,2e-05,1e-05,0.00088,1e-05,1e-05,0.01103,0.00981,1e-05,0.00082,1e-05,0.00043,1e-05,2e-05,2e-05,5e-05,8e-05,3e-05,1e-05,5e-05,1e-05,0.00024,6e-05,1e-05,4e-05,0.00013,0.00054,0.0,0.0,0.00012,0.00028,0.00013,0.00043,6e-05,7e-05,0.0001,0.00021,0.00058,7e-05,0.00012,0.00014,0.00025,0.00598,0.02571
75202,1.0,1e-05,0.0,0.0001,3e-05,2e-05,0.02805,0.00635,0.00022,0.02183,0.00022,0.0003,0.0,0.00018,0.00015,0.0003,0.00034,0.00041,1e-05,0.00047,1e-05,0.00012,1e-05,1e-05,3e-05,7e-05,0.00042,0.0,0.0,7e-05,0.00024,0.0001,0.00117,0.00025,0.00023,0.00025,0.00043,0.00141,0.00024,0.00028,0.00033,0.00055,0.0005,2e-05
3043,1.0,1e-05,1e-05,0.00014,1e-05,1e-05,0.00214,0.00173,1e-05,0.00025,1e-05,0.00018,0.0,2e-05,2e-05,4e-05,8e-05,3e-05,1e-05,5e-05,1e-05,0.0002,4e-05,1e-05,6e-05,0.0001,0.00048,2e-05,0.0,0.0001,0.00024,0.00011,0.00039,8e-05,6e-05,8e-05,0.00017,0.00047,7e-05,9e-05,0.00012,0.0002,0.00108,0.0169
75226,1.0,2e-05,1e-05,0.00029,2e-05,1e-05,0.00726,0.00581,1e-05,0.00086,1e-05,0.00062,1e-05,2e-05,2e-05,7e-05,8e-05,3e-05,1e-05,6e-05,1e-05,0.00024,6e-05,1e-05,4e-05,0.00013,0.0008,0.0,1e-05,0.00019,0.00048,0.00012,0.00041,5e-05,6e-05,0.0001,0.00019,0.00047,6e-05,9e-05,0.00011,0.00021,0.00363,0.02198
75176,1.0,2e-05,1e-05,0.0005,1e-05,1e-05,0.01082,0.00987,1e-05,0.00076,1e-05,0.00022,1e-05,2e-05,2e-05,5e-05,7e-05,2e-05,1e-05,5e-05,1e-05,0.00022,5e-05,2e-05,4e-05,0.00011,0.00053,0.0,0.0,0.00012,0.00029,0.00011,0.00045,6e-05,8e-05,0.0001,0.00021,0.00054,6e-05,0.00012,0.00013,0.00023,0.00628,0.02885
75213,1.0,1e-05,1e-05,0.00012,1e-05,1e-05,0.00086,0.00071,1e-05,0.00013,1e-05,5e-05,1e-05,2e-05,2e-05,6e-05,0.0001,2e-05,1e-05,5e-05,1e-05,0.00022,7e-05,1e-05,4e-05,0.0001,0.00053,0.0,0.0,0.00014,0.00027,0.00011,0.00041,6e-05,7e-05,0.00011,0.00019,0.00051,9e-05,0.0001,0.00011,0.00021,0.00058,0.01105
75124,1.0,2e-05,1e-05,0.00015,1e-05,1e-05,0.0027,0.00232,1e-05,0.00027,1e-05,0.00014,1e-05,2e-05,2e-05,6e-05,8e-05,2e-05,1e-05,5e-05,1e-05,0.00021,5e-05,1e-05,4e-05,0.00011,0.00071,0.0,0.0,0.00018,0.00041,0.00011,0.00047,9e-05,7e-05,0.00012,0.00018,0.00049,7e-05,0.0001,0.00011,0.00022,0.00135,0.02249
260,1.0,2e-05,1e-05,0.00018,1e-05,1e-05,0.00365,0.00318,1e-05,0.00036,1e-05,0.00014,1e-05,2e-05,2e-05,6e-05,8e-05,3e-05,1e-05,5e-05,1e-05,0.00024,7e-05,1e-05,5e-05,0.00012,0.0008,0.0,1e-05,0.00018,0.00048,0.00013,0.00039,5e-05,6e-05,0.0001,0.00017,0.00046,6e-05,0.0001,0.0001,0.0002,0.00202,0.01378
75098,1.0,2e-05,2e-05,0.00211,2e-05,1e-05,0.13878,0.07104,8e-05,0.02868,0.00014,0.03927,1e-05,4e-05,4e-05,9e-05,0.00011,0.0001,1e-05,0.00018,2e-05,0.00019,7e-05,1e-05,3e-05,9e-05,0.00038,0.0,0.0,7e-05,0.00021,9e-05,0.00075,0.00012,0.00013,0.00017,0.00033,0.00071,0.00011,0.00015,0.00017,0.00028,0.01222,0.50905
75233,1.0,1e-05,1e-05,0.00028,2e-05,1e-05,0.00433,0.00371,1e-05,0.00042,1e-05,0.00023,1e-05,2e-05,1e-05,4e-05,0.00011,2e-05,1e-05,5e-05,2e-05,0.00021,6e-05,1e-05,3e-05,0.00011,0.00053,0.0,0.0,0.0001,0.00032,0.00011,0.00042,6e-05,7e-05,0.00011,0.00019,0.00052,7e-05,0.0001,0.00012,0.00023,0.00252,0.01495
75217,1.0,2e-05,1e-05,0.00015,1e-05,1e-05,0.00194,0.0015,1e-05,0.00029,2e-05,0.00019,1e-05,3e-05,2e-05,6e-05,9e-05,3e-05,1e-05,6e-05,1e-05,0.00025,6e-05,2e-05,5e-05,0.00012,0.00064,0.0,0.0,0.00014,0.00035,0.00014,0.00041,6e-05,7e-05,8e-05,0.0002,0.00049,7e-05,0.0001,0.00011,0.00021,0.001,0.00963
75109,1.0,2e-05,1e-05,0.00095,1e-05,1e-05,0.00651,0.0055,1e-05,0.00059,2e-05,0.00046,1e-05,2e-05,2e-05,5e-05,8e-05,3e-05,1e-05,6e-05,2e-05,0.00021,5e-05,1e-05,4e-05,0.0001,0.00055,0.0,0.0,0.00012,0.00031,0.00011,0.00044,7e-05,7e-05,0.00011,0.00019,0.00055,7e-05,0.00012,0.00013,0.00023,0.00315,0.02709
244,1.0,1e-05,1e-05,0.00014,1e-05,1e-05,0.00176,0.00122,2e-05,0.00032,2e-05,0.00026,1e-05,2e-05,2e-05,5e-05,8e-05,3e-05,1e-05,7e-05,1e-05,0.00019,5e-05,1e-05,4e-05,0.0001,0.00048,0.0,1e-05,0.00011,0.00026,0.0001,0.00056,8e-05,8e-05,0.00011,0.00029,0.00051,7e-05,0.00011,0.00012,0.00022,0.00076,0.01911
75101,1.0,2e-05,1e-05,0.00178,1e-05,1e-05,0.03739,0.03178,1e-05,0.00347,4e-05,0.00219,1e-05,2e-05,1e-05,4e-05,6e-05,2e-05,1e-05,5e-05,1e-05,0.00019,5e-05,1e-05,3e-05,0.0001,0.00045,0.0,0.0,9e-05,0.00025,0.0001,0.00046,6e-05,7e-05,0.0001,0.00023,0.00051,6e-05,0.00011,0.00011,0.00022,0.01953,0.07959
75223,1.0,2e-05,1e-05,0.00109,2e-05,1e-05,0.01508,0.01375,1e-05,0.0011,2e-05,0.00027,1e-05,2e-05,2e-05,5e-05,8e-05,3e-05,1e-05,6e-05,1e-05,0.00024,6e-05,1e-05,5e-05,0.00012,0.00063,0.0,1e-05,0.00017,0.00033,0.00013,0.00045,8e-05,7e-05,0.0001,0.0002,0.00052,8e-05,0.0001,0.00013,0.00022,0.01005,0.0358
75119,1.0,2e-05,2e-05,0.0001,2e-05,2e-05,0.04761,0.01601,0.0007,0.0178,0.0008,0.01531,1e-05,0.00055,0.00056,0.00109,0.00116,0.00134,1e-05,0.00143,1e-05,0.00018,5e-05,1e-05,3e-05,9e-05,0.00069,0.0,0.0,0.00016,0.00042,0.0001,0.00456,0.00094,0.00099,0.00118,0.00145,0.0028,0.0006,0.00067,0.00071,0.00083,0.00061,0.15755
75174,1.0,1e-05,1e-05,0.00055,1e-05,1e-05,0.01166,0.01031,1e-05,0.00091,1e-05,0.00047,1e-05,2e-05,2e-05,5e-05,8e-05,3e-05,1e-05,5e-05,1e-05,0.00027,5e-05,1e-05,4e-05,0.00016,0.00058,0.0,0.0,0.00013,0.0003,0.00014,0.00042,6e-05,6e-05,0.0001,0.0002,0.00057,0.00015,0.0001,0.00011,0.00021,0.00656,0.03337
246,1.0,1e-05,1e-05,0.00016,1e-05,1e-05,0.00181,0.0013,4e-05,0.00032,2e-05,0.00026,1e-05,2e-05,2e-05,6e-05,9e-05,3e-05,1e-05,8e-05,1e-05,0.00022,6e-05,1e-05,4e-05,0.00011,0.00057,0.0,0.0,0.00013,0.0003,0.00014,0.00051,7e-05,8e-05,0.00014,0.00022,0.00066,7e-05,0.00011,0.00023,0.00025,0.00083,0.01376
2120,1.0,2e-05,1e-05,0.00031,2e-05,1e-05,0.00499,0.00413,1e-05,0.00051,2e-05,0.00038,1e-05,2e-05,2e-05,7e-05,0.0001,3e-05,1e-05,6e-05,1e-05,0.00023,6e-05,1e-05,5e-05,0.00011,0.0006,0.0,0.0,0.00014,0.00032,0.00013,0.0004,6e-05,6e-05,0.0001,0.00018,0.00047,6e-05,9e-05,0.00011,0.0002,0.00243,0.01292
75172,1.0,1e-05,1e-05,0.0001,2e-05,2e-05,0.02414,0.0044,0.00021,0.01985,0.00022,0.00032,1e-05,0.00015,0.00015,0.00029,0.00034,0.00041,1e-05,0.00047,1e-05,0.00013,2e-05,1e-05,3e-05,8e-05,0.00045,0.0,0.0,8e-05,0.00025,0.00012,0.00131,0.00026,0.00024,0.00031,0.0005,0.00154,0.00026,0.0003,0.00035,0.00064,0.00048,2e-05
2350,1.0,1e-05,1e-05,0.00181,5e-05,4e-05,0.5556,0.51971,6e-05,0.03,0.0001,0.00605,1e-05,5e-05,5e-05,0.00011,0.00013,0.00012,1e-05,0.00019,1e-05,0.00015,1e-05,1e-05,4e-05,8e-05,0.00036,0.0,0.0,7e-05,0.00019,9e-05,0.00098,0.00019,0.00016,0.00021,0.00041,0.00081,0.00013,0.00015,0.00017,0.00036,0.0205,2e-05
75178,1.0,2e-05,1e-05,0.00764,2e-05,1e-05,0.11114,0.09943,1e-05,0.0083,2e-05,0.00344,1e-05,2e-05,2e-05,4e-05,8e-05,2e-05,1e-05,6e-05,2e-05,0.00026,6e-05,1e-05,4e-05,0.00015,0.00062,0.0,0.0,0.00012,0.00034,0.00016,0.00105,0.00014,0.00016,0.00027,0.00048,0.00059,6e-05,0.00011,0.00011,0.00031,0.07291,0.66102
75127,1.0,2e-05,1e-05,0.01091,2e-05,1e-05,0.21277,0.19646,1e-05,0.0129,1e-05,0.00344,1e-05,2e-05,1e-05,4e-05,7e-05,2e-05,1e-05,5e-05,2e-05,0.00023,5e-05,1e-05,3e-05,0.00013,0.00049,0.0,0.0,0.00012,0.00027,0.0001,0.00053,9e-05,7e-05,0.00012,0.00023,0.00057,7e-05,0.0001,0.00011,0.00029,0.11426,2.47792
75177,1.0,1e-05,1e-05,0.00012,1e-05,1e-05,0.00219,0.00177,2e-05,0.00029,1e-05,0.00016,0.0,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,4e-05,1e-05,0.00017,4e-05,1e-05,3e-05,9e-05,0.00059,0.0,0.0,0.00015,0.00033,9e-05,0.00038,7e-05,6e-05,9e-05,0.00016,0.00045,5e-05,9e-05,0.0001,0.0002,0.00107,0.01613
75123,1.0,1e-05,1e-05,0.00016,1e-05,1e-05,0.00201,0.00173,1e-05,0.00021,1e-05,9e-05,0.0,2e-05,1e-05,4e-05,6e-05,2e-05,1e-05,4e-05,1e-05,0.00018,4e-05,1e-05,3e-05,0.0001,0.00056,0.0,0.0,0.00013,0.00034,9e-05,0.00041,8e-05,6e-05,8e-05,0.00019,0.00047,7e-05,0.0001,0.0001,0.0002,0.00114,0.01275
288,1.0,2e-05,1e-05,0.00021,1e-05,1e-05,0.0036,0.0029,1e-05,0.00042,2e-05,0.00032,1e-05,2e-05,2e-05,5e-05,8e-05,3e-05,1e-05,6e-05,1e-05,0.00023,7e-05,1e-05,4e-05,0.00011,0.00077,0.0,1e-05,0.00017,0.00046,0.00013,0.00043,6e-05,7e-05,0.00011,0.00019,0.00049,6e-05,0.0001,0.00011,0.00022,0.00171,0.0147
75181,1.0,1e-05,1e-05,0.00178,1e-05,1e-05,0.02192,0.02053,1e-05,0.00121,1e-05,0.0002,1e-05,2e-05,2e-05,5e-05,8e-05,2e-05,1e-05,6e-05,1e-05,0.00024,6e-05,1e-05,4e-05,0.00013,0.00062,0.0,0.0,0.00014,0.00034,0.00014,0.0005,9e-05,7e-05,8e-05,0.00026,0.00042,6e-05,7e-05,9e-05,0.00019,0.01563,0.26272
75197,1.0,1e-05,1e-05,0.00016,3e-05,2e-05,0.02808,0.01077,0.00014,0.01659,0.00017,0.00104,1e-05,0.00011,0.00011,0.00023,0.00029,0.00035,1e-05,0.00025,2e-05,0.00019,2e-05,1e-05,4e-05,0.00012,0.00072,0.0,1e-05,0.00015,0.00039,0.00016,0.00097,0.00019,0.00018,0.00023,0.00037,0.00127,0.00023,0.00024,0.00028,0.00052,0.0008,3e-05
75161,1.0,1e-05,1e-05,0.00093,1e-05,1e-05,0.01958,0.01755,1e-05,0.00153,1e-05,0.00052,1e-05,2e-05,2e-05,5e-05,8e-05,3e-05,1e-05,5e-05,1e-05,0.00021,5e-05,1e-05,4e-05,0.00011,0.00056,0.0,0.0,0.00013,0.00031,0.00012,0.00039,6e-05,6e-05,0.0001,0.00018,0.00048,6e-05,9e-05,0.0001,0.00023,0.01321,0.03861
75092,1.0,1e-05,1e-05,0.00011,1e-05,1e-05,0.00134,0.00101,1e-05,0.00025,2e-05,0.00011,1e-05,2e-05,2e-05,6e-05,8e-05,3e-05,1e-05,6e-05,1e-05,0.00022,5e-05,1e-05,4e-05,0.00011,0.00057,0.0,1e-05,0.00013,0.00029,0.00013,0.00047,6e-05,7e-05,0.00011,0.00022,0.00048,6e-05,9e-05,0.00011,0.00022,0.0007,0.00998
75095,1.0,2e-05,1e-05,0.0002,2e-05,1e-05,0.00345,0.00308,1e-05,0.00029,2e-05,0.00011,1e-05,2e-05,2e-05,6e-05,9e-05,3e-05,1e-05,6e-05,2e-05,0.00023,6e-05,1e-05,5e-05,0.00012,0.00066,0.0,0.0,0.00015,0.00034,0.00016,0.00042,5e-05,6e-05,0.0001,0.00021,0.00045,7e-05,9e-05,0.0001,0.00019,0.00203,0.01398
75221,1.0,1e-05,1e-05,0.00025,1e-05,1e-05,0.00455,0.00359,1e-05,0.00056,2e-05,0.00043,1e-05,2e-05,2e-05,6e-05,8e-05,3e-05,1e-05,6e-05,1e-05,0.00021,5e-05,1e-05,4e-05,0.00011,0.00054,0.0,0.0,0.00012,0.0003,0.00011,0.00049,8e-05,7e-05,0.00012,0.00021,0.00046,6e-05,9e-05,0.00011,0.0002,0.00192,0.01508
75193,1.0,2e-05,1e-05,0.01115,1e-05,1e-05,0.21433,0.16901,1e-05,0.02294,2e-05,0.02241,0.0,1e-05,1e-05,3e-05,6e-05,2e-05,1e-05,5e-05,2e-05,0.00029,4e-05,1e-05,3e-05,0.00021,0.00036,0.0,0.0,8e-05,0.0002,8e-05,0.00093,0.00012,0.00016,0.00014,0.0005,0.00085,8e-05,0.00014,0.00015,0.00048,0.09747,2.20989
75106,1.0,1e-05,1e-05,0.00075,1e-05,1e-05,0.03788,0.02324,2e-05,0.00648,3e-05,0.00822,0.0,2e-05,2e-05,5e-05,9e-05,5e-05,1e-05,8e-05,1e-05,0.00022,9e-05,0.0,3e-05,0.00011,0.00074,0.0,0.0,0.00013,0.00048,0.00012,0.00063,0.00011,0.0001,0.00014,0.00027,0.00062,8e-05,0.00012,0.00014,0.00027,0.00847,0.47355
75195,1.0,2e-05,1e-05,0.00087,1e-05,1e-05,0.01863,0.01687,1e-05,0.00131,1e-05,0.00047,1e-05,2e-05,2e-05,4e-05,7e-05,2e-05,1e-05,5e-05,1e-05,0.00021,5e-05,1e-05,4e-05,0.00012,0.00072,0.0,0.0,0.00016,0.00044,0.00012,0.00045,8e-05,7e-05,0.00012,0.00019,0.00052,6e-05,0.0001,0.00011,0.00025,0.01086,0.03975
75189,1.0,1e-05,0.0,0.0078,2e-05,1e-05,1.76321,1.7416,1e-05,0.01484,1e-05,0.0068,1e-05,3e-05,1e-05,3e-05,6e-05,2e-05,1e-05,4e-05,2e-05,0.00019,2e-05,1e-05,3e-05,0.00013,0.00064,0.0,0.0,0.00013,0.00035,0.00014,0.00047,7e-05,8e-05,0.0001,0.00023,0.00065,9e-05,0.00011,0.00011,0.00034,0.09648,2e-05
75093,1.0,2e-05,1e-05,0.00032,1e-05,1e-05,0.00696,0.00597,1e-05,0.00067,2e-05,0.00035,1e-05,2e-05,2e-05,6e-05,8e-05,3e-05,1e-05,6e-05,1e-05,0.00023,5e-05,1e-05,4e-05,0.00013,0.00057,0.0,0.0,0.00013,0.00031,0.00012,0.00039,5e-05,6e-05,0.0001,0.00017,0.00046,6e-05,9e-05,0.00011,0.0002,0.00362,0.016
75235,1.0,2e-05,1e-05,0.00023,1e-05,1e-05,0.00392,0.00331,1e-05,0.00043,2e-05,0.00021,1e-05,2e-05,2e-05,6e-05,8e-05,3e-05,1e-05,6e-05,1e-05,0.00025,7e-05,1e-05,5e-05,0.00012,0.00059,0.0,1e-05,0.00014,0.00032,0.00013,0.00041,5e-05,6e-05,0.00012,0.00017,0.00047,6e-05,0.00011,0.0001,0.0002,0.00228,0.01443
75249,1.0,1e-05,1e-05,0.00011,1e-05,1e-05,0.00186,0.0015,1e-05,0.00025,1e-05,0.00013,0.0,2e-05,2e-05,4e-05,6e-05,4e-05,2e-05,4e-05,1e-05,0.00016,4e-05,1e-05,3e-05,8e-05,0.0004,0.0,0.0,9e-05,0.00022,8e-05,0.00043,9e-05,6e-05,8e-05,0.00021,0.0005,7e-05,9e-05,0.00011,0.00023,0.00101,0.01692
