@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE bac_metric NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75113,1.0,17,0.113211208126,ok
75119,1.0,131,1.0,ok
75142,1.0,107,0.159853033317,ok
2120,1.0,124,0.142074636814,ok
288,1.0,109,0.218797075843,ok
261,1.0,106,0.669552669553,ok
75101,1.0,37,0.569496192466,ok
75126,1.0,122,0.732517861009,ok
75176,1.0,108,0.0359091469195,ok
75098,1.0,44,0.0425064121379,ok
258,1.0,66,0.0246693499505,ok
75231,1.0,112,0.186463844797,ok
75157,1.0,88,0.971996855346,ok
75226,1.0,105,0.0671880237793,ok
236,1.0,10,0.0427728702648,ok
260,1.0,132,0.216340742946,ok
75215,1.0,1,1.0,ok
75207,1.0,97,0.212373734284,ok
75244,1.0,79,0.91173196983,ok
75225,1.0,99,0.856704737733,ok
75210,1.0,34,0.0,ok
75249,1.0,60,0.0842504541083,ok
75132,1.0,82,0.959574967805,ok
254,1.0,51,1.64095982143,ok
2350,1.0,72,0.890363617487,ok
75174,1.0,39,0.296584624909,ok
75187,1.0,32,0.0493090452261,ok
75250,1.0,70,0.409500676393,ok
75179,1.0,126,0.537377036305,ok
75139,1.0,57,0.0497018002684,ok
266,1.0,9,0.0348685666269,ok
75150,1.0,111,0.652650500493,ok
75107,1.0,40,0.997588424437,ok
75146,1.0,25,0.271026787053,ok
75159,1.0,129,0.803518440017,ok
75106,1.0,54,1.0,ok
75227,1.0,43,0.253034598218,ok
75192,1.0,33,1.03896429743,ok
75092,1.0,30,0.754079254079,ok
2117,1.0,125,0.497238742254,ok
275,1.0,24,1.08618766693,ok
75153,1.0,48,0.268098693759,ok
75161,1.0,63,0.167315623196,ok
75127,1.0,102,0.782765966049,ok
75090,1.0,15,0.114309359091,ok
2123,1.0,116,0.551369047619,ok
75230,1.0,18,0.364413981081,ok
75095,1.0,5,0.244929486618,ok
75105,1.0,4,1.0,ok
75103,1.0,41,0.165509229379,ok
75134,1.0,127,0.278545217262,ok
75156,1.0,86,0.476464046466,ok
75175,1.0,81,0.238838083938,ok
75221,1.0,26,0.62149021749,ok
75213,1.0,83,0.193299172251,ok
75219,1.0,77,0.167735839452,ok
75125,1.0,45,0.254319405281,ok
75177,1.0,93,0.370156584526,ok
75120,1.0,110,1.0,ok
75205,1.0,47,0.203669847335,ok
75166,1.0,50,0.323222625786,ok
75240,1.0,2,0.0353675450763,ok
75196,1.0,12,0.0372746185853,ok
75115,1.0,113,0.634146341463,ok
75141,1.0,104,0.122149166463,ok
75197,1.0,121,0.211040577558,ok
75116,1.0,87,0.0389272862284,ok
75178,1.0,68,0.895621595157,ok
75222,1.0,92,0.367142857143,ok
75163,1.0,130,0.123954849498,ok
253,1.0,23,0.758211933938,ok
248,1.0,16,0.30197181625,ok
75181,1.0,56,0.0,ok
75117,1.0,115,0.878048780488,ok
75202,1.0,6,0.163250144025,ok
75188,1.0,35,0.271911016775,ok
75154,1.0,22,0.178803912137,ok
75236,1.0,13,0.0541186375474,ok
75173,1.0,53,0.237938311688,ok
75223,1.0,52,0.380400488064,ok
75232,1.0,3,0.335070272651,ok
75148,1.0,100,0.374800103565,ok
75110,1.0,78,0.981410555275,ok
75129,1.0,91,0.848521349061,ok
75112,1.0,80,0.291802177477,ok
75233,1.0,73,0.170221705877,ok
75109,1.0,64,0.536136828856,ok
75184,1.0,20,0.403562841915,ok
75212,1.0,69,0.527584557865,ok
75133,1.0,96,0.682463135059,ok
75100,1.0,58,1.0,ok
75099,1.0,42,0.69566714773,ok
75195,1.0,59,0.0083408119711,ok
75097,1.0,94,1.0,ok
75121,1.0,128,0.136363636364,ok
246,1.0,67,0.0337517375461,ok
75182,1.0,11,0.294583045867,ok
75172,1.0,21,0.0916405884281,ok
75108,1.0,7,0.129438401339,ok
75093,1.0,90,0.808487675811,ok
75169,1.0,89,0.0732074536195,ok
75217,1.0,123,0.0,ok
75171,1.0,46,0.331375013962,ok
75193,1.0,98,0.140453569318,ok
75128,1.0,27,0.159671141184,ok
75124,1.0,71,0.782391025007,ok
2119,1.0,117,0.478004157319,ok
75189,1.0,101,0.0422076817894,ok
75185,1.0,49,0.258963115152,ok
262,1.0,38,0.0075889502602,ok
75198,1.0,120,0.105257106642,ok
2122,1.0,8,0.981410555275,ok
242,1.0,75,0.0357760406524,ok
233,1.0,36,1.0,ok
252,1.0,28,0.216360905278,ok
75237,1.0,118,0.00098876243021,ok
75114,1.0,103,0.289336978811,ok
244,1.0,29,0.204491940643,ok
75234,1.0,55,0.113065117652,ok
75123,1.0,65,0.527437928328,ok
273,1.0,31,0.110911016949,ok
75201,1.0,84,0.123798003566,ok
75168,1.0,114,0.0934530989956,ok
75243,1.0,14,1.163594556,ok
3043,1.0,76,0.370156584526,ok
75235,1.0,119,0.0090258196105,ok
251,1.0,85,1.0,ok
75143,1.0,61,0.0393870314083,ok
75191,1.0,19,0.251810792777,ok
75248,1.0,95,0.961207340963,ok
75239,1.0,74,0.0388353903884,ok
75203,1.0,62,0.128368467822,ok
% 
% 
% 
