@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE f1_metric NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75113,1.0,17,0.138543516874,ok
75119,1.0,131,0.0503524672709,ok
75142,1.0,107,0.15842605556,ok
2120,1.0,124,0.13337833393,ok
288,1.0,109,0.220848473283,ok
261,1.0,106,0.974358974359,ok
75101,1.0,37,0.524203949443,ok
75126,1.0,122,0.102564102564,ok
75176,1.0,108,0.0314053912588,ok
75098,1.0,44,0.0424573804198,ok
258,1.0,66,0.0248217807306,ok
75231,1.0,112,0.225868247749,ok
75157,1.0,88,1.16551724138,ok
75226,1.0,105,0.0157819225251,ok
236,1.0,10,0.0425566481552,ok
260,1.0,132,0.185256286578,ok
75215,1.0,1,0.55730809674,ok
75207,1.0,97,0.215533551288,ok
75244,1.0,79,1.67857142857,ok
75225,1.0,99,1.50877192982,ok
75210,1.0,34,0.0,ok
75249,1.0,60,0.115183246073,ok
75132,1.0,82,1.84057813911,ok
254,1.0,51,1.6527621195,ok
2350,1.0,72,1.07431260837,ok
75174,1.0,39,0.409230044737,ok
75187,1.0,32,0.0504201680672,ok
75250,1.0,70,0.410523229797,ok
75179,1.0,126,0.746609564597,ok
75139,1.0,57,0.0610922554767,ok
266,1.0,9,0.035155530936,ok
75150,1.0,111,0.643274853801,ok
75107,1.0,40,1.99037690457,ok
75146,1.0,25,0.218330849478,ok
75159,1.0,129,1.4,ok
75106,1.0,54,2.0,ok
75227,1.0,43,0.357005758157,ok
75192,1.0,33,1.01619121049,ok
75092,1.0,30,1.26315789474,ok
2117,1.0,125,0.216670014059,ok
275,1.0,24,1.18916242797,ok
75153,1.0,48,0.267403314917,ok
75161,1.0,63,0.165137614679,ok
75127,1.0,102,0.882266908065,ok
75090,1.0,15,0.115097540662,ok
2123,1.0,116,0.466533378298,ok
75230,1.0,18,0.402799781588,ok
75095,1.0,5,0.342105263158,ok
75105,1.0,4,2.0,ok
75103,1.0,41,0.201058201058,ok
75134,1.0,127,0.228808793546,ok
75156,1.0,86,0.417328519856,ok
75175,1.0,81,0.279522497704,ok
75221,1.0,26,0.609531748536,ok
75213,1.0,83,0.275449101796,ok
75219,1.0,77,0.183818473527,ok
75125,1.0,45,0.0636042402827,ok
75177,1.0,93,0.503597122302,ok
75120,1.0,110,0.0400801603206,ok
75205,1.0,47,0.201639959676,ok
75166,1.0,50,0.327218270311,ok
75240,1.0,2,0.0566981656476,ok
75196,1.0,12,0.066985645933,ok
75115,1.0,113,0.0540540540541,ok
75141,1.0,104,0.147540983607,ok
75197,1.0,121,0.212362749121,ok
75116,1.0,87,0.00934579439252,ok
75178,1.0,68,0.896141637255,ok
75222,1.0,92,0.520547945205,ok
75163,1.0,130,0.131627056673,ok
253,1.0,23,0.756846714117,ok
248,1.0,16,0.30423228472,ok
75181,1.0,56,0.0,ok
75117,1.0,115,0.0740740740741,ok
75202,1.0,6,0.193297691621,ok
75188,1.0,35,0.27570581394,ok
75154,1.0,22,0.214599072559,ok
75236,1.0,13,0.0554501280106,ok
75173,1.0,53,0.23596214511,ok
75223,1.0,52,0.374849664393,ok
75232,1.0,3,0.431718061674,ok
75148,1.0,100,0.368522072937,ok
75110,1.0,78,0.986624483335,ok
75129,1.0,91,1.49295774648,ok
75112,1.0,80,0.366990291262,ok
75233,1.0,73,0.0936842105263,ok
75109,1.0,64,0.510754951325,ok
75184,1.0,20,0.523345649983,ok
75212,1.0,69,0.505592841163,ok
75133,1.0,96,1.09677419355,ok
75100,1.0,58,2.0,ok
75099,1.0,42,1.11949685535,ok
75195,1.0,59,0.00701139351446,ok
75097,1.0,94,0.0591287788622,ok
75121,1.0,128,0.00614124872057,ok
246,1.0,67,0.0340534031745,ok
75182,1.0,11,0.397694524496,ok
75172,1.0,21,0.100219026647,ok
75108,1.0,7,0.147909967846,ok
75093,1.0,90,1.33956386293,ok
75169,1.0,89,0.0739456570425,ok
75217,1.0,123,0.0,ok
75171,1.0,46,0.332097850259,ok
75193,1.0,98,0.111383313449,ok
75128,1.0,27,0.0275132275132,ok
75124,1.0,71,1.31707317073,ok
2119,1.0,117,0.478799176515,ok
75189,1.0,101,0.0291880359796,ok
75185,1.0,49,0.272860635697,ok
262,1.0,38,0.00758841916211,ok
75198,1.0,120,0.102045230382,ok
2122,1.0,8,0.986624483335,ok
242,1.0,75,0.0357652314657,ok
233,1.0,36,2.0,ok
252,1.0,28,0.222586250171,ok
75237,1.0,118,0.000545404963185,ok
75114,1.0,103,0.0823244552058,ok
244,1.0,29,0.207710370386,ok
75234,1.0,55,0.116161616162,ok
75123,1.0,65,0.525749441434,ok
273,1.0,31,0.130808950086,ok
75201,1.0,84,0.122917678537,ok
75168,1.0,114,0.154612773393,ok
75243,1.0,14,1.20151722861,ok
3043,1.0,76,0.503597122302,ok
75235,1.0,119,0.00861304712851,ok
251,1.0,85,1.06751054852,ok
75143,1.0,61,0.0168233547749,ok
75191,1.0,19,0.26550732133,ok
75248,1.0,95,1.83643122677,ok
75239,1.0,74,0.0497512437811,ok
75203,1.0,62,0.136411806979,ok
% 
% 
% 
