@RELATION auto-sklearn_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE PCASkewnessFirstPC NUMERIC
@ATTRIBUTE LandmarkDecisionNodeLearner NUMERIC
@ATTRIBUTE LandmarkLDA NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE PCAKurtosisFirstPC NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE ClassOccurences NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE LandmarkNaiveBayes NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE PCA NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE LandmarkDecisionTree NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE Landmark1NN NUMERIC
@ATTRIBUTE PCAFractionOfComponentsFor95PercentVariance NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC

@DATA
75100,1.0,0.00054,0.00144,0.00049,2e-05,0.00651,0.08446,0.17421,0.00038,0.00199,0.00934,3e-05,0.00021,9e-05,1e-05,0.00136,5e-05,1e-05,4e-05,4e-05,6e-05,7e-05,1e-05,0.0003,5e-05,0.00019,0.0439,1e-05,0.00077,0.02864,2e-05,0.0159,0.00011,0.0001,0.00043,1e-05,0.00019,0.14438,1e-05,1e-05,7e-05,2e-05,0.00015,2e-05,0.66114,5e-05,9e-05,1e-05,0.00011,1e-05,4e-05,7e-05,5e-05
75101,1.0,0.00062,0.02377,0.00071,2e-05,0.09491,3.26397,2.43263,0.00048,0.03032,0.03115,2e-05,0.0004,0.00011,1e-05,0.02106,6e-05,1e-05,4e-05,5e-05,6e-05,5e-05,0.0,0.0004,5e-05,0.00029,0.17306,0.0,0.00107,0.34969,2e-05,0.1261,0.00011,0.00028,0.00478,1e-05,0.00028,32.23545,2e-05,2e-05,6e-05,2e-05,0.00183,4e-05,738.02074,3e-05,0.00156,1e-05,0.00012,2e-05,5e-05,6e-05,5e-05
75103,1.0,0.00059,0.00575,0.00043,2e-05,0.01305,1.14706,10.34201,0.00048,0.01112,0.00865,3e-05,0.0164,0.00011,1e-05,0.00314,5e-05,1e-05,5e-05,6e-05,9e-05,5e-05,0.0,0.00035,6e-05,0.00017,0.17175,0.0,0.00066,0.66367,3e-05,0.02185,0.00012,0.01627,0.00347,1e-05,0.00025,8.92237,1e-05,1e-05,6e-05,2e-05,0.00196,4e-05,71.55675,0.00014,0.00022,1e-05,0.00013,2e-05,5e-05,8e-05,6e-05
75105,1.0,0.0356,0.03136,0.00523,3e-05,4e-05,1e-05,0.0,0.00994,0.0699,1e-05,3e-05,0.00033,0.00011,2e-05,0.0199,6e-05,1e-05,0.00216,0.00213,0.0001,0.01459,1e-05,0.01658,0.00206,0.00097,2e-05,1e-05,0.00628,1e-05,3e-05,6e-05,0.00242,0.00021,0.03153,1e-05,0.00323,0.0,2e-05,1e-05,6e-05,3e-05,0.00709,5e-05,895.83859,1e-05,0.00876,1e-05,0.00238,2e-05,6e-05,8e-05,5e-05
75106,1.0,0.00977,0.02017,0.00075,3e-05,2e-05,1e-05,0.0,0.02553,0.03912,1e-05,3e-05,0.00039,0.00013,1e-05,0.01069,6e-05,1e-05,0.01818,0.00214,0.0001,0.00214,0.0,0.00301,0.00217,0.00029,2e-05,0.0,0.00111,1e-05,3e-05,4e-05,0.00245,0.00027,0.01174,1e-05,0.00276,0.0,1e-05,1e-05,7e-05,3e-05,0.0073,5e-05,62.77938,1e-05,0.00068,1e-05,0.00246,3e-05,5e-05,8e-05,5e-05
75107,1.0,0.02079,0.05159,0.00073,3e-05,3e-05,1e-05,0.0,0.00954,0.08621,1e-05,3e-05,0.00035,0.00012,1e-05,0.02625,6e-05,1e-05,0.00216,0.00208,0.0001,0.01304,1e-05,0.00317,0.00215,0.00026,2e-05,1e-05,0.00107,1e-05,3e-05,6e-05,0.00239,0.00022,0.0115,1e-05,0.00291,0.0,1e-05,1e-05,7e-05,2e-05,0.02319,4e-05,902.26634,1e-05,0.00063,1e-05,0.00244,2e-05,5e-05,8e-05,6e-05
75108,1.0,0.00076,0.03256,0.00913,2e-05,0.00346,1.08157,11.85952,0.00052,0.0347,0.00292,3e-05,0.00037,0.00014,1e-05,0.00187,8e-05,1e-05,5e-05,8e-05,0.0001,5e-05,1e-05,0.00048,8e-05,0.00042,0.1115,1e-05,0.00965,0.2632,3e-05,0.00652,0.00013,0.00022,0.00148,1e-05,0.00025,10.70009,1e-05,1e-05,9e-05,2e-05,0.00073,4e-05,13.49028,0.00013,0.00017,1e-05,0.00014,2e-05,5e-05,8e-05,6e-05
75109,1.0,0.00057,0.00241,0.00046,2e-05,0.00569,1.58704,0.16531,0.00044,0.00318,0.00311,2e-05,0.00023,9e-05,1e-05,0.00224,5e-05,1e-05,4e-05,6e-05,6e-05,5e-05,0.0,0.00033,7e-05,0.00025,0.19438,0.0,0.00079,0.11281,2e-05,0.00885,0.00011,0.00013,0.00059,1e-05,0.00023,4.75461,1e-05,1e-05,6e-05,2e-05,0.00023,2e-05,5.90251,5e-05,0.00024,1e-05,0.00011,2e-05,3e-05,7e-05,5e-05
75110,1.0,0.00054,0.03426,0.00547,1e-05,0.0322,0.58445,2.61572,0.00044,0.03504,0.01639,0.00034,0.00025,9e-05,1e-05,0.01708,5e-05,1e-05,4e-05,5e-05,5e-05,5e-05,1e-05,0.00032,5e-05,0.01708,0.4035,1e-05,0.02263,1.20452,3e-05,0.04865,0.00011,0.00015,0.00064,1e-05,0.00024,4.14579,1e-05,1e-05,6e-05,1e-05,0.00017,2e-05,97.96097,7e-05,0.00063,1e-05,0.00011,2e-05,3e-05,0.01666,5e-05
75112,1.0,0.00057,0.00431,0.00062,2e-05,0.0186,0.65917,0.17672,0.00046,0.00512,0.02113,2e-05,0.00032,0.0001,1e-05,0.00414,5e-05,1e-05,4e-05,5e-05,7e-05,5e-05,1e-05,0.00037,5e-05,0.00025,0.11418,0.0,0.00095,0.0569,2e-05,0.03978,0.00011,0.00021,0.0006,1e-05,0.00026,2.11388,1e-05,1e-05,7e-05,2e-05,0.00027,2e-05,0.71608,5e-05,0.00032,1e-05,0.00011,2e-05,3e-05,6e-05,5e-05
75113,1.0,0.00068,0.00463,0.00097,2e-05,0.00427,0.61361,4.15904,0.00049,0.00764,0.00222,3e-05,0.00035,0.0001,2e-05,0.00338,0.00011,1e-05,5e-05,7e-05,9e-05,5e-05,1e-05,0.00044,6e-05,0.00027,0.12413,2e-05,0.00139,0.22537,3e-05,0.00657,0.00012,0.00017,0.00207,1e-05,0.00025,4.19467,1e-05,2e-05,0.00013,2e-05,0.00099,3e-05,25.7658,9e-05,0.00024,2e-05,0.00013,3e-05,5e-05,8e-05,6e-05
75114,1.0,0.00235,0.02748,0.00083,2e-05,0.09339,54.11526,180.24956,0.00208,0.08634,0.10367,0.00031,0.00025,0.00069,1e-05,0.00081,6e-05,1e-05,0.00042,0.00042,0.00115,0.00043,1e-05,0.00096,0.00043,0.00028,0.42262,1e-05,0.00129,4.41202,0.00031,0.19754,0.00051,0.00013,0.03094,1e-05,0.00073,357.556,1e-05,1e-05,0.00017,0.00053,0.02902,0.00056,49.44706,0.00048,0.00013,1e-05,0.00053,2e-05,0.00107,0.00066,5e-05
75115,1.0,0.00217,0.02351,0.01593,2e-05,0.08033,62.50645,167.26937,0.00215,0.06843,0.08306,0.00031,0.00023,0.00076,1e-05,0.0006,4e-05,1e-05,0.00041,0.00043,0.00114,0.00042,0.0,0.0008,0.00043,0.00041,0.52255,0.0,0.01646,4.5028,0.00031,0.16386,0.00053,0.00013,0.03299,1e-05,0.00079,299.46586,1e-05,1e-05,0.00011,0.00053,0.01303,0.00056,42.74675,0.00048,9e-05,1e-05,0.00052,2e-05,0.00107,0.00064,5e-05
75116,1.0,0.00234,0.01168,0.00083,4e-05,0.05866,31.13901,237.77978,0.01825,0.04472,0.0593,0.00032,0.00032,0.0008,2e-05,0.00076,7e-05,1e-05,0.00043,0.00042,0.00127,0.00042,1e-05,0.00093,0.00044,0.00032,0.5115,2e-05,0.00136,1.57538,0.00032,0.11845,0.00056,0.00018,0.01773,2e-05,0.01684,56.52852,2e-05,2e-05,0.00019,0.00056,0.01649,0.00062,29.72155,0.00049,0.00014,4e-05,0.00055,5e-05,0.00112,0.00067,6e-05
75117,1.0,0.03623,0.04467,0.00245,2e-05,0.10942,34.95878,192.7059,0.05232,0.15681,0.10302,0.00031,0.0002,0.0007,1e-05,0.0006,4e-05,1e-05,0.05046,0.00044,0.00112,0.00042,0.0,0.03481,0.00043,0.00097,0.3196,0.0,0.00353,4.10454,0.00033,0.21293,0.00053,0.00011,0.07027,1e-05,0.00089,262.11586,1e-05,1e-05,0.0001,0.00053,0.04296,0.00056,36.74042,0.00049,9e-05,1e-05,0.00057,2e-05,0.00109,0.00065,5e-05
75119,1.0,0.00257,0.06281,0.01727,2e-05,0.15292,95.82664,293.15389,0.00255,0.21644,0.1714,0.00032,0.00027,0.00069,1e-05,0.03237,7e-05,1e-05,0.00042,0.00044,0.00118,0.00044,1e-05,0.00105,0.00047,0.00227,1.10877,2e-05,0.01965,1.93951,0.00032,0.3248,0.00059,0.00014,0.06694,1e-05,0.0011,198.40242,1e-05,2e-05,8e-05,0.00054,0.0878,0.00057,83.85336,0.00048,0.0001,2e-05,0.00062,3e-05,0.0011,0.00066,5e-05
75120,1.0,0.0217,0.02689,0.00557,2e-05,0.11162,37.52922,162.03157,0.00207,0.10821,0.09831,0.00031,0.00023,0.00069,1e-05,0.00067,5e-05,1e-05,0.00042,0.00042,0.00114,0.00042,1e-05,0.00081,0.00047,0.00081,0.52346,1e-05,0.00652,1.61648,0.00031,0.2104,0.00051,0.00012,0.07234,1e-05,0.00073,207.04935,2e-05,1e-05,0.00013,0.00057,0.02735,0.0178,47.22723,0.00047,0.0001,3e-05,0.02001,4e-05,0.00107,0.00065,5e-05
75121,1.0,0.00229,0.03316,0.01077,2e-05,0.11559,52.99655,159.46006,0.00208,0.11608,0.07316,0.00031,0.00024,0.00068,1e-05,0.0007,5e-05,1e-05,0.00042,0.00042,0.0012,0.00042,1e-05,0.0009,0.00043,0.00052,0.789,1e-05,0.01145,3.32399,0.00031,0.18922,0.00051,0.00013,0.05928,1e-05,0.00073,65.2118,1e-05,1e-05,0.00016,0.00056,0.02481,0.0006,51.89921,0.00048,0.00011,1e-05,0.00054,2e-05,0.00112,0.00064,5e-05
75123,1.0,0.00051,0.00738,0.00052,2e-05,0.0065,0.24619,0.19342,0.00048,0.0076,0.00332,2e-05,0.00024,9e-05,1e-05,0.00182,6e-05,1e-05,4e-05,6e-05,6e-05,5e-05,0.0,0.0003,5e-05,0.00017,0.10331,1e-05,0.00078,0.09436,2e-05,0.00985,0.00011,0.00012,0.00021,1e-05,0.00027,0.55575,1e-05,1e-05,7e-05,2e-05,6e-05,3e-05,0.32859,4e-05,0.00015,1e-05,0.00011,3e-05,3e-05,7e-05,5e-05
75124,1.0,0.00052,0.00106,0.00071,1e-05,0.00439,0.0666,0.53319,0.00039,0.00133,0.00352,2e-05,0.00021,8e-05,1e-05,0.00106,3e-05,1e-05,4e-05,5e-05,4e-05,5e-05,0.0,0.00031,5e-05,0.00018,0.01758,0.0,0.00095,0.0313,2e-05,0.00796,0.00011,0.00012,0.00022,1e-05,0.00019,0.27722,1e-05,1e-05,5e-05,1e-05,9e-05,2e-05,0.89291,5e-05,9e-05,1e-05,0.00011,1e-05,3e-05,6e-05,5e-05
75125,1.0,0.00233,0.03752,0.00333,2e-05,0.13119,34.51571,197.51294,0.00211,0.16992,0.18807,0.00032,0.00028,0.0007,1e-05,0.0007,6e-05,1e-05,0.00042,0.00043,0.0012,0.00042,1e-05,0.00091,0.00043,0.00137,0.28018,1e-05,0.00488,2.17779,0.00032,0.31975,0.00052,0.00016,0.08277,1e-05,0.00075,166.91225,2e-05,1e-05,0.00017,0.0006,0.05536,0.00512,52.71146,0.00049,0.00011,3e-05,0.00057,4e-05,0.00109,0.00065,5e-05
75126,1.0,0.00256,0.01337,0.00073,2e-05,0.14484,29.21446,182.65934,0.00233,0.04795,0.08984,0.00034,0.00021,0.00073,1e-05,0.00055,5e-05,1e-05,0.00043,0.00045,0.00121,0.00043,0.0,0.001,0.00047,0.00026,0.29389,1e-05,0.0011,1.40215,0.00032,0.23518,0.00063,0.00011,0.01937,1e-05,0.00082,119.6603,1e-05,1e-05,0.0001,0.00055,0.01637,0.0006,24.53794,0.00049,9e-05,1e-05,0.00065,2e-05,0.00111,0.00065,5e-05
75127,1.0,0.00822,0.11726,0.00097,3e-05,0.00206,0.00206,0.00206,0.00822,0.13233,0.00206,2e-05,0.00029,0.0001,1e-05,0.10775,3e-05,1e-05,0.00206,0.00206,6e-05,0.00206,0.0,0.00206,0.00206,0.00019,0.00206,0.0,0.00123,0.00206,2e-05,0.00617,0.00206,0.00019,0.01148,1e-05,0.00206,0.00206,2e-05,1e-05,6e-05,2e-05,0.00365,3e-05,0.00206,0.00206,0.00921,1e-05,0.00206,3e-05,3e-05,6e-05,6e-05
75128,1.0,0.00081,0.00445,0.00272,2e-05,0.01998,0.37978,85.00502,0.00069,0.0326,0.01371,7e-05,0.00022,0.00017,1e-05,0.01444,3e-05,1e-05,0.0001,0.0001,0.00021,0.0001,0.0,0.00042,0.00011,0.00049,0.07173,1e-05,0.00328,0.32118,7e-05,0.03393,0.00017,0.00012,0.02338,1e-05,0.00031,6.06111,1e-05,1e-05,6e-05,9e-05,0.00495,9e-05,7.72934,0.00025,0.00011,1e-05,0.00018,2e-05,0.00018,0.00015,6e-05
75129,1.0,0.00052,0.00048,0.00066,1e-05,0.02528,0.04067,0.08271,0.00045,0.00073,0.00743,2e-05,0.00023,9e-05,1e-05,0.00056,5e-05,1e-05,4e-05,5e-05,5e-05,4e-05,0.0,0.00031,5e-05,0.0003,0.0325,1e-05,0.00103,0.02144,2e-05,0.03277,0.00011,0.00013,0.00021,1e-05,0.00025,0.13948,1e-05,1e-05,5e-05,2e-05,0.0001,2e-05,0.19431,5e-05,9e-05,1e-05,0.00011,1e-05,3e-05,7e-05,5e-05
75132,1.0,0.00068,0.3417,0.00067,4e-05,0.17421,19.76119,7.9641,0.00052,0.38738,0.11366,3e-05,0.0005,0.00014,2e-05,0.30699,7e-05,1e-05,4e-05,5e-05,9e-05,5e-05,1e-05,0.00045,6e-05,0.00029,2.1093,1e-05,0.00104,3.33482,3e-05,0.28791,0.00011,0.00036,0.03726,1e-05,0.00032,234.73315,2e-05,1e-05,6e-05,2e-05,0.00848,3e-05,35917.55742,4e-05,0.02152,1e-05,0.00012,3e-05,3e-05,9e-05,6e-05
75133,1.0,0.00059,0.00667,0.00505,2e-05,0.00178,0.13003,1.54846,0.00046,0.00788,0.00113,3e-05,0.00045,0.00013,1e-05,0.00262,0.0001,1e-05,5e-05,5e-05,8e-05,5e-05,1e-05,0.00036,7e-05,0.00036,0.09026,1e-05,0.00552,0.11563,3e-05,0.00296,0.00012,0.00028,0.00078,1e-05,0.00025,0.49213,2e-05,3e-05,0.0001,2e-05,0.00049,3e-05,1.3028,5e-05,0.00021,1e-05,0.00012,2e-05,5e-05,8e-05,6e-05
75134,1.0,0.00054,0.08319,0.00051,4e-05,0.01653,45.40189,2.44128,0.00055,0.08769,0.0046,2e-05,0.00034,0.00011,1e-05,0.06023,6e-05,1e-05,4e-05,5e-05,8e-05,4e-05,1e-05,0.00034,5e-05,0.00018,0.78201,1e-05,0.00078,0.67772,2e-05,0.02116,0.00014,0.00021,0.00362,1e-05,0.00031,44.31424,2e-05,1e-05,8e-05,1e-05,0.00093,3e-05,32.65131,3e-05,0.00329,1e-05,0.00011,2e-05,3e-05,7e-05,6e-05
75139,1.0,0.00066,0.00825,0.00073,2e-05,0.01212,0.11424,2.37602,0.0005,0.01,0.00821,3e-05,0.00039,0.00011,1e-05,0.00755,7e-05,1e-05,5e-05,5e-05,7e-05,5e-05,0.0,0.00044,6e-05,0.00026,0.05722,1e-05,0.00106,0.09311,3e-05,0.02041,0.00011,0.00026,0.00127,1e-05,0.0003,0.45621,1e-05,1e-05,7e-05,2e-05,0.00054,4e-05,12.65128,8e-05,0.0003,1e-05,0.00011,3e-05,4e-05,7e-05,5e-05
75141,1.0,0.0129,0.00183,0.0035,2e-05,0.00482,0.36358,0.17582,0.00043,0.00218,0.00297,2e-05,0.00022,9e-05,1e-05,0.0019,5e-05,1e-05,4e-05,5e-05,5e-05,5e-05,0.0,0.0003,8e-05,0.00109,0.12247,1e-05,0.00466,0.09779,2e-05,0.00782,0.00011,0.00012,0.00029,1e-05,0.00024,1.04331,1e-05,1e-05,6e-05,1e-05,9e-05,2e-05,0.75978,3e-05,0.00017,1e-05,0.01249,2e-05,3e-05,6e-05,5e-05
75142,1.0,0.00081,0.03572,0.00198,2e-05,0.01129,0.34249,0.83962,0.00047,0.03728,0.00959,2e-05,0.00036,0.00011,1e-05,0.03656,7e-05,1e-05,4e-05,7e-05,6e-05,5e-05,1e-05,0.00057,6e-05,0.00052,0.23926,1e-05,0.00259,0.20784,2e-05,0.02092,0.00011,0.00021,0.00117,1e-05,0.00025,1.19101,1e-05,1e-05,7e-05,2e-05,0.00045,3e-05,10.28929,3e-05,0.00067,1e-05,0.00013,2e-05,4e-05,7e-05,6e-05
75143,1.0,0.00051,0.00097,0.00049,1e-05,0.00687,0.01309,0.03638,0.00044,0.00122,0.0006,2e-05,0.00022,0.0001,1e-05,0.00105,4e-05,1e-05,4e-05,5e-05,5e-05,5e-05,0.0,0.00031,5e-05,0.00018,0.01936,0.0,0.00074,0.02269,2e-05,0.00751,0.00011,0.00012,0.00021,1e-05,0.00024,0.01707,1e-05,1e-05,6e-05,1e-05,9e-05,2e-05,0.27153,4e-05,0.00012,1e-05,0.00011,2e-05,3e-05,7e-05,5e-05
75146,1.0,0.00059,0.00752,0.00043,1e-05,0.00187,0.23723,0.92149,0.00047,0.00872,0.0012,2e-05,0.00026,0.0001,1e-05,0.00706,5e-05,1e-05,4e-05,5e-05,5e-05,5e-05,0.0,0.00037,5e-05,0.00017,0.08885,0.0,0.00067,0.1602,3e-05,0.00311,0.00011,0.00016,0.00087,1e-05,0.00026,2.33089,1e-05,1e-05,6e-05,2e-05,0.00037,2e-05,12.28091,4e-05,0.00024,1e-05,0.00011,2e-05,3e-05,7e-05,5e-05
75148,1.0,0.00053,0.00073,0.00046,1e-05,0.01742,0.22068,0.12892,0.00038,0.00091,0.01892,2e-05,0.00021,9e-05,1e-05,0.00088,5e-05,1e-05,4e-05,4e-05,5e-05,5e-05,0.0,0.0003,7e-05,0.00017,0.1149,1e-05,0.00069,0.06528,2e-05,0.03639,0.00011,0.0001,0.00016,1e-05,0.00019,0.59679,1e-05,1e-05,6e-05,2e-05,6e-05,2e-05,0.20824,5e-05,9e-05,1e-05,0.00012,1e-05,3e-05,6e-05,5e-05
75150,1.0,0.0005,0.00033,0.00075,2e-05,0.00113,0.00913,0.0319,0.00045,0.00042,0.00052,2e-05,0.00026,0.0001,1e-05,0.00055,6e-05,1e-05,4e-05,5e-05,6e-05,5e-05,1e-05,0.0003,5e-05,0.00027,0.01633,0.0,0.00111,0.01711,2e-05,0.00169,0.00011,0.00014,0.0001,1e-05,0.00025,0.01415,1e-05,1e-05,8e-05,1e-05,3e-05,2e-05,0.04227,4e-05,0.0001,1e-05,0.00011,1e-05,3e-05,7e-05,5e-05
75153,1.0,0.00073,0.00201,0.00663,1e-05,0.00353,0.45842,0.37178,0.0004,0.00278,0.00834,2e-05,0.00021,9e-05,1e-05,0.00183,3e-05,1e-05,4e-05,5e-05,5e-05,4e-05,0.0,0.00047,7e-05,0.00041,0.05731,0.0,0.0071,0.08443,2e-05,0.01191,0.00011,0.00011,0.00052,1e-05,0.0002,2.03356,1e-05,1e-05,5e-05,2e-05,0.00029,2e-05,2.78176,4e-05,0.00014,1e-05,0.00015,1e-05,3e-05,6e-05,5e-05
75154,1.0,0.00051,0.0005,0.00062,3e-05,0.00127,0.20988,1.70864,0.00042,0.00083,0.00924,3e-05,0.0003,0.00011,2e-05,0.00073,7e-05,1e-05,5e-05,5e-05,0.0001,5e-05,1e-05,0.0003,5e-05,0.00026,0.05153,1e-05,0.00096,0.52466,3e-05,0.01056,0.00011,0.00013,0.00024,1e-05,0.00021,0.78019,1e-05,1e-05,7e-05,2e-05,0.00013,2e-05,0.28541,5e-05,0.00011,1e-05,0.00011,1e-05,4e-05,7e-05,7e-05
75156,1.0,0.00088,0.00522,0.00077,2e-05,0.04956,2.33676,151.42631,0.00074,0.0311,0.03471,7e-05,0.00024,0.00021,1e-05,0.01729,5e-05,1e-05,0.00011,0.00011,0.00028,0.00011,1e-05,0.00046,0.00012,0.00029,0.17332,1e-05,0.00114,0.90057,7e-05,0.08465,0.00018,0.00012,0.02197,1e-05,0.00034,17.84232,1e-05,1e-05,7e-05,0.0001,0.00414,0.00012,39.12714,0.00038,0.00014,1e-05,0.00019,2e-05,0.00021,0.00016,5e-05
75157,1.0,0.00046,0.00052,0.00294,1e-05,0.00085,0.06791,0.06792,0.00041,0.00063,0.00048,2e-05,0.0002,9e-05,1e-05,0.00065,4e-05,1e-05,4e-05,4e-05,4e-05,4e-05,0.0,0.00027,5e-05,0.00026,0.05121,0.0,0.00327,0.03789,2e-05,0.00138,0.0001,0.0001,0.00011,1e-05,0.00022,0.14001,1e-05,1e-05,6e-05,1e-05,3e-05,2e-05,0.07545,4e-05,7e-05,1e-05,0.0001,1e-05,3e-05,6e-05,5e-05
75159,1.0,0.00051,0.00033,0.00041,1e-05,0.00568,0.14726,0.12106,0.00045,0.00048,0.00294,2e-05,0.0002,9e-05,1e-05,0.00045,4e-05,1e-05,4e-05,6e-05,5e-05,4e-05,1e-05,0.00031,5e-05,0.00016,0.07437,1e-05,0.00064,0.05984,2e-05,0.00866,0.00011,0.00011,0.00013,1e-05,0.00024,0.28729,1e-05,1e-05,6e-05,1e-05,6e-05,2e-05,0.22178,4e-05,6e-05,1e-05,0.00011,1e-05,3e-05,7e-05,5e-05
75161,1.0,0.00061,0.02684,0.00997,2e-05,0.00823,1.39917,0.85328,0.00048,0.04303,0.00354,2e-05,0.00032,0.0001,1e-05,0.04052,5e-05,1e-05,5e-05,8e-05,6e-05,5e-05,0.0,0.0004,5e-05,0.00135,0.37611,1e-05,0.01139,0.1636,2e-05,0.01181,0.00011,0.00021,0.00123,1e-05,0.00025,11.51944,1e-05,1e-05,5e-05,1e-05,0.01501,2e-05,13.48662,4e-05,0.00063,1e-05,0.00011,2e-05,3e-05,6e-05,5e-05
75163,1.0,0.0005,0.00162,0.00412,1e-05,0.03027,0.09867,0.1795,0.00043,0.00187,0.01933,2e-05,0.00024,0.0001,1e-05,0.00169,5e-05,1e-05,4e-05,5e-05,5e-05,5e-05,0.0,0.0003,5e-05,0.00095,0.1092,1e-05,0.00514,0.11327,2e-05,0.04964,0.00011,0.00013,0.00023,1e-05,0.00023,0.51044,1e-05,1e-05,6e-05,1e-05,6e-05,2e-05,0.46825,4e-05,0.00014,1e-05,0.00011,1e-05,3e-05,6e-05,5e-05
75166,1.0,0.00053,0.00596,0.00049,2e-05,0.01986,0.31164,0.09358,0.00044,0.00629,0.00066,2e-05,0.00029,0.0001,1e-05,0.00193,6e-05,1e-05,5e-05,5e-05,7e-05,5e-05,1e-05,0.00032,5e-05,0.00018,0.11969,1e-05,0.00075,0.03271,2e-05,0.02057,0.00011,0.00016,0.0003,1e-05,0.00024,0.70456,1e-05,1e-05,7e-05,1e-05,8e-05,2e-05,0.40134,4e-05,0.00018,1e-05,0.00011,2e-05,4e-05,6e-05,5e-05
75168,1.0,0.00115,0.02623,0.00042,2e-05,0.00366,1e-05,1e-05,0.00116,0.10348,0.00959,0.00463,0.00029,0.00026,1e-05,0.00056,4e-05,1e-05,0.00016,0.00017,0.00038,0.00015,1e-05,0.0006,0.00016,0.00017,2e-05,1e-05,0.0007,2e-05,0.00013,0.01358,0.00025,0.00019,0.07713,1e-05,0.00058,1e-05,2e-05,1e-05,9e-05,0.00016,0.00047,0.00018,0.16979,0.00033,0.0001,1e-05,0.00025,3e-05,0.00032,0.00022,5e-05
75169,1.0,0.0008,0.00591,0.01417,2e-05,0.01817,55.88259,45.47389,0.00057,0.03086,0.01187,4e-05,0.00027,0.00014,1e-05,0.00189,6e-05,1e-05,7e-05,7e-05,0.00013,8e-05,1e-05,0.00046,0.00012,0.00035,0.21663,1e-05,0.01461,1.61949,4e-05,0.03022,0.00014,0.00014,0.02133,1e-05,0.0003,85.06863,1e-05,1e-05,7e-05,5e-05,0.00373,5e-05,52.26192,0.00019,0.00024,1e-05,0.00015,2e-05,0.0001,0.0001,6e-05
75171,1.0,0.00053,0.0018,0.00078,1e-05,0.01911,0.12614,0.23605,0.00037,0.00211,0.00173,2e-05,0.00022,8e-05,1e-05,0.00186,3e-05,1e-05,4e-05,4e-05,4e-05,4e-05,0.0,0.00032,5e-05,0.00017,0.03441,0.0,0.00101,0.05903,2e-05,0.02087,0.00011,0.00012,0.00026,1e-05,0.00018,0.53104,1e-05,1e-05,6e-05,1e-05,8e-05,2e-05,0.1916,3e-05,0.00015,1e-05,0.00011,1e-05,3e-05,6e-05,6e-05
75172,1.0,0.00112,0.00673,0.0078,2e-05,0.00153,1e-05,0.0,0.00108,0.10019,0.00066,0.00011,0.00022,0.00027,1e-05,0.00049,3e-05,1e-05,0.00016,0.00017,0.00043,0.00016,1e-05,0.00055,0.00018,0.00138,1e-05,1e-05,0.00925,1e-05,0.00011,0.00256,0.00025,0.00012,0.09345,1e-05,0.00051,0.0,3e-05,1e-05,6e-05,0.00018,0.00041,0.00022,0.2853,0.00036,0.01854,1e-05,0.00024,3e-05,0.00036,0.00024,5e-05
