@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE pac_metric NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75113,1.0,17,0.169760809197,ok
75119,1.0,131,0.761097130151,ok
75142,1.0,107,0.393194608621,ok
2120,1.0,124,0.281612547243,ok
288,1.0,109,0.517256879795,ok
261,1.0,106,0.842672065514,ok
75101,1.0,37,0.857110199301,ok
75126,1.0,122,0.625054689973,ok
75176,1.0,108,0.0903372946527,ok
75098,1.0,44,0.327218978585,ok
258,1.0,66,0.262908387703,ok
75231,1.0,112,0.787741052588,ok
75157,1.0,88,1.07636464883,ok
75226,1.0,105,0.139233090988,ok
236,1.0,10,0.28823926273,ok
260,1.0,132,0.33689414676,ok
75215,1.0,1,1.000285474,ok
75207,1.0,97,0.490248139844,ok
75244,1.0,79,0.750258660699,ok
75225,1.0,99,0.730904938939,ok
75210,1.0,34,0.00222320459953,ok
75249,1.0,60,0.194016410725,ok
75132,1.0,82,1.43494026431,ok
254,1.0,51,1.2831709809,ok
2350,1.0,72,0.998114874332,ok
75174,1.0,39,0.539523279235,ok
75187,1.0,32,0.370478967331,ok
75250,1.0,70,0.728641928019,ok
75179,1.0,126,0.769880047924,ok
75139,1.0,57,0.16885399733,ok
266,1.0,9,0.134813963689,ok
75150,1.0,111,1.384369657,ok
75107,1.0,40,0.817211919319,ok
75146,1.0,25,0.552636441066,ok
75159,1.0,129,0.866421241465,ok
75106,1.0,54,0.993864839701,ok
75227,1.0,43,0.480854786591,ok
75192,1.0,33,1.04349965429,ok
75092,1.0,30,0.637600222329,ok
2117,1.0,125,0.819396774231,ok
275,1.0,24,1.06130152342,ok
75153,1.0,48,0.741278099793,ok
75161,1.0,63,0.392866605841,ok
75127,1.0,102,1.17150374915,ok
75090,1.0,15,0.543661419109,ok
2123,1.0,116,0.498571338117,ok
75230,1.0,18,0.848205266534,ok
75095,1.0,5,0.428355637123,ok
75105,1.0,4,1.13297701023,ok
75103,1.0,41,0.254740082984,ok
75134,1.0,127,0.360485374367,ok
75156,1.0,86,0.785704509046,ok
75175,1.0,81,0.480393908734,ok
75221,1.0,26,0.918483837415,ok
75213,1.0,83,0.35803374661,ok
75219,1.0,77,0.48897767575,ok
75125,1.0,45,0.439493142583,ok
75177,1.0,93,0.293821480817,ok
75120,1.0,110,0.767791447568,ok
75205,1.0,47,0.474673865801,ok
75166,1.0,50,0.629787208538,ok
75240,1.0,2,0.180439343003,ok
75196,1.0,12,0.208812218115,ok
75115,1.0,113,0.555993918341,ok
75141,1.0,104,0.269552920266,ok
75197,1.0,121,0.575043903914,ok
75116,1.0,87,0.253190553977,ok
75178,1.0,68,0.99590756991,ok
75222,1.0,92,0.427063014056,ok
75163,1.0,130,0.40489355839,ok
253,1.0,23,1.16470641176,ok
248,1.0,16,0.61781745428,ok
75181,1.0,56,0.000955481395607,ok
75117,1.0,115,0.69013934802,ok
75202,1.0,6,0.509639073007,ok
75188,1.0,35,0.769627021164,ok
75154,1.0,22,0.762989341527,ok
75236,1.0,13,0.525700284958,ok
75173,1.0,53,0.523190597598,ok
75223,1.0,52,0.654362549197,ok
75232,1.0,3,0.603937668595,ok
75148,1.0,100,0.679263048119,ok
75110,1.0,78,1.09569758171,ok
75129,1.0,91,0.90829180219,ok
75112,1.0,80,0.540033237502,ok
75233,1.0,73,0.332779452651,ok
75109,1.0,64,0.79590457412,ok
75184,1.0,20,0.636497293209,ok
75212,1.0,69,0.812825719766,ok
75133,1.0,96,0.845568219995,ok
75100,1.0,58,2.11362551114,ok
75099,1.0,42,0.859435931084,ok
75195,1.0,59,0.0595536707086,ok
75097,1.0,94,1.1327558807,ok
75121,1.0,128,0.213317669131,ok
246,1.0,67,0.474440755396,ok
75182,1.0,11,0.545901813013,ok
75172,1.0,21,0.564057707476,ok
75108,1.0,7,0.211440614775,ok
75093,1.0,90,0.954180923531,ok
75169,1.0,89,0.490228819296,ok
75217,1.0,123,0.0916253902007,ok
75171,1.0,46,0.644299626785,ok
75193,1.0,98,0.272677034026,ok
75128,1.0,27,0.204562954136,ok
75124,1.0,71,0.683153483229,ok
2119,1.0,117,0.884454737914,ok
75189,1.0,101,0.137086980194,ok
75185,1.0,49,0.536050120751,ok
262,1.0,38,0.103487192194,ok
75198,1.0,120,0.29129004926,ok
2122,1.0,8,1.09569758171,ok
242,1.0,75,0.266302254914,ok
233,1.0,36,1.00065072547,ok
252,1.0,28,0.572925275498,ok
75237,1.0,118,0.00604366146843,ok
75114,1.0,103,0.477203811974,ok
244,1.0,29,0.550435990455,ok
75234,1.0,55,0.354263356779,ok
75123,1.0,65,0.833506464201,ok
273,1.0,31,0.316991649913,ok
75201,1.0,84,0.405842607787,ok
75168,1.0,114,0.541820812713,ok
75243,1.0,14,1.19983956569,ok
3043,1.0,76,0.293821480817,ok
75235,1.0,119,0.0672269823997,ok
251,1.0,85,1.45869214094,ok
75143,1.0,61,0.137446543452,ok
75191,1.0,19,0.561953609584,ok
75248,1.0,95,0.771425107463,ok
75239,1.0,74,0.312381925336,ok
75203,1.0,62,0.591231637075,ok
% 
% 
% 
