@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE f1_macro NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75192,1.0,1,0.4990609334005145,ok
75119,1.0,3,0.2160171755248771,ok
75139,1.0,321,0.010515788091121525,ok
75212,1.0,6,0.25176056338028174,ok
246,1.0,8,0.009167707463102248,ok
252,1.0,233,0.1390481036362694,ok
75178,1.0,11,0.7427695186787644,ok
75177,1.0,13,0.03339776632302405,ok
75092,1.0,52,0.21956529372520106,ok
75239,1.0,15,0.0,ok
75173,1.0,265,0.11689037401612934,ok
75215,1.0,18,0.025409237224599868,ok
75171,1.0,20,0.1602095702850963,ok
75112,1.0,23,0.12521094037237446,ok
75227,1.0,28,0.1136392606755896,ok
75233,1.0,91,0.07144512043105355,ok
75182,1.0,138,0.1308830166459224,ok
253,1.0,27,0.4553630057801362,ok
75157,1.0,214,0.4539744656067559,ok
75187,1.0,267,0.015160975246336195,ok
75124,1.0,31,0.24811878668208642,ok
75090,1.0,32,0.04487031363995653,ok
75222,1.0,130,0.12955966649296502,ok
75231,1.0,35,0.16025723150258753,ok
75185,1.0,325,0.12247978167856655,ok
2123,1.0,39,0.2728637081103874,ok
75150,1.0,41,0.28446399218090535,ok
75143,1.0,385,0.013197688942749863,ok
75196,1.0,44,0.0098700316974909,ok
75188,1.0,49,0.22851405078613207,ok
75248,1.0,54,0.3724457728933406,ok
75249,1.0,58,0.011076681981693204,ok
75113,1.0,335,0.01697995387096851,ok
75126,1.0,63,0.07346467489355568,ok
288,1.0,110,0.12849384565511934,ok
251,1.0,65,0.0,ok
75184,1.0,156,0.11409794590099909,ok
75234,1.0,68,0.023752043397503364,ok
258,1.0,75,0.00692767980646547,ok
75166,1.0,281,0.08881066647975078,ok
75168,1.0,78,0.11716038255353034,ok
75148,1.0,329,0.12787498488165783,ok
75235,1.0,82,0.00035312160999512177,ok
75159,1.0,84,0.2457912457912459,ok
75146,1.0,177,0.11136260871412706,ok
244,1.0,445,0.11600101079227121,ok
75141,1.0,165,0.05347356307286033,ok
75221,1.0,93,0.5053669023466378,ok
75219,1.0,213,0.01920629850123401,ok
75202,1.0,97,0.23131478232626645,ok
3043,1.0,99,0.03339776632302405,ok
75205,1.0,105,0.1832432178053306,ok
75174,1.0,108,0.13031841990834225,ok
75250,1.0,111,0.38079404736585654,ok
75179,1.0,114,0.2133392002827349,ok
275,1.0,115,0.03518599764472263,ok
242,1.0,116,0.007571576548521031,ok
75207,1.0,117,0.17348143014024586,ok
75142,1.0,121,0.06950713169008327,ok
75099,1.0,124,0.274523627381863,ok
75243,1.0,126,0.0,ok
75175,1.0,259,0.10272887483111304,ok
233,1.0,136,0.0028607850783188837,ok
75161,1.0,139,0.05813364377888852,ok
75176,1.0,328,0.015942083609898683,ok
262,1.0,146,0.0025032535309135184,ok
75129,1.0,147,0.3156217441931728,ok
261,1.0,179,0.2835343849881431,ok
75114,1.0,154,0.029185779816513824,ok
75093,1.0,231,0.3664660009703088,ok
260,1.0,291,0.12416264642286934,ok
236,1.0,162,0.034587727392403456,ok
254,1.0,166,0.0,ok
75107,1.0,169,0.23063027260373536,ok
75181,1.0,175,0.0,ok
75189,1.0,187,0.02112864299667183,ok
75163,1.0,354,0.05860307015749089,ok
2350,1.0,191,0.4477291312376275,ok
2122,1.0,196,0.08415101119711699,ok
75110,1.0,200,0.08246295920411617,ok
75213,1.0,424,0.0763588263588264,ok
75095,1.0,344,0.05852585258525855,ok
75108,1.0,208,0.0,ok
75117,1.0,212,0.16157169079592038,ok
75191,1.0,217,0.12711203869226573,ok
75226,1.0,219,0.005849129125709118,ok
75244,1.0,372,0.3214956579536752,ok
75236,1.0,225,0.030527663198943955,ok
75169,1.0,290,0.03208877159114365,ok
75116,1.0,320,0.010849408504742697,ok
75223,1.0,237,0.08024272973040913,ok
75109,1.0,244,0.33278493891579686,ok
75197,1.0,247,0.17519395966581586,ok
75237,1.0,365,0.0005284141901140682,ok
248,1.0,403,0.22807251309986554,ok
2119,1.0,254,0.471116554712403,ok
75127,1.0,255,0.33786332710460276,ok
75153,1.0,263,0.08251108885332559,ok
75195,1.0,274,0.00023116123165145552,ok
266,1.0,322,0.01759085971108132,ok
75225,1.0,280,0.2989344203675892,ok
75100,1.0,286,0.3898402343632026,ok
75132,1.0,296,0.4789876026015364,ok
75210,1.0,298,0.0,ok
273,1.0,301,0.04234648496004212,ok
75133,1.0,413,0.20391062668402016,ok
75121,1.0,304,0.0,ok
75098,1.0,311,0.015327580030957355,ok
75115,1.0,317,0.0503782255213856,ok
75217,1.0,337,0.0,ok
75134,1.0,342,0.01230313462860766,ok
75096,1.0,346,0.4225912432703366,ok
75203,1.0,352,0.09066414708590642,ok
75123,1.0,362,0.31691061719827796,ok
75125,1.0,369,0.05039703756510039,ok
2120,1.0,392,0.10078467705409189,ok
75232,1.0,374,0.13401839136601446,ok
75103,1.0,380,0.02352335249867532,ok
75230,1.0,388,0.322103839143313,ok
75240,1.0,399,0.022725791929086192,ok
75198,1.0,405,0.0919356458687538,ok
75201,1.0,408,0.09647484291631603,ok
75105,1.0,415,0.4979343370739,ok
75154,1.0,422,0.1802317095989111,ok
2117,1.0,428,0.20355296245071763,ok
75156,1.0,430,0.20788540426095015,ok
75097,1.0,434,0.2768325596220078,ok
75101,1.0,438,0.2701979939447693,ok
75172,1.0,447,0.07501159737077501,ok
75106,1.0,448,0.4199480889006998,ok
75120,1.0,458,0.25811359026369174,ok
75193,1.0,462,0.05442116449484413,ok
