@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE recall NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
2117,1.0,1,0.09323283631001145,ok
75156,1.0,2,0.19584569732937684,ok
75129,1.0,3,0.1923076923076923,ok
75239,1.0,4,0.0,ok
75121,1.0,5,0.0,ok
261,1.0,6,0.6161616161616161,ok
75240,1.0,7,0.0,ok
75120,1.0,8,0.0,ok
75124,1.0,9,0.7748344370860927,ok
75176,1.0,10,0.015449070437287271,ok
75103,1.0,11,0.17704918032786887,ok
75095,1.0,12,0.03614457831325302,ok
273,1.0,13,0.07796610169491525,ok
75174,1.0,14,0.1268896014658727,ok
75153,1.0,15,0.1342525399129173,ok
75093,1.0,16,0.3577844311377245,ok
75119,1.0,17,0.0,ok
75215,1.0,18,0.01554907677356654,ok
75233,1.0,19,0.036741214057507965,ok
75196,1.0,20,0.0,ok
75191,1.0,21,0.1765783367932593,ok
75115,1.0,22,0.0,ok
75108,1.0,23,0.12727272727272732,ok
75101,1.0,24,0.25442425672487023,ok
75192,1.0,25,0.4336973478939158,ok
75232,1.0,26,0.11764705882352944,ok
75173,1.0,27,0.12624999999999997,ok
75148,1.0,28,0.18181818181818177,ok
75150,1.0,29,0.138728323699422,ok
75100,1.0,30,0.2857142857142857,ok
75179,1.0,31,0.13540372670807455,ok
75213,1.0,32,0.046511627906976716,ok
75227,1.0,33,0.1762452107279694,ok
75184,1.0,34,0.24419953596287702,ok
75142,1.0,35,0.07696853301817108,ok
75166,1.0,36,0.0836473247927656,ok
75133,1.0,37,0.2272727272727273,ok
75234,1.0,38,0.02622950819672132,ok
75139,1.0,39,0.013455657492354778,ok
75117,1.0,40,0.002136752136752129,ok
75113,1.0,41,0.11525423728813555,ok
75237,1.0,42,0.0004206918043003771,ok
75195,1.0,43,0.0041291291291291055,ok
75171,1.0,44,0.15907393577296491,ok
75128,1.0,45,0.0032085561497325887,ok
75146,1.0,46,0.10339622641509438,ok
75116,1.0,47,0.004683840749414525,ok
75157,1.0,48,0.4811320754716981,ok
75187,1.0,49,0.03266331658291455,ok
2350,1.0,50,0.4475596380586784,ok
75125,1.0,51,0.0072289156626506035,ok
75185,1.0,52,0.1560693641618497,ok
75163,1.0,53,0.07427536231884058,ok
75177,1.0,54,0.1097560975609756,ok
75189,1.0,55,0.016418299194433605,ok
75244,1.0,56,0.9179487179487179,ok
75219,1.0,57,0.020618556701030966,ok
75222,1.0,58,0.11904761904761907,ok
75159,1.0,59,0.3928571428571429,ok
75175,1.0,60,0.13948497854077258,ok
254,1.0,61,0.0,ok
75105,1.0,62,0.26086956521739135,ok
75106,1.0,63,1.0,ok
75212,1.0,64,0.2304147465437788,ok
75099,1.0,65,0.09708737864077666,ok
75248,1.0,66,0.0,ok
233,1.0,67,0.010204081632653073,ok
75226,1.0,68,0.002159827213822907,ok
75132,1.0,69,0.3246858899032812,ok
75127,1.0,70,0.4537426620644479,ok
75161,1.0,71,0.06458731793438277,ok
75143,1.0,72,0.005952380952380931,ok
75114,1.0,73,0.010025062656641603,ok
75182,1.0,74,0.15391662849289967,ok
75112,1.0,75,0.2006413192853871,ok
75210,1.0,76,0.0,ok
75092,1.0,77,0.7692307692307692,ok
3043,1.0,78,0.36585365853658536,ok
75249,1.0,79,0.010204081632653073,ok
75126,1.0,80,0.006711409395973145,ok
75225,1.0,81,0.8541666666666666,ok
75141,1.0,82,0.062385321100917435,ok
75107,1.0,83,0.007234726688102877,ok
75097,1.0,84,0.003728414442700112,ok
% 
% 
% 
