@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE recall_macro NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
2120,1.0,1,0.12043954766489362,ok
75193,1.0,2,0.11329493718567119,ok
2117,1.0,3,0.24525082562687506,ok
75156,1.0,4,0.2226850119379542,ok
75129,1.0,5,0.42318076092374146,ok
75243,1.0,6,0.04432123397670562,ok
75110,1.0,7,0.14671034476010747,ok
75239,1.0,8,0.018276142682761454,ok
75223,1.0,9,0.2712669425174946,ok
75221,1.0,10,0.5128142106309748,ok
258,1.0,11,0.01849643562959158,ok
75121,1.0,12,0.022727272727272707,ok
253,1.0,13,0.5083717287152465,ok
261,1.0,14,0.3405483405483406,ok
75240,1.0,15,0.01733703190013869,ok
75120,1.0,16,0.5,ok
75124,1.0,17,0.38387367796777705,ok
75176,1.0,18,0.018121685759214023,ok
75103,1.0,19,0.05030518726142841,ok
75095,1.0,20,0.13418246681371881,ok
273,1.0,21,0.055376972530683855,ok
75174,1.0,22,0.13507378520483537,ok
75153,1.0,23,0.1228882438316401,ok
75093,1.0,24,0.334352498832704,ok
75119,1.0,25,0.5010330578512396,ok
75215,1.0,26,0.030444468892678378,ok
75169,1.0,27,0.04167846749821835,ok
75233,1.0,28,0.08382515248329936,ok
75231,1.0,29,0.1935634920634921,ok
75196,1.0,30,0.023491678224687895,ok
248,1.0,31,0.2733528261862882,ok
75191,1.0,32,0.1216390062294408,ok
75217,1.0,33,0.0,ok
260,1.0,34,0.055841663989430246,ok
75115,1.0,35,0.08857098186366485,ok
75123,1.0,36,0.32725663079149536,ok
75108,1.0,37,0.04117980016734757,ok
75101,1.0,38,0.28294351417827035,ok
75192,1.0,39,0.5097019485874976,ok
75232,1.0,40,0.17408535466588382,ok
75173,1.0,41,0.1192694805194805,ok
75197,1.0,42,0.203662483525472,ok
266,1.0,43,0.016207607112843192,ok
75148,1.0,44,0.1884014377313088,ok
75150,1.0,45,0.2872902861976596,ok
75100,1.0,46,0.22315110039660935,ok
75178,1.0,47,0.7428812742396996,ok
75236,1.0,48,0.041743758653199015,ok
75179,1.0,49,0.2502434730248906,ok
75213,1.0,50,0.10076862435947964,ok
2123,1.0,51,0.35170634920634924,ok
75227,1.0,52,0.12621877668091674,ok
75184,1.0,53,0.19913226418092123,ok
75142,1.0,54,0.08038192515090836,ok
236,1.0,55,0.043927422605055,ok
2122,1.0,56,0.2842897828088641,ok
75166,1.0,57,0.15916163185012533,ok
75181,1.0,58,0.0,ok
75133,1.0,59,0.31850429480226317,ok
75134,1.0,60,0.16487063381224543,ok
75198,1.0,61,0.1263551670471741,ok
262,1.0,62,0.007341797668746763,ok
75234,1.0,63,0.06063561482117463,ok
75139,1.0,64,0.01829880858483124,ok
252,1.0,65,0.2040002168841143,ok
75117,1.0,66,0.4067125286637482,ok
75113,1.0,67,0.04146360022066231,ok
75098,1.0,68,0.03412867332410152,ok
246,1.0,69,0.024665553310746047,ok
75237,1.0,70,0.0003601541475959369,ok
75195,1.0,71,0.0010635635635636298,ok
75171,1.0,72,0.1657491036993073,ok
75250,1.0,73,0.3454650348980187,ok
75146,1.0,74,0.12972832988371286,ok
75116,1.0,75,0.02180556348889018,ok
75157,1.0,76,0.4775707547169812,ok
75187,1.0,77,0.018572429454967176,ok
2350,1.0,78,0.44177426260756913,ok
242,1.0,79,0.027059882962141457,ok
244,1.0,80,0.13228420072371494,ok
75125,1.0,81,0.08460651115098683,ok
75185,1.0,82,0.1265057777914067,ok
75163,1.0,83,0.06258709587513933,ok
75177,1.0,84,0.1423953654338609,ok
75189,1.0,85,0.020266212395830374,ok
75244,1.0,86,0.4410322325489421,ok
75219,1.0,87,0.027144080660153502,ok
75222,1.0,88,0.13083333333333336,ok
75159,1.0,89,0.1991839762611276,ok
75175,1.0,90,0.12571330329575958,ok
75109,1.0,91,0.41599358297225464,ok
254,1.0,92,0.0,ok
75105,1.0,93,0.26640341165612025,ok
75106,1.0,94,0.4995798319327731,ok
75212,1.0,95,0.2703243196243805,ok
75099,1.0,96,0.26156192600367356,ok
75248,1.0,97,0.19055904143284286,ok
233,1.0,98,0.011307714575191863,ok
75235,1.0,99,0.007124478344236351,ok
75226,1.0,100,0.0075289851075175385,ok
75132,1.0,101,0.4806231212853881,ok
75127,1.0,102,0.3407664875265918,ok
251,1.0,103,0.0,ok
75161,1.0,104,0.08269871119965255,ok
75143,1.0,105,0.016685663627152958,ok
75114,1.0,106,0.08353839143312825,ok
75182,1.0,107,0.13578336648404798,ok
75112,1.0,108,0.14625223516592412,ok
75210,1.0,109,0.0003103662321539691,ok
75090,1.0,110,0.09381619395775542,ok
275,1.0,111,0.042719964332185945,ok
288,1.0,112,0.14526544481960446,ok
75092,1.0,113,0.17336829836829837,ok
3043,1.0,114,0.07395785231518404,ok
75249,1.0,115,0.022153363963386408,ok
75126,1.0,116,0.23139929277621418,ok
75225,1.0,117,0.12669204737732653,ok
75141,1.0,118,0.058322289653446546,ok
75107,1.0,119,0.25288063354336787,ok
75097,1.0,120,0.2387592207079785,ok
