@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE f1_micro NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75193,1.0,1,0.2067145457485149,ok
2117,1.0,2,0.15679096606068121,ok
75129,1.0,3,0.22718446601941744,ok
75243,1.0,4,0.016370439663236702,ok
75110,1.0,5,0.11535968891769288,ok
75239,1.0,6,0.0,ok
75223,1.0,7,0.17962842946640745,ok
75221,1.0,8,0.4400396432111001,ok
258,1.0,9,0.013484358144552289,ok
75121,1.0,10,0.0,ok
253,1.0,11,0.43827160493827155,ok
261,1.0,12,0.28181818181818186,ok
75168,1.0,13,0.15927419354838723,ok
75240,1.0,14,0.022020725388601003,ok
75120,1.0,15,0.04322200392927311,ok
75124,1.0,16,0.11670020120724334,ok
75154,1.0,17,?,not_applicable
75103,1.0,18,0.00505263157894742,ok
75207,1.0,19,0.14739884393063585,ok
75095,1.0,20,0.020676691729323293,ok
273,1.0,21,0.045454545454545414,ok
75174,1.0,22,0.12210694333599359,ok
75153,1.0,23,0.10987791342952269,ok
75093,1.0,24,0.18179287305122493,ok
75119,1.0,25,0.0982318271119843,ok
75201,1.0,26,0.096646942800789,ok
75172,1.0,27,0.0757575757575758,ok
75169,1.0,28,0.03342401865526623,ok
75202,1.0,29,0.15934065934065933,ok
75233,1.0,30,0.06881243063263043,ok
75230,1.0,31,?,not_applicable
75231,1.0,32,0.21442125237191656,ok
75196,1.0,33,0.015665796344647487,ok
248,1.0,34,0.26363636363636367,ok
75191,1.0,35,0.13083594759180672,ok
260,1.0,36,0.031561461794019974,ok
75115,1.0,37,0.025540275049115935,ok
75108,1.0,38,0.0022967386311437687,ok
75101,1.0,39,0.2763320558783533,ok
75192,1.0,40,0.4901497241922774,ok
75232,1.0,41,0.11206896551724133,ok
75173,1.0,42,0.11687898089171977,ok
75197,1.0,43,0.1490147783251231,ok
266,1.0,44,0.02493438320209973,ok
75100,1.0,45,0.1350325379609545,ok
75178,1.0,46,0.8386628910836383,ok
75236,1.0,47,0.034285714285714364,ok
75179,1.0,48,0.19644839067702558,ok
75213,1.0,49,0.06299212598425186,ok
2123,1.0,50,0.1583710407239819,ok
75227,1.0,51,0.10880538418395957,ok
75184,1.0,52,0.09987219280628079,ok
236,1.0,53,0.03409090909090906,ok
2122,1.0,54,0.2821343702743573,ok
75188,1.0,55,0.19455252918287946,ok
75166,1.0,56,0.10025897151313357,ok
75133,1.0,57,0.10726865193723978,ok
75134,1.0,58,0.03321508005073248,ok
2119,1.0,59,?,not_applicable
75198,1.0,60,0.11097019657577678,ok
262,1.0,61,0.003308519437551727,ok
75234,1.0,62,0.05733005733005736,ok
75139,1.0,63,0.013535353535353511,ok
75117,1.0,64,0.1041257367387034,ok
75113,1.0,65,0.00484210526315787,ok
75098,1.0,66,0.028051948051948106,ok
75203,1.0,67,0.10974456007568589,ok
75237,1.0,68,0.0004451699065143311,ok
75171,1.0,69,0.16648168701442856,ok
75096,1.0,70,0.5104419190426073,ok
75250,1.0,71,0.4253535988960815,ok
75116,1.0,72,0.00982318271119842,ok
75157,1.0,73,0.43593314763231195,ok
2350,1.0,74,0.36646367441044536,ok
242,1.0,75,0.013636363636363669,ok
244,1.0,76,0.13181818181818172,ok
75185,1.0,77,0.1309359151682803,ok
75177,1.0,78,0.02170418006430863,ok
75189,1.0,79,0.02144815352362517,ok
75244,1.0,80,0.2378341329677861,ok
75219,1.0,81,0.05866882460044498,ok
75222,1.0,82,0.09728506787330315,ok
75159,1.0,83,0.19999999999999984,ok
75109,1.0,84,0.31952117863720075,ok
75105,1.0,85,0.28369696969696956,ok
75106,1.0,86,0.2538787878787879,ok
75212,1.0,87,0.26340326340326337,ok
75099,1.0,88,0.24460431654676262,ok
75248,1.0,89,0.3182186234817814,ok
233,1.0,90,0.004743833017077814,ok
75226,1.0,91,0.00395497414055368,ok
75132,1.0,92,0.31396147093309357,ok
251,1.0,93,0.0,ok
75114,1.0,94,0.03143418467583492,ok
75182,1.0,95,0.11771747805267363,ok
75205,1.0,96,0.17865870214499047,ok
75090,1.0,97,0.05594405594405594,ok
275,1.0,98,0.03231939163498099,ok
288,1.0,99,0.13151515151515147,ok
75092,1.0,100,0.12474012474012464,ok
3043,1.0,101,0.020900321543408373,ok
75249,1.0,102,0.002411575562700996,ok
75126,1.0,103,0.04322200392927311,ok
75225,1.0,104,0.19377990430622005,ok
75141,1.0,105,0.0540140584535701,ok
75107,1.0,106,0.3491515151515151,ok
75097,1.0,107,0.30777767502080833,ok
