@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE precision NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75119,1.0,3,0.004608294930875556,ok
252,1.0,4,?,not_applicable
246,1.0,5,?,not_applicable
75178,1.0,8,?,not_applicable
75171,1.0,9,0.17089552238805972,ok
75233,1.0,11,0.05169712793733683,ok
248,1.0,12,?,not_applicable
2123,1.0,13,?,not_applicable
75188,1.0,16,?,not_applicable
75092,1.0,17,0.3555555555555555,ok
75248,1.0,18,0.41666666666666663,ok
75126,1.0,20,0.018018018018018056,ok
75234,1.0,24,0.016183986371379855,ok
258,1.0,25,?,not_applicable
75168,1.0,28,?,not_applicable
75235,1.0,29,?,not_applicable
244,1.0,30,?,not_applicable
75221,1.0,31,?,not_applicable
75219,1.0,34,0.017615176151761558,ok
75202,1.0,36,?,not_applicable
3043,1.0,39,0.1477272727272727,ok
75205,1.0,40,?,not_applicable
75174,1.0,42,0.17033492822966512,ok
288,1.0,44,?,not_applicable
75250,1.0,45,?,not_applicable
275,1.0,48,?,not_applicable
75142,1.0,51,0.06952662721893488,ok
75213,1.0,54,0.06329113924050633,ok
75243,1.0,56,?,not_applicable
75184,1.0,58,0.06259426847662142,ok
75222,1.0,59,0.0,ok
75175,1.0,62,0.10263157894736841,ok
233,1.0,67,0.004081632653061273,ok
75161,1.0,69,0.05775528431080679,ok
75176,1.0,74,0.011829652996845463,ok
75090,1.0,75,?,not_applicable
75114,1.0,77,0.01749999999999996,ok
236,1.0,79,?,not_applicable
75141,1.0,82,0.06703397612488526,ok
254,1.0,83,0.0,ok
75107,1.0,85,0.1727416798732171,ok
262,1.0,87,?,not_applicable
75146,1.0,90,0.08859784283513095,ok
75189,1.0,93,0.020935818601076073,ok
2350,1.0,97,0.4736842105263158,ok
253,1.0,100,?,not_applicable
2122,1.0,102,?,not_applicable
75110,1.0,105,?,not_applicable
75163,1.0,109,0.04600938967136148,ok
75108,1.0,111,0.0,ok
75117,1.0,115,0.021881838074398252,ok
75191,1.0,116,0.07193941943626425,ok
75226,1.0,119,0.0021590500179921035,ok
261,1.0,122,0.23404255319148937,ok
75236,1.0,123,?,not_applicable
75095,1.0,125,0.048387096774193505,ok
75093,1.0,126,0.3438914027149321,ok
75223,1.0,129,?,not_applicable
75244,1.0,133,0.2857142857142857,ok
75109,1.0,134,?,not_applicable
75197,1.0,137,?,not_applicable
75127,1.0,140,0.32388117640534597,ok
75143,1.0,142,0.007960199004975133,ok
75153,1.0,144,0.08523144746509914,ok
75173,1.0,149,0.10393802453195611,ok
75215,1.0,152,0.02455464612421765,ok
75195,1.0,154,0.000752162467092865,ok
75207,1.0,155,?,not_applicable
75225,1.0,158,0.125,ok
75166,1.0,160,0.0931630353117956,ok
75100,1.0,163,0.5,ok
75169,1.0,165,?,not_applicable
75132,1.0,167,0.326530612244898,ok
273,1.0,172,0.0368421052631579,ok
75098,1.0,174,?,not_applicable
75115,1.0,178,0.010638297872340385,ok
75185,1.0,179,0.12142152023691999,ok
2119,1.0,181,?,not_applicable
75157,1.0,183,0.4814814814814815,ok
75113,1.0,184,0.024390243902439046,ok
75134,1.0,186,?,not_applicable
75096,1.0,189,?,not_applicable
75217,1.0,192,?,not_applicable
75203,1.0,193,?,not_applicable
75182,1.0,196,0.17280995691718526,ok
75123,1.0,197,?,not_applicable
75237,1.0,201,3.1177901103740524e-05,ok
75125,1.0,205,0.02211302211302213,ok
75103,1.0,206,0.025252525252525304,ok
75192,1.0,212,0.41666666666666663,ok
75230,1.0,213,?,not_applicable
75139,1.0,214,0.014751075599262475,ok
75227,1.0,215,0.16269841269841268,ok
2120,1.0,216,?,not_applicable
75124,1.0,219,0.3495145631067961,ok
75240,1.0,220,0.05251641137855578,ok
75129,1.0,224,0.19999999999999996,ok
75198,1.0,226,?,not_applicable
75201,1.0,227,?,not_applicable
75112,1.0,230,0.11128860489882852,ok
75133,1.0,233,0.2857142857142857,ok
75105,1.0,235,0.8455882352941176,ok
75154,1.0,237,?,not_applicable
75177,1.0,239,0.02898550724637683,ok
2117,1.0,245,0.053581772542961925,ok
75156,1.0,246,0.20749279538904897,ok
75097,1.0,250,0.02156776877600175,ok
75101,1.0,253,0.26128166915052164,ok
75172,1.0,255,?,not_applicable
75106,1.0,259,0.30000000000000004,ok
75179,1.0,261,0.0,ok
75187,1.0,263,0.011824324324324342,ok
75120,1.0,265,0.015118790496760237,ok
75193,1.0,266,?,not_applicable
