@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE precision_macro NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
kropt,1.0,226,0.1080579369507283,ok
mnist_784,1.0,229,0.01672948887351422,ok
arsenic-male-bladder,1.0,231,0.011363636363636354,ok
letter,1.0,234,0.030012385902074667,ok
mc1,1.0,237,0.14558499908307354,ok
ova_prostate,1.0,238,0.0010245901639344135,ok
volcanoes-b2,1.0,241,0.6391554801304522,ok
hypothyroid,1.0,245,0.26195932732862126,ok
autouniv-au7-700,1.0,247,0.47764550264550265,ok
ova_lung,1.0,250,0.00736842105263158,ok
pokerhand,1.0,251,0.3027024169017126,ok
quake,1.0,254,0.45904829225475197,ok
stock,1.0,258,0.028316953316953386,ok
fri_c2_1000_25,1.0,262,0.07180451127819554,ok
fried,1.0,263,0.06624633016907688,ok
volcanoes-a4,1.0,266,0.4314031485284052,ok
no2,1.0,270,0.3322222222222222,ok
space_ga,1.0,271,0.16764741869126,ok
led-display-domain-7digit,1.0,273,0.21307942057942064,ok
pc1,1.0,275,0.23807837582625124,ok
fri_c0_500_5,1.0,279,0.07914462081128748,ok
ova_breast,1.0,282,0.039050169783346855,ok
mozilla4,1.0,284,0.03465566724897906,ok
churn,1.0,286,0.038665980795610455,ok
rl,1.0,292,0.18748497177879653,ok
volcanoes-a3,1.0,294,0.6378752069317741,ok
profb,1.0,298,0.1863636363636363,ok
bank32nh,1.0,301,0.19964858475496783,ok
cylinder-bands,1.0,304,0.13553864168618257,ok
madelon,1.0,308,0.10255156109888319,ok
musk,1.0,312,0.0,ok
monks-problems-3,1.0,313,0.006493506493506551,ok
gtsrb-hog02,1.0,317,0.001604917495281799,ok
boston_corrected,1.0,320,0.08511567001309472,ok
skin-segmentation,1.0,326,0.0006910422064793087,ok
balance-scale,1.0,327,0.0,ok
traffic_violations,1.0,330,0.13550820842210332,ok
wilt,1.0,332,0.03716577540106947,ok
pc3,1.0,336,0.29491017964071853,ok
japanesevowels,1.0,338,0.009887744386270603,ok
volcanoes-b1,1.0,341,0.7112757603603719,ok
fri_c1_1000_50,1.0,344,0.06368663594470048,ok
splice,1.0,347,0.03865031265031271,ok
optdigits,1.0,348,0.006872995346842048,ok
gtsrb-huehist,1.0,352,0.18585451450369284,ok
amazon-commerce-reviews,1.0,355,0.1585985680985681,ok
gametes_epistasis_2-way_20atts_0.1h_edm-1_1,1.0,360,0.2981223954675283,ok
water-treatment,1.0,362,0.0,ok
breast-w,1.0,365,0.03950216450216448,ok
yeast,1.0,367,0.3884023987075662,ok
gametes_epistasis_2-way_20atts_0.4h_edm-1_1,1.0,370,0.17793487000804076,ok
fri_c2_500_50,1.0,373,0.04043557721596103,ok
micro-mass,1.0,376,0.0629761904761903,ok
indian_pines,1.0,381,0.028133936210865684,ok
miceprotein,1.0,382,0.0,ok
diabetes,1.0,385,0.2515579559617781,ok
collins,1.0,387,0.7062807120976328,ok
internet-advertisements,1.0,388,0.025151515151515147,ok
ova_endometrium,1.0,393,0.21686507936507937,ok
phishingwebsites,1.0,395,0.023423224285293198,ok
walking-activity,1.0,399,0.38215460448793503,ok
baseball,1.0,400,0.17838037262497697,ok
page-blocks,1.0,401,0.1182678734139524,ok
houses,1.0,403,0.017584160887092803,ok
waveform-5000,1.0,405,0.1299707384182346,ok
electricity,1.0,408,0.07612407831172141,ok
gtsrb-hog01,1.0,413,0.004543764509004622,ok
puma32h,1.0,415,0.08993910954695261,ok
bioresponse,1.0,419,0.21446911663858037,ok
spoken-arabic-digit,1.0,420,0.7975520402642369,ok
fri_c4_500_100,1.0,423,0.09000893388921982,ok
ova_kidney,1.0,426,0.01585035190954187,ok
ldpa,1.0,431,0.013721835974281005,ok
synthetic_control,1.0,433,0.02027649769585249,ok
pm10,1.0,435,0.36769480519480524,ok
ailerons,1.0,437,0.11572144503317827,ok
sensory,1.0,442,0.30000000000000004,ok
usps,1.0,446,0.037505848725280955,ok
kdd_internet_usage,1.0,450,0.11490234585994141,ok
kin8nm,1.0,451,0.09400803703740213,ok
dna,1.0,454,0.04528449187806671,ok
gametes_epistasis_3-way_20atts_0.2h_edm-1_1,1.0,458,0.32637348297011615,ok
volcanoes-d4,1.0,459,0.749917589534831,ok
fri_c0_1000_5,1.0,463,0.06375592373535133,ok
gesturephasesegmentationprocessed,1.0,467,0.2681001265311306,ok
ova_ovary,1.0,472,0.07738248137683024,ok
qsar-biodeg,1.0,473,0.13332324455205813,ok
mv,1.0,476,0.0011591400189485679,ok
wall-robot-navigation,1.0,479,0.0007002801120448154,ok
eucalyptus,1.0,481,0.3022041079487888,ok
pendigits,1.0,482,0.00304558958679646,ok
har,1.0,484,0.008427716933277485,ok
soybean,1.0,487,0.019736842105263164,ok
puma8nh,1.0,490,0.161989385126031,ok
kr-vs-k,1.0,492,0.1488849502831261,ok
ilpd,1.0,494,0.34978260869565214,ok
pc2,1.0,498,0.4900737543290299,ok
eating,1.0,503,0.3248404667382919,ok
eeg-eye-state,1.0,505,0.023833209068456873,ok
artificial-characters,1.0,510,0.1405009247499811,ok
climate-model-simulation-crashes,1.0,511,0.020467836257309968,ok
volcanoes-d1,1.0,517,0.7899390008493552,ok
cpu_act,1.0,519,0.06652906776745782,ok
wind,1.0,523,0.12558985676428736,ok
fri_c3_500_10,1.0,527,0.0911764705882353,ok
socmob,1.0,528,0.05117647058823538,ok
oil_spill,1.0,530,0.014754098360655776,ok
mushroom,1.0,534,0.0,ok
jm1,1.0,536,0.25728849294610456,ok
analcatdata_authorship,1.0,540,0.0,ok
vowel,1.0,542,0.0032467532467531646,ok
gametes_epistasis_2-way_1000atts_0.4h_edm-1_edm-1_1,1.0,545,0.5233201581027668,ok
spambase,1.0,548,0.0400455252054186,ok
colleges_aaup,1.0,549,0.01869158878504673,ok
tic-tac-toe,1.0,554,0.0,ok
texture,1.0,556,0.01715312682922443,ok
