@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE precision_macro NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
twonorm,1.0,1,0.017485264170667758,ok
autouniv-au1-1000,1.0,6,0.22557882114196115,ok
hill-valley,1.0,8,0.1249043924825175,ok
eye_movements,1.0,11,0.24748231582375058,ok
abalone,1.0,13,0.8728546572172109,ok
tamilnadu-electricity,1.0,15,0.9411542334012784,ok
xd6,1.0,18,0.0,ok
colleges_usnews,1.0,20,0.2563631221719457,ok
pc4,1.0,24,0.20320185614849184,ok
fri_c3_500_50,1.0,26,0.09556159420289856,ok
run_or_walk_information,1.0,29,0.00868900252929472,ok
satellite,1.0,33,0.0018007202881151763,ok
2dplanes,1.0,37,0.06928365851513063,ok
wine-quality-red,1.0,40,0.6685624595573096,ok
arsenic-female-bladder,1.0,44,0.2017241379310345,ok
kuzushiji-mnist,1.0,46,0.055855657855720664,ok
anneal,1.0,48,0.0009174311926605228,ok
pollen,1.0,50,0.48872740383419955,ok
volcanoes-b5,1.0,55,0.7074461464092571,ok
titanic,1.0,56,0.15123029443656688,ok
strikes,1.0,62,0.0,ok
madeline,1.0,65,0.08198371510379387,ok
cardiotocography,1.0,67,0.0,ok
kick,1.0,68,0.13449697754402123,ok
microaggregation2,1.0,69,0.3214943133015634,ok
autouniv-au6-750,1.0,71,0.8685592630392845,ok
meta_stream_intervals.arff,1.0,75,0.016364395099554674,ok
diabetes130us,1.0,77,0.44140414235999803,ok
steel-plates-fault,1.0,79,0.1628129287161315,ok
bank8fm,1.0,81,0.05840097071539274,ok
semeion,1.0,86,0.031097664558622284,ok
elevators,1.0,88,0.09578773358170645,ok
umist_faces_cropped,1.0,89,0.03992063492063502,ok
isolet,1.0,90,0.033735123829356506,ok
led24,1.0,93,0.260889968496095,ok
satimage,1.0,96,0.09405175165898039,ok
pbcseq,1.0,98,0.15719575172951372,ok
bachchoralharmony,1.0,102,0.909935345464228,ok
compas-two-years,1.0,105,0.31877140775871426,ok
volcanoes-b6,1.0,108,0.6931193353474321,ok
philippine,1.0,111,0.16928469792446055,ok
irish,1.0,113,0.0,ok
monks-problems-1,1.0,115,0.0,ok
porto-seguro,1.0,116,0.4859627198630725,ok
arsenic-female-lung,1.0,120,0.008426966292134797,ok
autouniv-au7-1100,1.0,125,0.5258286623238904,ok
steel-plates-fault,1.0,127,0.0,ok
speeddating,1.0,130,0.1776880892932471,ok
devnagari-script,1.0,135,0.07106102170791917,ok
fars,1.0,137,0.36154142898486374,ok
wdbc,1.0,141,0.019962686567164267,ok
hiva_agnostic,1.0,144,0.15762659530671064,ok
rmftsa_ladata,1.0,147,0.10717703349282304,ok
banknote-authentication,1.0,148,0.0024390243902439046,ok
visualizing_soil,1.0,149,0.000619962802231866,ok
wine-quality-white,1.0,151,0.48696667092577617,ok
analcatdata_dmft,1.0,152,0.7312983980293832,ok
ova_colon,1.0,154,0.0388596004439512,ok
volcanoes-e1,1.0,157,0.729682224428997,ok
cpu_small,1.0,163,0.08026496950338013,ok
gametes_heterogeneity_20atts_1600_het_0.4_0.2_75_edm-2_001,1.0,164,0.25736904409588635,ok
dresses-sales,1.0,169,0.3237281399046106,ok
tokyo1,1.0,175,0.07213438735177868,ok
parity5_plus_5,1.0,176,0.0,ok
delta_ailerons,1.0,177,0.0583409976787983,ok
gametes_heterogeneity_20atts_1600_het_0.4_0.2_50_edm-2_001,1.0,180,0.28806324110671944,ok
mammography,1.0,184,0.020593869731800774,ok
first-order-theorem-proving,1.0,186,0.49153801352453474,ok
pol,1.0,188,0.012644456569735452,ok
one-hundred-plants-margin,1.0,192,0.15670084685236196,ok
volcanoes-a2,1.0,195,0.6205814066814662,ok
kdd_el_nino-small,1.0,199,0.05347018572825024,ok
kc2,1.0,201,0.25259223535085606,ok
fri_c3_1000_10,1.0,204,0.07348772136519277,ok
house_16h,1.0,208,0.14150231827257775,ok
ozone-level-8hr,1.0,210,0.025872442839951937,ok
analcatdata_supreme,1.0,212,0.007460452657371608,ok
meta,1.0,217,0.04069767441860472,ok
kdd98,1.0,220,0.13465575711901812,ok
cmc,1.0,224,0.4643165100482173,ok
delta_elevators,1.0,225,0.1181026763889581,ok
