@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE f1_metric NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75221,1.0,1.596610235522,25.0,ok
75157,1.0,1.985074626866,87.0,ok
258,1.0,1.0105861361102,65.0,ok
2350,1.0,2.84010958222,71.0,ok
75125,1.0,1.0381861575179,44.0,ok
75092,1.0,1.716981132075,29.0,ok
75227,1.0,1.351627906977,42.0,ok
75217,1.0,1.0,122.0,ok
75233,1.0,1.087552742616,72.0,ok
75107,1.0,2.30138613861,39.0,ok
75116,1.0,1.00934579439252,86.0,ok
75201,1.0,1.2776146440059999,83.0,ok
75182,1.0,1.377030937013,10.0,ok
75230,1.0,1.323808572687,17.0,ok
75250,1.0,1.406643864909,69.0,ok
75197,1.0,1.397839492183,120.0,ok
75100,1.0,2.7948717948699997,57.0,ok
75133,1.0,2.09677419355,95.0,ok
75249,1.0,1.040404040404,59.0,ok
75232,1.0,1.352941176471,2.0,ok
75097,1.0,1.0591287788622,93.0,ok
75191,1.0,1.278850773518,18.0,ok
75143,1.0,1.0168233547749,60.0,ok
75124,1.0,1.9411764705880001,70.0,ok
75188,1.0,1.529297759486,34.0,ok
236,1.0,1.0366716286742,9.0,ok
244,1.0,1.146633174669,28.0,ok
253,1.0,1.6802984022560001,22.0,ok
275,1.0,2.16966003849,23.0,ok
75202,1.0,1.482093481558,5.0,ok
75139,1.0,1.031746031746,56.0,ok
75113,1.0,1.0786885245902,16.0,ok
75172,1.0,1.243816035421,20.0,ok
75185,1.0,1.265572187349,48.0,ok
262,1.0,1.00272324902094,37.0,ok
75103,1.0,1.108864696734,40.0,ok
75132,1.0,2.71082673868,81.0,ok
75148,1.0,1.255033557047,99.0,ok
75163,1.0,1.131627056673,129.0,ok
251,1.0,2.00105042017,84.0,ok
75106,1.0,2.5466588166,53.0,ok
75108,1.0,1.0,6.0,ok
75181,1.0,1.0,55.0,ok
75195,1.0,1.000375445841937,58.0,ok
% 
% 
% 
