@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE accuracy NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75192,1.0,1,0.4893617021276596,ok
75119,1.0,3,0.03339882121807469,ok
75139,1.0,321,0.009292929292929242,ok
75212,1.0,6,0.2517482517482518,ok
246,1.0,8,0.009090909090909038,ok
252,1.0,233,0.13787878787878793,ok
75178,1.0,11,0.7428689826645487,ok
75177,1.0,13,0.008038585209003246,ok
75092,1.0,52,0.08108108108108103,ok
75239,1.0,15,0.0,ok
75173,1.0,265,0.11687898089171977,ok
75215,1.0,18,0.024945175438596534,ok
75171,1.0,20,0.16019237883832782,ok
75112,1.0,23,0.11042065009560231,ok
75227,1.0,190,0.09366236679753226,ok
75233,1.0,91,0.059933407325194255,ok
75182,1.0,138,0.10508113860069168,ok
253,1.0,27,0.4238683127572016,ok
75157,1.0,29,0.43454038997214484,ok
75187,1.0,267,0.015151515151515138,ok
75124,1.0,31,0.07981220657277,ok
75090,1.0,32,0.044580419580419584,ok
75222,1.0,130,0.040723981900452455,ok
75231,1.0,35,0.16129032258064513,ok
75185,1.0,325,0.12217611802674044,ok
2123,1.0,39,0.05429864253393668,ok
75150,1.0,41,0.28189910979228483,ok
75143,1.0,43,0.00972326103216159,ok
75196,1.0,44,0.007832898172323799,ok
75188,1.0,49,0.13424124513618674,ok
75248,1.0,55,0.09716599190283404,ok
75249,1.0,58,0.003215434083601254,ok
75113,1.0,335,0.0040000000000000036,ok
75126,1.0,63,0.03143418467583492,ok
288,1.0,110,0.12787878787878793,ok
251,1.0,65,0.0,ok
75184,1.0,156,0.09439474164688699,ok
75234,1.0,68,0.02375102375102378,ok
258,1.0,75,0.007011866235167252,ok
75166,1.0,281,0.08879023307436185,ok
75168,1.0,215,0.125,ok
75148,1.0,276,0.1278048780487805,ok
75235,1.0,82,0.0005555555555555314,ok
75159,1.0,84,0.06849315068493156,ok
75146,1.0,177,0.10822129160238048,ok
244,1.0,445,0.11818181818181817,ok
75141,1.0,165,0.05179430262671103,ok
75221,1.0,93,0.39692765113974227,ok
75219,1.0,213,0.01901679142221324,ok
75202,1.0,96,0.15567765567765568,ok
3043,1.0,99,0.008038585209003246,ok
75205,1.0,105,0.17485745316318224,ok
75174,1.0,106,0.1061452513966481,ok
75250,1.0,111,0.33436149272509585,ok
75179,1.0,114,0.17499075101738804,ok
275,1.0,115,0.03041825095057038,ok
242,1.0,116,0.007575757575757569,ok
75207,1.0,275,0.14161849710982655,ok
75142,1.0,121,0.06950122649223223,ok
75099,1.0,124,0.11366906474820149,ok
75243,1.0,126,0.0,ok
75175,1.0,259,0.09895756863896643,ok
233,1.0,136,0.002846299810246644,ok
75161,1.0,139,0.058128298520776056,ok
75176,1.0,328,0.015709881074732035,ok
262,1.0,146,0.002481389578163795,ok
75129,1.0,339,0.09126213592233012,ok
261,1.0,179,0.2212121212121212,ok
75114,1.0,154,0.01964636542239684,ok
75093,1.0,230,0.1706570155902004,ok
260,1.0,291,0.025470653377630104,ok
236,1.0,162,0.034545454545454546,ok
254,1.0,166,0.0,ok
75107,1.0,169,0.05042424242424237,ok
75181,1.0,175,0.0,ok
75189,1.0,187,0.018812102266383857,ok
75163,1.0,354,0.05824829931972786,ok
2350,1.0,192,0.36513545347467613,ok
2122,1.0,196,0.07852667962842952,ok
75110,1.0,200,0.08090300280838192,ok
75213,1.0,424,0.05249343832021003,ok
75095,1.0,344,0.011278195488721776,ok
75108,1.0,208,0.0,ok
75117,1.0,212,0.04518664047151277,ok
75191,1.0,217,0.1268069139447623,ok
75226,1.0,219,0.0030422878004259246,ok
75244,1.0,222,0.06339958875942431,ok
75236,1.0,225,0.030476190476190435,ok
75169,1.0,290,0.032258064516129004,ok
75116,1.0,320,0.005893909626719096,ok
75223,1.0,237,0.07960682652840789,ok
75109,1.0,244,0.2965009208103131,ok
75197,1.0,246,0.13423645320197042,ok
75237,1.0,365,0.00034624326062226984,ok
248,1.0,403,0.2212121212121212,ok
2119,1.0,326,0.3926380368098159,ok
75127,1.0,257,0.3295748219061102,ok
75153,1.0,263,0.08250092489826122,ok
75195,1.0,274,0.00022299858767560465,ok
266,1.0,322,0.018372703412073532,ok
75225,1.0,297,0.05023923444976075,ok
75100,1.0,286,0.00379609544468551,ok
75132,1.0,294,0.044535437790724774,ok
75210,1.0,298,0.0,ok
273,1.0,301,0.040184453227931516,ok
75133,1.0,413,0.004803073967339144,ok
75121,1.0,304,0.0,ok
75098,1.0,311,0.015194805194805205,ok
75115,1.0,317,0.013752455795677854,ok
75217,1.0,337,0.0,ok
75134,1.0,342,0.005367351065198589,ok
75096,1.0,346,0.004088667620590569,ok
75203,1.0,352,0.0832544938505203,ok
75123,1.0,362,0.32002902757619733,ok
75125,1.0,369,0.029469548133595258,ok
2120,1.0,392,0.0801508722300801,ok
75232,1.0,374,0.11781609195402298,ok
75103,1.0,379,0.005684210526315736,ok
75230,1.0,388,0.30113636363636365,ok
75240,1.0,399,0.021588946459412783,ok
75198,1.0,405,0.09511731135066581,ok
75201,1.0,408,0.07495069033530577,ok
75105,1.0,415,0.01806060606060611,ok
75154,1.0,422,0.16666666666666663,ok
2117,1.0,428,0.13954209840541043,ok
75156,1.0,430,0.20533548908649957,ok
75097,1.0,435,0.049569962082678276,ok
