@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE f1_metric NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75113,1.0,17,0.0786885245902,ok
75119,1.0,131,0.0448065173116,ok
75142,1.0,107,0.136640493139,ok
2120,1.0,124,0.132884512845,ok
288,1.0,109,0.191943191436,ok
261,1.0,106,0.784810126582,ok
75101,1.0,37,0.524203949443,ok
75126,1.0,122,0.0652418447694,ok
75176,1.0,108,0.0293963254593,ok
75098,1.0,44,0.016905232082,ok
258,1.0,66,0.0105861361102,ok
75231,1.0,112,0.172596013282,ok
75157,1.0,88,0.985074626866,ok
75226,1.0,105,0.00395754632128,ok
236,1.0,10,0.0366716286742,ok
260,1.0,132,0.185256286578,ok
75215,1.0,1,0.55730809674,ok
75207,1.0,97,0.31222951311,ok
75244,1.0,79,1.32681017613,ok
75225,1.0,99,1.15789473684,ok
75210,1.0,34,0.0,ok
75249,1.0,60,0.040404040404,ok
75132,1.0,82,1.71082673868,ok
254,1.0,51,0.529455630127,ok
2350,1.0,72,1.84010958222,ok
75174,1.0,39,0.388384754991,ok
75187,1.0,32,0.0319596299411,ok
75250,1.0,70,0.406643864909,ok
75179,1.0,126,0.592920353982,ok
75139,1.0,57,0.031746031746,ok
266,1.0,9,0.0219363078382,ok
75150,1.0,111,0.511873350923,ok
75107,1.0,40,1.30138613861,ok
75146,1.0,25,0.189433962264,ok
75159,1.0,129,1.11111111111,ok
75106,1.0,54,1.5466588166,ok
75227,1.0,43,0.351627906977,ok
75192,1.0,33,0.8,ok
75092,1.0,30,0.716981132075,ok
2117,1.0,125,0.216670014059,ok
275,1.0,24,1.16966003849,ok
75153,1.0,48,0.189749182116,ok
75161,1.0,63,0.121274712305,ok
75127,1.0,102,0.765961515173,ok
75090,1.0,15,0.0510270868737,ok
2123,1.0,116,0.456523013779,ok
75230,1.0,18,0.323808572687,ok
75095,1.0,5,0.308571428571,ok
75105,1.0,4,1.8475383801,ok
75103,1.0,41,0.108864696734,ok
75134,1.0,127,0.0812148894553,ok
75156,1.0,86,0.380261248186,ok
75175,1.0,81,0.243140105397,ok
75221,1.0,26,0.596610235522,ok
75213,1.0,83,0.19209039548,ok
75219,1.0,77,0.0502692998205,ok
75125,1.0,45,0.0381861575179,ok
75177,1.0,93,0.288888888889,ok
75120,1.0,110,0.0400801603206,ok
75205,1.0,47,0.319131463673,ok
75166,1.0,50,0.183183183183,ok
75240,1.0,2,0.0566981656476,ok
75196,1.0,12,0.0289855072464,ok
75115,1.0,113,0.0212314225053,ok
75141,1.0,104,0.135974786132,ok
75197,1.0,121,0.397839492183,ok
75116,1.0,87,0.00934579439252,ok
75178,1.0,68,0.88351909155,ok
75222,1.0,92,0.520547945205,ok
75163,1.0,130,0.131627056673,ok
253,1.0,23,0.680298402256,ok
248,1.0,16,0.253073628496,ok
75181,1.0,56,0.0,ok
75117,1.0,115,0.0740740740741,ok
75202,1.0,6,0.482093481558,ok
75188,1.0,35,0.529297759486,ok
75154,1.0,22,0.185955783505,ok
75236,1.0,13,0.0339196257766,ok
75173,1.0,53,0.230600062834,ok
75223,1.0,52,0.190679839597,ok
75232,1.0,3,0.352941176471,ok
75148,1.0,100,0.255033557047,ok
75110,1.0,78,0.986498552916,ok
75129,1.0,91,1.08510638298,ok
75112,1.0,80,0.335298278708,ok
75233,1.0,73,0.087552742616,ok
75109,1.0,64,0.456438643673,ok
75184,1.0,20,0.323108384458,ok
75212,1.0,69,0.505592841163,ok
75133,1.0,96,1.09677419355,ok
75100,1.0,58,1.79487179487,ok
75099,1.0,42,0.959349593496,ok
75195,1.0,59,0.000375445841937,ok
75097,1.0,94,0.0591287788622,ok
75121,1.0,128,0.00205128205128,ok
246,1.0,67,0.00993812471102,ok
75182,1.0,11,0.377030937013,ok
75172,1.0,21,0.243816035421,ok
75108,1.0,7,0.0,ok
75093,1.0,90,1.07501410039,ok
75169,1.0,89,0.0389593378803,ok
75217,1.0,123,0.0,ok
75171,1.0,46,0.329455909944,ok
75193,1.0,98,0.111383313449,ok
75128,1.0,27,0.0212539851222,ok
75124,1.0,71,0.941176470588,ok
2119,1.0,117,0.478799176515,ok
75189,1.0,101,0.0291880359796,ok
75185,1.0,49,0.265572187349,ok
262,1.0,38,0.00272324902094,ok
75198,1.0,120,0.280896878401,ok
2122,1.0,8,0.986624483335,ok
242,1.0,75,0.0134183928295,ok
233,1.0,36,2.0,ok
252,1.0,28,0.168019946148,ok
75237,1.0,118,0.000545404963185,ok
75114,1.0,103,0.0349127182045,ok
244,1.0,29,0.146633174669,ok
75234,1.0,55,0.0480651731161,ok
75123,1.0,65,0.490060152719,ok
273,1.0,31,0.104377104377,ok
75201,1.0,84,0.277614644006,ok
75168,1.0,114,0.45409142205,ok
75243,1.0,14,1.20111502963,ok
3043,1.0,76,0.288888888889,ok
75235,1.0,119,0.00141248643998,ok
251,1.0,85,1.00105042017,ok
75143,1.0,61,0.0168233547749,ok
75191,1.0,19,0.278850773518,ok
75248,1.0,95,1.25835866261,ok
75239,1.0,74,0.0,ok
75203,1.0,62,0.31861883081,ok
% 
% 
% 
