@RELATION auto-sklearn_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE ClassOccurences NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC

@DATA
micro-mass,1.0,1e-05,1e-05,5e-05,1e-05,1e-05,0.00314,0.00108,7e-05,0.00145,8e-05,0.00077,0.0,8e-05,8e-05,0.00016,0.00018,0.00015,1e-05,0.00015,1e-05,0.00016,2e-05,1e-05,4e-05,9e-05,0.00047,0.0,0.0,0.00014,0.00026,7e-05,0.00047,9e-05,0.0001,0.00011,0.00017,0.00046,9e-05,9e-05,0.00011,0.00017,0.00029
microaggregation2,1.0,1e-05,1e-05,0.00033,1e-05,1e-05,0.00832,0.00714,1e-05,0.00079,1e-05,0.00042,0.0,2e-05,2e-05,5e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00015,2e-05,1e-05,4e-05,9e-05,0.00043,0.0,0.0,0.00012,0.00024,6e-05,0.00039,6e-05,7e-05,9e-05,0.00017,0.0004,7e-05,7e-05,9e-05,0.00017,0.00452
mnist_784,1.0,1e-05,1e-05,0.0011,1e-05,1e-05,0.13192,0.05897,3e-05,0.03319,4e-05,0.03984,0.0,4e-05,4e-05,8e-05,0.0001,6e-05,1e-05,8e-05,1e-05,0.00011,2e-05,1e-05,3e-05,6e-05,0.00034,0.0,0.0,9e-05,0.00019,5e-05,0.00048,8e-05,9e-05,0.0001,0.00021,0.00051,9e-05,9e-05,0.0001,0.00022,0.01136
mofn-3-7-10,1.0,1e-05,0.0,3e-05,1e-05,1e-05,0.00046,0.00038,1e-05,7e-05,1e-05,3e-05,0.0,2e-05,1e-05,3e-05,4e-05,2e-05,1e-05,2e-05,1e-05,9e-05,1e-05,0.0,2e-05,5e-05,0.00015,1e-05,1e-05,4e-05,7e-05,3e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.0003,5e-05,5e-05,7e-05,0.00013,0.0003
monks-problems-1,1.0,1e-05,0.0,3e-05,1e-05,1e-05,0.00023,0.00018,1e-05,5e-05,1e-05,2e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,9e-05,1e-05,0.0,2e-05,5e-05,0.00014,0.0,0.0,4e-05,7e-05,3e-05,0.0003,5e-05,5e-05,7e-05,0.00013,0.00029,5e-05,5e-05,6e-05,0.00013,0.0002
monks-problems-2,1.0,1e-05,0.0,3e-05,1e-05,1e-05,0.00026,0.0002,1e-05,5e-05,1e-05,2e-05,0.0,1e-05,1e-05,3e-05,6e-05,2e-05,1e-05,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00015,1e-05,1e-05,4e-05,7e-05,3e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.00029,5e-05,5e-05,6e-05,0.00013,0.00019
monks-problems-3,1.0,1e-05,1e-05,4e-05,1e-05,1e-05,0.00032,0.00024,1e-05,7e-05,1e-05,3e-05,0.0,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,2e-05,1e-05,0.00013,1e-05,1e-05,3e-05,7e-05,0.0002,1e-05,1e-05,5e-05,0.0001,4e-05,0.00037,6e-05,7e-05,9e-05,0.00016,0.00039,6e-05,7e-05,9e-05,0.00017,0.00025
mozilla4,1.0,1e-05,1e-05,0.00018,1e-05,1e-05,0.00459,0.00425,1e-05,0.00029,1e-05,7e-05,0.0,2e-05,1e-05,3e-05,4e-05,2e-05,1e-05,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.0003,0.0,0.0,9e-05,0.00016,4e-05,0.00027,4e-05,5e-05,6e-05,0.00012,0.0003,5e-05,5e-05,7e-05,0.00013,0.00257
mushroom,1.0,1e-05,0.0,9e-05,1e-05,0.0,0.00269,0.00231,1e-05,0.00026,1e-05,0.00014,0.0,2e-05,1e-05,4e-05,4e-05,2e-05,0.0,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00017,1e-05,1e-05,4e-05,8e-05,3e-05,0.0003,5e-05,5e-05,7e-05,0.00013,0.00032,5e-05,6e-05,7e-05,0.00014,0.00143
musk,1.0,1e-05,1e-05,0.0001,1e-05,1e-05,0.00617,0.00372,2e-05,0.00134,2e-05,0.00115,1e-05,3e-05,3e-05,6e-05,8e-05,4e-05,1e-05,5e-05,1e-05,0.00016,2e-05,1e-05,4e-05,9e-05,0.00024,0.0,1e-05,6e-05,0.00012,5e-05,0.00043,7e-05,8e-05,0.0001,0.00018,0.00048,8e-05,9e-05,0.00011,0.00021,0.00179
mv,1.0,1e-05,1e-05,0.00053,1e-05,1e-05,0.01636,0.01475,1e-05,0.00123,1e-05,0.0004,0.0,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00013,2e-05,1e-05,3e-05,8e-05,0.00022,1e-05,1e-05,5e-05,0.00011,5e-05,0.00039,6e-05,7e-05,9e-05,0.00017,0.00041,7e-05,7e-05,9e-05,0.00018,0.00942
no2,1.0,1e-05,1e-05,6e-05,1e-05,1e-05,0.00046,0.00033,1e-05,0.00011,2e-05,5e-05,1e-05,3e-05,3e-05,8e-05,9e-05,3e-05,1e-05,4e-05,1e-05,0.00022,2e-05,1e-05,6e-05,0.00013,0.00492,0.0,1e-05,0.00223,0.00258,0.0001,0.00041,7e-05,7e-05,9e-05,0.00017,0.00044,7e-05,8e-05,0.0001,0.00019,0.00034
nursery,1.0,1e-05,0.0,0.00016,1e-05,0.0,0.0038,0.00342,1e-05,0.00028,1e-05,0.0001,0.0,1e-05,2e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,9e-05,1e-05,0.0,3e-05,5e-05,0.00015,0.0,0.0,4e-05,8e-05,3e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.00038,5e-05,6e-05,8e-05,0.00019,0.00236
oil_spill,1.0,1e-05,1e-05,3e-05,1e-05,1e-05,0.00049,0.00031,1e-05,0.00013,1e-05,7e-05,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00012,1e-05,0.0,3e-05,7e-05,0.00032,0.0,0.0,0.0001,0.00018,4e-05,0.00032,6e-05,6e-05,7e-05,0.00013,0.00033,5e-05,6e-05,7e-05,0.00014,0.00025
one-hundred-plants-margin,1.0,1e-05,1e-05,9e-05,1e-05,1e-05,0.00109,0.00077,1e-05,0.00023,2e-05,0.00013,0.0,2e-05,2e-05,5e-05,7e-05,3e-05,1e-05,3e-05,1e-05,0.00018,2e-05,1e-05,5e-05,0.0001,0.00043,0.0,0.0,0.00014,0.00023,6e-05,0.0004,7e-05,7e-05,9e-05,0.00017,0.00041,7e-05,7e-05,9e-05,0.00018,0.00056
optdigits,1.0,1e-05,0.0,0.0001,1e-05,1e-05,0.00238,0.00172,1e-05,0.00035,1e-05,0.00034,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,0.0,2e-05,1e-05,0.00011,1e-05,0.0,3e-05,6e-05,0.00034,0.0,0.0,9e-05,0.00019,6e-05,0.00031,5e-05,5e-05,7e-05,0.00013,0.00033,6e-05,5e-05,7e-05,0.00014,0.00107
ova_breast,1.0,1e-05,1e-05,6e-05,1e-05,1e-05,0.03715,0.01234,0.00035,0.01396,0.00036,0.01156,0.0,0.00034,0.00034,0.00069,0.0007,0.00071,1e-05,0.00072,1e-05,0.00011,2e-05,1e-05,3e-05,6e-05,0.00038,0.0,0.0,0.0001,0.00023,5e-05,0.00195,0.00047,0.00042,0.00045,0.00061,0.00197,0.00047,0.00043,0.00047,0.0006,0.00041
ova_colon,1.0,1e-05,1e-05,6e-05,1e-05,1e-05,0.03664,0.01201,0.00035,0.01371,0.00036,0.01162,0.0,0.00034,0.00034,0.00068,0.00075,0.0007,1e-05,0.00071,1e-05,0.00011,2e-05,0.0,3e-05,6e-05,0.00038,0.0,0.0,9e-05,0.00024,5e-05,0.00195,0.00042,0.00042,0.00046,0.00064,0.00199,0.00043,0.00043,0.00047,0.00065,0.00036
ova_endometrium,1.0,1e-05,1e-05,6e-05,1e-05,1e-05,0.03777,0.01257,0.00038,0.01423,0.00041,0.01176,0.0,0.00049,0.00036,0.00073,0.00071,0.00069,1e-05,0.00071,1e-05,0.00011,2e-05,0.0,3e-05,6e-05,0.00034,0.0,0.0,9e-05,0.00019,5e-05,0.00204,0.00044,0.00045,0.0005,0.00065,0.00196,0.00042,0.00043,0.00048,0.00062,0.00037
ova_kidney,1.0,1e-05,0.0,6e-05,1e-05,1e-05,0.03804,0.01269,0.00036,0.01457,0.00035,0.01149,0.0,0.00034,0.00035,0.00071,0.0007,0.0007,1e-05,0.00072,1e-05,0.00011,2e-05,0.0,3e-05,7e-05,0.00035,0.0,0.0,0.0001,0.0002,5e-05,0.00199,0.00042,0.00048,0.00045,0.00064,0.002,0.00043,0.00044,0.00046,0.00067,0.00044
ova_lung,1.0,1e-05,1e-05,6e-05,1e-05,1e-05,0.03773,0.01192,0.00034,0.0149,0.00034,0.0116,0.0,0.00034,0.00034,0.00069,0.0007,0.00072,1e-05,0.00069,2e-05,0.00011,2e-05,0.0,3e-05,6e-05,0.00033,0.0,0.0,9e-05,0.00019,5e-05,0.00193,0.00042,0.00042,0.00046,0.00062,0.00201,0.00043,0.00046,0.00053,0.00059,0.00043
ova_ovary,1.0,1e-05,1e-05,6e-05,1e-05,1e-05,0.0381,0.0121,0.00034,0.01438,0.00036,0.01233,0.0,0.00034,0.00034,0.00068,0.00076,0.0007,1e-05,0.00071,1e-05,0.00011,2e-05,0.0,3e-05,6e-05,0.00034,0.0,0.0,9e-05,0.0002,5e-05,0.0021,0.00042,0.00049,0.00052,0.00066,0.00193,0.00042,0.00044,0.00046,0.00061,0.00036
ova_prostate,1.0,1e-05,1e-05,5e-05,1e-05,1e-05,0.03721,0.01208,0.00033,0.01388,0.00034,0.01193,0.0,0.00034,0.00037,0.00071,0.00073,0.00075,1e-05,0.00072,1e-05,0.00011,1e-05,1e-05,3e-05,6e-05,0.00041,0.0,0.0,0.00014,0.00022,5e-05,0.00201,0.0005,0.00043,0.00045,0.00062,0.00241,0.00047,0.00049,0.00053,0.00092,0.00038
ozone-level-8hr,1.0,1e-05,0.0,4e-05,1e-05,1e-05,0.00115,0.00081,1e-05,0.00022,1e-05,0.00014,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,0.0,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.0003,0.0,0.0,9e-05,0.00016,4e-05,0.0003,5e-05,5e-05,7e-05,0.00012,0.0003,5e-05,5e-05,7e-05,0.00013,0.00051
page-blocks,1.0,1e-05,0.0,6e-05,1e-05,0.0,0.00157,0.00138,1e-05,0.00015,1e-05,6e-05,0.0,2e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.0003,0.0,0.0,9e-05,0.00017,4e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.00029,5e-05,5e-05,7e-05,0.00013,0.00099
parity5_plus_5,1.0,1e-05,1e-05,3e-05,1e-05,1e-05,0.00043,0.00035,1e-05,7e-05,1e-05,3e-05,0.0,1e-05,1e-05,3e-05,4e-05,2e-05,1e-05,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00015,1e-05,1e-05,4e-05,7e-05,3e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.00028,5e-05,5e-05,6e-05,0.00012,0.00026
pbcseq,1.0,1e-05,1e-05,6e-05,1e-05,1e-05,0.00097,0.0008,1e-05,0.00013,1e-05,6e-05,0.0,2e-05,2e-05,5e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00013,1e-05,1e-05,3e-05,7e-05,0.0002,1e-05,1e-05,5e-05,0.0001,4e-05,0.00038,6e-05,7e-05,9e-05,0.00016,0.00042,7e-05,7e-05,0.0001,0.00018,0.00055
pc1,1.0,1e-05,0.0,3e-05,1e-05,0.0,0.00044,0.00033,1e-05,8e-05,1e-05,4e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00012,3e-05,0.0,3e-05,6e-05,0.00028,0.0,0.0,8e-05,0.00015,4e-05,0.00031,5e-05,5e-05,7e-05,0.00014,0.00031,5e-05,5e-05,8e-05,0.00013,0.00026
pc2,1.0,1e-05,1e-05,5e-05,1e-05,1e-05,0.002,0.0016,1e-05,0.00026,1e-05,0.00017,0.0,2e-05,1e-05,3e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00012,2e-05,0.0,3e-05,7e-05,0.00037,0.0,0.0,9e-05,0.00023,4e-05,0.00029,5e-05,6e-05,6e-05,0.00012,0.00033,6e-05,6e-05,7e-05,0.00015,0.00096
pc3,1.0,1e-05,1e-05,7e-05,1e-05,1e-05,0.00123,0.00093,1e-05,0.00023,2e-05,0.00011,1e-05,3e-05,3e-05,6e-05,8e-05,3e-05,1e-05,4e-05,1e-05,0.0002,2e-05,1e-05,5e-05,0.00013,0.00055,0.0,1e-05,0.00018,0.00029,8e-05,0.00038,6e-05,7e-05,9e-05,0.00016,0.0004,7e-05,7e-05,9e-05,0.00017,0.00064
pc4,1.0,1e-05,1e-05,4e-05,1e-05,1e-05,0.0006,0.00045,1e-05,0.00011,1e-05,6e-05,0.0,2e-05,2e-05,3e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00013,3e-05,0.0,3e-05,7e-05,0.00037,0.0,0.0,9e-05,0.00022,4e-05,0.0003,5e-05,6e-05,7e-05,0.00013,0.0003,5e-05,5e-05,7e-05,0.00013,0.00035
pendigits,1.0,1e-05,0.0,0.00022,1e-05,0.0,0.00334,0.00289,1e-05,0.00033,1e-05,0.00014,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00029,0.0,0.0,9e-05,0.00015,4e-05,0.00029,5e-05,5e-05,6e-05,0.00013,0.00032,5e-05,5e-05,7e-05,0.00015,0.00186
philippine,1.0,1e-05,1e-05,0.0001,1e-05,1e-05,0.0074,0.0039,2e-05,0.00173,2e-05,0.00183,0.0,3e-05,3e-05,8e-05,9e-05,4e-05,1e-05,6e-05,1e-05,0.00015,2e-05,1e-05,4e-05,9e-05,0.00045,0.0,0.0,0.00012,0.00025,7e-05,0.00046,8e-05,8e-05,0.0001,0.00019,0.00048,8e-05,9e-05,0.00011,0.0002,0.00145
phishingwebsites,1.0,1e-05,1e-05,0.00016,1e-05,1e-05,0.00493,0.00407,1e-05,0.00056,1e-05,0.00033,0.0,2e-05,2e-05,5e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00013,1e-05,1e-05,3e-05,8e-05,0.00023,1e-05,1e-05,6e-05,0.00011,4e-05,0.00039,7e-05,7e-05,9e-05,0.00017,0.00042,7e-05,8e-05,9e-05,0.00018,0.00287
pm10,1.0,1e-05,0.0,3e-05,1e-05,0.0,0.00024,0.00019,1e-05,6e-05,1e-05,2e-05,0.0,2e-05,3e-05,4e-05,7e-05,2e-05,1e-05,3e-05,1e-05,0.00013,3e-05,0.0,3e-05,7e-05,0.00032,0.0,0.0,9e-05,0.00019,4e-05,0.00028,5e-05,5e-05,7e-05,0.00012,0.00028,5e-05,5e-05,6e-05,0.00012,0.00022
pokerhand,1.0,1e-05,1e-05,0.00981,1e-05,1e-05,0.2429,0.22014,1e-05,0.01708,1e-05,0.0057,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,1e-05,4e-05,1e-05,0.00013,3e-05,1e-05,3e-05,7e-05,0.00032,1e-05,1e-05,6e-05,0.00016,9e-05,0.00044,6e-05,7e-05,8e-05,0.00023,0.0004,6e-05,6e-05,8e-05,0.00019,0.18134
pol,1.0,1e-05,1e-05,0.00015,1e-05,1e-05,0.00537,0.00418,1e-05,0.00069,1e-05,0.00052,0.0,2e-05,1e-05,3e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00011,1e-05,0.0,3e-05,6e-05,0.00032,0.0,0.0,9e-05,0.00018,5e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.00031,6e-05,6e-05,7e-05,0.00013,0.00265
pollen,1.0,1e-05,0.0,6e-05,1e-05,1e-05,0.00115,0.00103,1e-05,0.0001,1e-05,3e-05,0.0,2e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,1e-05,0.0,2e-05,6e-05,0.00028,0.0,0.0,9e-05,0.00015,4e-05,0.00034,5e-05,6e-05,7e-05,0.00016,0.00028,5e-05,5e-05,6e-05,0.00012,0.0008
porto-seguro,1.0,1e-05,1e-05,0.00486,3e-05,2e-05,0.2159,0.17649,1e-05,0.02374,1e-05,0.01569,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00011,2e-05,1e-05,3e-05,6e-05,0.00024,1e-05,1e-05,5e-05,0.00012,5e-05,0.00042,6e-05,7e-05,8e-05,0.00021,0.00049,7e-05,8e-05,8e-05,0.00026,0.09621
profb,1.0,1e-05,0.0,3e-05,1e-05,1e-05,0.00027,0.00021,1e-05,6e-05,1e-05,2e-05,0.0,1e-05,1e-05,3e-05,4e-05,2e-05,1e-05,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,5e-05,0.00015,0.0,1e-05,4e-05,7e-05,3e-05,0.0003,5e-05,5e-05,7e-05,0.00013,0.00033,5e-05,7e-05,7e-05,0.00014,0.00021
puma32h,1.0,1e-05,0.0,9e-05,1e-05,1e-05,0.00278,0.00228,1e-05,0.00033,1e-05,0.0002,0.0,1e-05,1e-05,3e-05,4e-05,2e-05,1e-05,2e-05,1e-05,0.00011,1e-05,0.0,3e-05,7e-05,0.00029,0.0,0.0,9e-05,0.00016,4e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.0003,5e-05,5e-05,7e-05,0.00012,0.00137
puma8nh,1.0,1e-05,1e-05,0.00014,1e-05,1e-05,0.00352,0.00315,1e-05,0.0003,1e-05,0.0001,0.0,2e-05,3e-05,5e-05,7e-05,2e-05,1e-05,4e-05,1e-05,0.00016,2e-05,1e-05,4e-05,9e-05,0.00044,0.0,0.0,0.00014,0.00024,6e-05,0.00038,6e-05,7e-05,9e-05,0.00016,0.00039,6e-05,7e-05,9e-05,0.00017,0.00231
qsar-biodeg,1.0,1e-05,1e-05,5e-05,1e-05,1e-05,0.00072,0.00053,1e-05,0.00015,1e-05,7e-05,0.0,2e-05,2e-05,5e-05,7e-05,2e-05,1e-05,3e-05,1e-05,0.00015,1e-05,1e-05,4e-05,9e-05,0.00043,0.0,0.0,0.00014,0.00023,6e-05,0.0004,7e-05,7e-05,9e-05,0.00017,0.0004,6e-05,7e-05,9e-05,0.00017,0.00039
quake,1.0,1e-05,0.0,4e-05,1e-05,1e-05,0.00083,0.00076,1e-05,7e-05,1e-05,2e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,1e-05,0.0,3e-05,7e-05,0.00029,0.0,0.0,8e-05,0.00015,5e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.00028,5e-05,5e-05,6e-05,0.00012,0.00046
ringnorm,1.0,1e-05,1e-05,0.00016,1e-05,1e-05,0.00452,0.00385,1e-05,0.00047,1e-05,0.00023,1e-05,3e-05,3e-05,6e-05,9e-05,3e-05,1e-05,3e-05,1e-05,0.00017,2e-05,1e-05,4e-05,0.00011,0.00051,0.0,0.0,0.00015,0.00027,7e-05,0.00038,6e-05,7e-05,9e-05,0.00017,0.00039,7e-05,7e-05,9e-05,0.00017,0.00243
rl,1.0,1e-05,1e-05,0.00034,1e-05,1e-05,0.0139,0.012,1e-05,0.00123,1e-05,0.0007,0.0,2e-05,2e-05,5e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00014,2e-05,1e-05,4e-05,8e-05,0.00024,1e-05,1e-05,6e-05,0.00012,5e-05,0.00032,5e-05,6e-05,8e-05,0.00014,0.00035,5e-05,6e-05,7e-05,0.00016,0.00712
rmftsa_ladata,1.0,1e-05,1e-05,6e-05,1e-05,1e-05,0.00045,0.00034,1e-05,0.00011,2e-05,4e-05,1e-05,3e-05,3e-05,7e-05,9e-05,3e-05,1e-05,4e-05,1e-05,0.0002,2e-05,1e-05,5e-05,0.00012,0.0006,0.0,1e-05,0.00018,0.00033,8e-05,0.00043,7e-05,9e-05,0.0001,0.00018,0.00045,7e-05,9e-05,0.0001,0.00019,0.00035
run_or_walk_information,1.0,1e-05,1e-05,0.00113,1e-05,1e-05,0.0343,0.03159,1e-05,0.00221,1e-05,0.00053,0.0,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00015,2e-05,1e-05,4e-05,9e-05,0.00044,0.0,0.0,0.00013,0.00025,6e-05,0.00039,6e-05,7e-05,9e-05,0.00017,0.00041,7e-05,7e-05,9e-05,0.00019,0.02035
satellite,1.0,1e-05,1e-05,0.0001,1e-05,1e-05,0.00331,0.00265,1e-05,0.00045,2e-05,0.00026,1e-05,3e-05,3e-05,6e-05,8e-05,3e-05,1e-05,4e-05,1e-05,0.00021,2e-05,1e-05,7e-05,0.00012,0.00055,0.0,0.0,0.00017,0.00029,8e-05,0.00038,6e-05,7e-05,9e-05,0.00016,0.0004,7e-05,7e-05,9e-05,0.00017,0.00169
satimage,1.0,1e-05,1e-05,0.0001,1e-05,1e-05,0.00224,0.0018,1e-05,0.00028,1e-05,0.00018,0.0,2e-05,1e-05,3e-05,4e-05,2e-05,1e-05,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00029,0.0,0.0,9e-05,0.00016,4e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.00029,5e-05,5e-05,7e-05,0.00012,0.0012
semeion,1.0,1e-05,1e-05,5e-05,1e-05,1e-05,0.00144,0.00072,1e-05,0.00042,2e-05,0.00033,0.0,2e-05,2e-05,5e-05,6e-05,3e-05,1e-05,4e-05,1e-05,0.00011,1e-05,0.0,3e-05,7e-05,0.00031,0.0,0.0,9e-05,0.00017,5e-05,0.00032,6e-05,6e-05,7e-05,0.00013,0.00036,6e-05,7e-05,8e-05,0.00015,0.00037
sensory,1.0,1e-05,1e-05,5e-05,1e-05,1e-05,0.00043,0.00033,1e-05,0.0001,1e-05,4e-05,0.0,3e-05,2e-05,5e-05,7e-05,2e-05,1e-05,3e-05,1e-05,0.00016,2e-05,1e-05,4e-05,9e-05,0.00026,1e-05,1e-05,7e-05,0.00012,5e-05,0.00029,5e-05,5e-05,7e-05,0.00012,0.00034,7e-05,7e-05,7e-05,0.00013,0.0003
skin-segmentation,1.0,1e-05,1e-05,0.00301,1e-05,1e-05,0.08777,0.08251,1e-05,0.00452,1e-05,0.00076,0.0,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00015,2e-05,1e-05,4e-05,9e-05,0.00055,0.0,0.0,0.00014,0.00033,7e-05,0.00039,6e-05,7e-05,9e-05,0.00017,0.00042,7e-05,7e-05,9e-05,0.00019,0.07012
socmob,1.0,1e-05,1e-05,3e-05,1e-05,1e-05,0.0004,0.00034,1e-05,6e-05,1e-05,2e-05,0.0,1e-05,1e-05,4e-05,4e-05,2e-05,1e-05,2e-05,1e-05,0.0001,1e-05,1e-05,3e-05,6e-05,0.00019,1e-05,1e-05,4e-05,0.00011,3e-05,0.00032,5e-05,6e-05,7e-05,0.00014,0.00033,6e-05,6e-05,7e-05,0.00014,0.00028
soybean,1.0,1e-05,1e-05,5e-05,1e-05,1e-05,0.00046,0.00032,1e-05,0.00011,1e-05,5e-05,0.0,2e-05,2e-05,5e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00013,1e-05,1e-05,4e-05,7e-05,0.00024,2e-05,1e-05,6e-05,0.00011,4e-05,0.00041,7e-05,8e-05,9e-05,0.00017,0.00043,7e-05,8e-05,0.0001,0.00018,0.00029
space_ga,1.0,1e-05,0.0,6e-05,1e-05,0.0,0.00098,0.00087,1e-05,0.0001,1e-05,3e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00028,0.0,0.0,9e-05,0.00015,4e-05,0.00027,4e-05,5e-05,6e-05,0.00012,0.00028,5e-05,5e-05,6e-05,0.00012,0.00059
spambase,1.0,1e-05,1e-05,9e-05,1e-05,1e-05,0.00258,0.00191,1e-05,0.00042,1e-05,0.00028,0.0,2e-05,2e-05,5e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00014,2e-05,1e-05,4e-05,8e-05,0.00041,0.0,0.0,0.00012,0.00022,6e-05,0.00029,5e-05,5e-05,7e-05,0.00012,0.0003,5e-05,6e-05,7e-05,0.00013,0.00114
speeddating,1.0,1e-05,1e-05,8e-05,1e-05,1e-05,0.00426,0.0028,1e-05,0.00079,1e-05,0.00069,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,0.0,3e-05,1e-05,0.00011,1e-05,1e-05,3e-05,6e-05,0.00022,2e-05,1e-05,6e-05,0.0001,4e-05,0.00033,6e-05,6e-05,7e-05,0.00013,0.00042,6e-05,9e-05,9e-05,0.00018,0.00145
splice,1.0,1e-05,0.0,6e-05,1e-05,0.0,0.00167,0.00117,1e-05,0.00033,1e-05,0.00019,0.0,3e-05,3e-05,4e-05,6e-05,2e-05,0.0,2e-05,1e-05,0.00014,3e-05,0.0,3e-05,9e-05,0.0002,2e-05,1e-05,5e-05,9e-05,3e-05,0.00039,7e-05,8e-05,9e-05,0.00015,0.00036,6e-05,6e-05,8e-05,0.00015,0.00058
