@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE average_precision NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75212,1.0,1,0.16512341034089895,ok
246,1.0,2,?,not_applicable
75178,1.0,3,?,not_applicable
75171,1.0,4,0.0887550636869866,ok
248,1.0,5,?,not_applicable
75231,1.0,6,?,not_applicable
75196,1.0,7,0.0002747755999267243,ok
75188,1.0,8,?,not_applicable
75248,1.0,9,0.6810602093884777,ok
75126,1.0,10,0.006674311646996611,ok
75234,1.0,11,0.006899933268162961,ok
75150,1.0,12,0.23399578496169404,ok
258,1.0,13,?,not_applicable
75168,1.0,14,?,not_applicable
75235,1.0,15,?,not_applicable
244,1.0,16,?,not_applicable
75221,1.0,17,?,not_applicable
75219,1.0,18,0.006712691671677318,ok
75202,1.0,19,?,not_applicable
3043,1.0,20,0.05506375879821879,ok
75205,1.0,21,?,not_applicable
75174,1.0,22,0.10531801123409645,ok
275,1.0,23,?,not_applicable
75213,1.0,24,0.041936349169275466,ok
75099,1.0,25,0.5022333187437142,ok
75184,1.0,26,0.12129861132577913,ok
75222,1.0,27,0.21559326045474714,ok
233,1.0,28,5.842925670007659e-05,ok
75114,1.0,29,0.013783901023106226,ok
236,1.0,30,?,not_applicable
75141,1.0,31,0.012157825315366244,ok
75107,1.0,32,0.4583775449502874,ok
262,1.0,33,?,not_applicable
75146,1.0,34,0.03235300923459594,ok
75189,1.0,35,0.0014471736348927733,ok
2350,1.0,36,0.5707237410842824,ok
75249,1.0,37,0.0029122637768774773,ok
242,1.0,38,?,not_applicable
75117,1.0,39,0.008280862635277386,ok
75191,1.0,40,0.057807890742150425,ok
261,1.0,41,0.34655969840600265,ok
75236,1.0,42,?,not_applicable
75095,1.0,43,0.05557088536188293,ok
75093,1.0,44,0.6232770240174773,ok
75223,1.0,45,?,not_applicable
75109,1.0,46,?,not_applicable
75197,1.0,47,?,not_applicable
75127,1.0,48,0.3152529081908554,ok
75143,1.0,49,0.0035025340846421837,ok
75153,1.0,50,0.01920221368233055,ok
75173,1.0,51,0.04690792647191433,ok
75215,1.0,52,0.004897009985816103,ok
75195,1.0,53,1.0801385901260119e-06,ok
75207,1.0,54,?,not_applicable
75225,1.0,55,0.5940959194743385,ok
75166,1.0,56,0.06500637875421555,ok
75100,1.0,57,0.983500701962392,ok
75169,1.0,58,?,not_applicable
75121,1.0,59,0.0,ok
75098,1.0,60,?,not_applicable
75115,1.0,61,0.011733935395969564,ok
75116,1.0,62,0.0008296925826821733,ok
75185,1.0,63,0.05923391940768985,ok
2119,1.0,64,?,not_applicable
75157,1.0,65,0.5107743543247277,ok
75113,1.0,66,0.01014718506549861,ok
75203,1.0,67,?,not_applicable
75182,1.0,68,0.10060431919463964,ok
251,1.0,69,?,not_applicable
75123,1.0,70,?,not_applicable
75125,1.0,71,0.009583682216643852,ok
75232,1.0,72,0.11706237289853583,ok
75103,1.0,73,0.031775122370021114,ok
75192,1.0,74,0.5033097381704522,ok
75230,1.0,75,?,not_applicable
75139,1.0,76,0.0019167649076011761,ok
75227,1.0,77,0.0870759275296118,ok
2120,1.0,78,?,not_applicable
75124,1.0,79,0.4676991332383039,ok
75240,1.0,80,0.021029116580781215,ok
75198,1.0,81,?,not_applicable
75201,1.0,82,?,not_applicable
75133,1.0,83,0.46574825307214884,ok
75154,1.0,84,?,not_applicable
75177,1.0,85,0.08262533543110306,ok
2117,1.0,86,0.03275769843221743,ok
75156,1.0,87,0.12925560311437256,ok
75097,1.0,88,0.016742399578129286,ok
75172,1.0,89,?,not_applicable
75106,1.0,90,0.8354934073272688,ok
75187,1.0,91,0.0012821066451785823,ok
75120,1.0,92,0.01217949409305763,ok
