@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE pac_score NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
2120,1.0,1,0.27466793150948454,ok
75193,1.0,2,0.1974125028496565,ok
2117,1.0,3,0.688525592925372,ok
75156,1.0,4,0.7485150216097792,ok
75129,1.0,5,0.9126786314795987,ok
75243,1.0,6,0.00027057169076194487,ok
75110,1.0,7,0.48809808526364795,ok
75239,1.0,8,0.24606408269552138,ok
75223,1.0,9,0.3416336600020824,ok
75221,1.0,10,0.87319749237838,ok
258,1.0,11,0.08515665965454522,ok
75121,1.0,12,0.09978637679805935,ok
253,1.0,13,0.942032684758037,ok
261,1.0,14,0.8578158529478693,ok
75240,1.0,15,0.1534631086570858,ok
75120,1.0,16,0.7763383139278541,ok
75124,1.0,17,0.7010372759058845,ok
75176,1.0,18,0.07595677837452808,ok
75103,1.0,19,0.08544452795134316,ok
75095,1.0,20,0.305250610437499,ok
273,1.0,21,0.2447733118417904,ok
75174,1.0,22,0.5176679690428525,ok
75153,1.0,23,0.3953127910412859,ok
75093,1.0,24,0.9708321254107773,ok
75119,1.0,25,0.7075168259715499,ok
75215,1.0,26,0.1395046438079275,ok
75169,1.0,27,0.40286643844470416,ok
75233,1.0,28,0.28712275718233704,ok
75231,1.0,29,0.7550606810114464,ok
75196,1.0,30,0.09367236779686283,ok
248,1.0,31,0.632450786038725,ok
75191,1.0,32,0.5810174933279146,ok
75217,1.0,33,0.07681351301801187,ok
260,1.0,34,0.3172753174665499,ok
75115,1.0,35,0.3751468337229744,ok
75123,1.0,36,0.7811022145462285,ok
75108,1.0,37,1.720076782119051e-07,ok
75101,1.0,38,0.822663872834745,ok
75192,1.0,39,1.001694844244213,ok
75232,1.0,40,0.6085054831820991,ok
75173,1.0,41,0.5006339221933666,ok
75197,1.0,42,0.59603241955134,ok
266,1.0,43,0.12306259014685672,ok
75148,1.0,44,0.6017601857380572,ok
75150,1.0,45,0.8604286466196958,ok
75100,1.0,46,2.1081070393595702,ok
75178,1.0,47,0.9914015195825332,ok
75236,1.0,48,0.4203438485731904,ok
75179,1.0,49,0.7012730710806891,ok
75213,1.0,50,0.3714326749986765,ok
2123,1.0,51,0.5614169030722486,ok
75227,1.0,52,0.47491851269662677,ok
75184,1.0,53,0.5822598852703849,ok
75142,1.0,54,0.2868430227206009,ok
236,1.0,55,0.13830995617401254,ok
2122,1.0,56,0.29790993424572965,ok
75166,1.0,57,0.43196624630494584,ok
75181,1.0,58,0.0006278190950504969,ok
75133,1.0,59,0.9685519669070596,ok
75134,1.0,60,0.01644010022552478,ok
75198,1.0,61,0.5010733121192189,ok
262,1.0,62,0.016548979102229855,ok
75234,1.0,63,0.11601135419166153,ok
75139,1.0,64,0.07831126188415571,ok
252,1.0,65,0.3948711707743623,ok
75117,1.0,66,0.6651764822817356,ok
75113,1.0,67,0.12907944861848353,ok
75098,1.0,68,0.2601723525968135,ok
246,1.0,69,0.2445014799347628,ok
75237,1.0,70,0.004739046746790265,ok
75195,1.0,71,0.02878550376045652,ok
75171,1.0,72,0.6216953183031793,ok
75250,1.0,73,0.6813583828998369,ok
75146,1.0,74,0.44930087684715614,ok
75116,1.0,75,0.14840435613448455,ok
75157,1.0,76,1.0024970690565176,ok
75187,1.0,77,0.15322111215738277,ok
2350,1.0,78,1.00451704039472,ok
242,1.0,79,0.23864652910938144,ok
244,1.0,80,0.5058556380881967,ok
75125,1.0,81,0.4310117453095451,ok
75185,1.0,82,0.5160139122216679,ok
75163,1.0,83,0.3866273316777268,ok
75177,1.0,84,0.23661640639746484,ok
75189,1.0,85,0.13728776235198936,ok
75244,1.0,86,0.7314666787809925,ok
75219,1.0,87,0.22393933954952727,ok
75222,1.0,88,0.4360598626004418,ok
75159,1.0,89,0.8870859291783637,ok
75175,1.0,90,0.429785279765893,ok
75109,1.0,91,0.7962399131093887,ok
254,1.0,92,0.00033173933918528853,ok
75105,1.0,93,1.1654408102304714,ok
75106,1.0,94,0.9897776606415439,ok
75212,1.0,95,0.8075539128316681,ok
75099,1.0,96,0.870601908931649,ok
75248,1.0,97,0.7688178538390722,ok
233,1.0,98,0.03214560705708469,ok
75235,1.0,99,0.009619203006592025,ok
75226,1.0,100,0.07454832278033507,ok
75132,1.0,101,1.4264245997259053,ok
75127,1.0,102,0.9109565501676926,ok
251,1.0,103,0.011607332520903624,ok
75161,1.0,104,0.26827301529924985,ok
75143,1.0,105,0.15372010557312799,ok
75114,1.0,106,0.2828516608367996,ok
75182,1.0,107,0.5349615530458015,ok
75112,1.0,108,0.5186878462897685,ok
75210,1.0,109,0.0021357211394525955,ok
75090,1.0,110,0.30121495111113017,ok
275,1.0,111,0.28379134672419515,ok
288,1.0,112,0.42249150837517746,ok
75092,1.0,113,0.6018019170215863,ok
3043,1.0,114,0.1729172525203393,ok
75249,1.0,115,0.1469392254144749,ok
75126,1.0,116,0.524608165152847,ok
75225,1.0,117,0.6691248106041314,ok
75141,1.0,118,0.23780940872022072,ok
75107,1.0,119,0.6706417997336753,ok
75097,1.0,120,1.1301626332802377,ok
