@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE balanced_accuracy NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75157,1.0,85,0.44931603773584905,ok
75187,1.0,86,0.020593754026542954,ok
2350,1.0,87,0.4952640221013421,ok
242,1.0,88,0.004331789533995378,ok
244,1.0,89,0.11343969141388521,ok
75125,1.0,90,0.0621250961291977,ok
75185,1.0,91,0.12535073059290713,ok
75163,1.0,92,0.06117614269788185,ok
75177,1.0,93,0.04913731581377778,ok
75189,1.0,94,0.02015899454340342,ok
75244,1.0,95,0.1666224092959312,ok
75219,1.0,96,0.019158835872639335,ok
75222,1.0,97,0.11577380952380956,ok
75159,1.0,98,0.20045570156846115,ok
75175,1.0,99,0.10523056421110388,ok
75109,1.0,100,0.33696542440354427,ok
254,1.0,101,0.0,ok
75105,1.0,102,0.24174124021825327,ok
75106,1.0,103,0.33800778312631385,ok
75212,1.0,104,0.2496413355360403,ok
75099,1.0,105,0.22883593545001313,ok
75248,1.0,106,0.18643306379155433,ok
233,1.0,107,0.004700390794615705,ok
75235,1.0,108,0.00035511363636364646,ok
75226,1.0,109,0.007153808834782449,ok
75132,1.0,110,0.34637386222512623,ok
75127,1.0,111,0.34576288991483284,ok
251,1.0,112,0.0,ok
75161,1.0,113,0.06489582242872982,ok
75143,1.0,114,0.019693515704154008,ok
75114,1.0,115,0.05751879699248119,ok
75182,1.0,116,0.1254544681768166,ok
75112,1.0,117,0.12875367136880178,ok
75210,1.0,118,0.0,ok
75205,1.0,119,0.19028934664409325,ok
75090,1.0,120,0.0464640668653431,ok
275,1.0,121,0.04051961054250397,ok
288,1.0,122,0.1223715609554249,ok
75092,1.0,123,0.14102564102564097,ok
3043,1.0,124,0.054804584190420225,ok
75249,1.0,125,0.0072835416889268645,ok
75126,1.0,126,0.1188027711625893,ok
75225,1.0,127,0.15847081218274117,ok
75141,1.0,128,0.056437375225376396,ok
75107,1.0,129,0.24343065908811168,ok
75097,1.0,130,0.23823680345419473,ok
% 
% 
% 
