@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE balanced_accuracy NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
2120,1.0,1,0.10556958043843834,ok
75193,1.0,2,0.08513855930851189,ok
2117,1.0,3,0.16822115894815637,ok
75156,1.0,4,0.21070093975154291,ok
75129,1.0,5,0.1815708589466689,ok
75243,1.0,6,0.0,ok
75110,1.0,7,0.11230750315286042,ok
75239,1.0,8,0.0,ok
75223,1.0,9,0.1182913173694512,ok
75221,1.0,10,0.49566105889692635,ok
258,1.0,11,0.00745226164110524,ok
75121,1.0,12,0.0,ok
253,1.0,13,0.4494675352360874,ok
261,1.0,14,0.29148629148629146,ok
75168,1.0,15,0.10329984650072788,ok
75240,1.0,16,0.01756237364199864,ok
75120,1.0,17,0.16850715746421263,ok
75124,1.0,18,0.16734209745972128,ok
75176,1.0,19,0.015804473971263944,ok
75103,1.0,20,0.004386951631046188,ok
75207,1.0,21,0.18335547526832308,ok
75095,1.0,22,0.02567308228286569,ok
273,1.0,23,0.04428148743424898,ok
75174,1.0,24,0.12475634976071803,ok
75153,1.0,25,0.09465892597968073,ok
75093,1.0,26,0.3308700656143253,ok
75119,1.0,27,0.07578512396694215,ok
75201,1.0,28,0.09696553247330397,ok
75215,1.0,29,0.028843720776720372,ok
75172,1.0,30,0.11662475609630518,ok
75169,1.0,31,0.036502716704171045,ok
75202,1.0,32,0.16444724679301626,ok
75233,1.0,33,0.07592506534998544,ok
75231,1.0,34,0.1331388888888888,ok
75196,1.0,35,0.005357142857142838,ok
248,1.0,36,0.22977896588549052,ok
75191,1.0,37,0.131422534782351,ok
75217,1.0,38,0.0,ok
260,1.0,39,0.06001600407537244,ok
75115,1.0,40,0.09756097560975607,ok
75123,1.0,41,0.32364194615770103,ok
75108,1.0,42,0.0,ok
75101,1.0,43,0.2803283277181181,ok
75192,1.0,44,0.47029670995757034,ok
75232,1.0,45,0.14129756706175922,ok
75173,1.0,46,0.11784090909090916,ok
75197,1.0,47,0.19270410214094857,ok
266,1.0,48,0.016279615886108822,ok
75148,1.0,49,0.13291589881052102,ok
75150,1.0,50,0.2582651910334133,ok
75100,1.0,51,0.22696166109339755,ok
75178,1.0,52,0.7427910860239428,ok
75236,1.0,53,0.030530526315346806,ok
75179,1.0,54,0.18651113627289928,ok
75213,1.0,55,0.08356326369728029,ok
2123,1.0,56,0.1794444444444444,ok
75227,1.0,57,0.12113098222234375,ok
75184,1.0,58,0.11994472480793394,ok
75142,1.0,59,0.0699871205010274,ok
236,1.0,60,0.031339344629509935,ok
2122,1.0,61,0.11435255678214984,ok
75188,1.0,62,0.23160466212056618,ok
75166,1.0,63,0.09196901123359202,ok
75181,1.0,64,0.0,ok
75133,1.0,65,0.14201430623552525,ok
75134,1.0,66,0.15516499496391878,ok
75198,1.0,67,0.1277370372676544,ok
262,1.0,68,0.002448280891329646,ok
75234,1.0,69,0.024155509645569007,ok
75139,1.0,70,0.012911840812542374,ok
252,1.0,71,0.15675524267180363,ok
75117,1.0,72,0.1000625390869293,ok
75113,1.0,73,0.004388517947840009,ok
75098,1.0,74,0.025049545997111955,ok
246,1.0,75,0.008952381588386182,ok
75203,1.0,76,0.10012960784403402,ok
75237,1.0,77,0.00040030779922362036,ok
75195,1.0,78,0.0005630630630630851,ok
75171,1.0,79,0.16383413016673276,ok
75128,1.0,80,0.0569027611044417,ok
75096,1.0,81,0.5279722393418924,ok
75250,1.0,82,0.3532764116376025,ok
75146,1.0,83,0.11364469908310082,ok
75116,1.0,84,0.010781401725024287,ok
