@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE precision NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
2117,1.0,1,0.12314880810960638,ok
75156,1.0,2,0.21173104434907009,ok
75129,1.0,3,0.5,ok
75239,1.0,4,0.015075376884422065,ok
75121,1.0,5,0.002049180327868827,ok
261,1.0,6,0.28301886792452835,ok
75240,1.0,7,0.05411255411255411,ok
75120,1.0,8,0.03929273084479368,ok
75124,1.0,9,0.40625,ok
75176,1.0,10,0.016474895397489586,ok
75103,1.0,11,0.03508771929824561,ok
75095,1.0,12,0.0757575757575758,ok
273,1.0,13,0.0554592720970537,ok
75174,1.0,14,0.18029556650246303,ok
75153,1.0,15,0.10684725357411584,ok
75093,1.0,16,0.4328358208955224,ok
75119,1.0,17,0.049212598425196874,ok
75215,1.0,18,0.03299856527977041,ok
75233,1.0,19,0.05633802816901412,ok
75196,1.0,20,0.04761904761904767,ok
75191,1.0,21,0.07494177284559533,ok
75115,1.0,22,0.014830508474576232,ok
75108,1.0,23,0.003289473684210509,ok
75101,1.0,24,0.27265865412529755,ok
75192,1.0,25,0.5048701298701299,ok
75232,1.0,26,0.19819819819819817,ok
75173,1.0,27,0.10912571793235482,ok
75148,1.0,28,0.19318181818181823,ok
75150,1.0,29,0.3045977011494253,ok
75100,1.0,30,0.9833333333333333,ok
75179,1.0,31,0.24677419354838714,ok
75213,1.0,32,0.10126582278481011,ok
75227,1.0,33,0.16502946954813358,ok
75184,1.0,34,0.1160928742994396,ok
75142,1.0,35,0.08311345646437995,ok
75166,1.0,36,0.16099773242630389,ok
75133,1.0,37,0.19999999999999996,ok
75234,1.0,38,0.026501766784452263,ok
75139,1.0,39,0.014897579143389184,ok
75117,1.0,40,0.0663983903420523,ok
75113,1.0,41,0.025179856115107868,ok
75237,1.0,42,7.793260388411216e-05,ok
75195,1.0,43,0.0,ok
75171,1.0,44,0.16778523489932884,ok
75146,1.0,45,0.11528545119705336,ok
75116,1.0,46,0.007025761124121788,ok
75157,1.0,47,0.5256916996047432,ok
75187,1.0,48,0.012722646310432517,ok
2350,1.0,49,0.5613577023498695,ok
75125,1.0,50,0.035211267605633756,ok
75185,1.0,51,0.11468812877263579,ok
75163,1.0,52,0.054781801299907174,ok
75177,1.0,53,0.078125,ok
75189,1.0,54,0.01115458410142578,ok
75244,1.0,55,0.368421052631579,ok
75219,1.0,56,0.030017921146953452,ok
75222,1.0,57,0.12903225806451613,ok
75159,1.0,58,0.5,ok
75175,1.0,59,0.1090342679127726,ok
254,1.0,60,0.0,ok
75105,1.0,61,0.9486682808716707,ok
75106,1.0,62,0.0,ok
75212,1.0,63,0.26291079812206575,ok
75099,1.0,64,0.3207547169811321,ok
75248,1.0,65,0.625,ok
233,1.0,66,0.014227642276422814,ok
75226,1.0,67,0.0014482259232440065,ok
75132,1.0,68,0.8016126007875493,ok
75127,1.0,69,0.37748310981143496,ok
75161,1.0,70,0.07846336398694753,ok
75143,1.0,71,0.009852216748768461,ok
75114,1.0,72,0.041362530413625254,ok
75182,1.0,73,0.15285640761708696,ok
75112,1.0,74,0.12591431556948796,ok
75210,1.0,75,0.0008058017727639033,ok
75092,1.0,76,0.36,ok
3043,1.0,77,0.078125,ok
75249,1.0,78,0.04081632653061229,ok
75126,1.0,79,0.05957446808510636,ok
75225,1.0,80,0.2222222222222222,ok
75141,1.0,81,0.08003597122302153,ok
75107,1.0,82,0.11969111969111967,ok
75097,1.0,83,0.02390088806051971,ok
