Time,Training (Empirical) Performance,Test Set Performance
0,1.0,1.0
5.689950942993164,0.8571428571428572,0.8571428571428572
33.803070068359375,0.35538703982466247,0.3710926533978228
50.5083863735199,0.35538703982466247,0.3710926533978228
53.56236505508423,0.35538703982466247,0.3710926533978228
184.71953105926514,0.35538703982466247,0.3710926533978228
192.62439632415771,0.35538703982466247,0.3710926533978228
194.5857675075531,0.35538703982466247,0.3710926533978228
202.7054636478424,0.35538703982466247,0.3710926533978228
206.47115683555603,0.35538703982466247,0.3710926533978228
571.0229885578156,0.35538703982466247,0.3710926533978228
824.447226524353,0.3354541150286786,0.3430808156919517
941.9030656814575,0.3354541150286786,0.3430808156919517
962.4760868549347,0.3354541150286786,0.3430808156919517
967.6905856132507,0.3354541150286786,0.3430808156919517
1038.4436995983124,0.3354541150286786,0.3430808156919517
1039.892011642456,0.3354541150286786,0.3430808156919517
1142.489152431488,0.3354541150286786,0.3430808156919517
1235.188857793808,0.3354541150286786,0.3430808156919517
1345.612991809845,0.3354541150286786,0.3430808156919517
1346.838970899582,0.3354541150286786,0.3430808156919517
1755.1267111301422,0.3354541150286786,0.3430808156919517
1817.79882478714,0.3354541150286786,0.3430808156919517
1821.676129579544,0.3354541150286786,0.3430808156919517
2072.450286388397,0.3354541150286786,0.3430808156919517
2098.6775598526,0.3354541150286786,0.3430808156919517
2121.533103942871,0.3230047458302291,0.33635430659201215
2165.092629671097,0.3230047458302291,0.33635430659201215
2181.8838181495667,0.3230047458302291,0.33635430659201215
2278.5835835933685,0.3230047458302291,0.33635430659201215
2301.9388937950134,0.3230047458302291,0.33635430659201215
2306.7618494033813,0.3230047458302291,0.33635430659201215
2359.034593105316,0.3230047458302291,0.33635430659201215
2425.71245098114,0.3230047458302291,0.33635430659201215
2492.1962265968323,0.32281801030052226,0.3332167594065414
2629.259544610977,0.32281801030052226,0.3332167594065414
2650.3185822963715,0.32281801030052226,0.3332167594065414
2716.960955142975,0.32281801030052226,0.3332167594065414
2736.8024628162384,0.32281801030052226,0.3332167594065414
2815.6683599948883,0.321236017959212,0.32474882127241345
3201.1088931560516,0.32053887407851533,0.33445192615463315
