@RELATION ChaLearn_AutoML_Challenge_2015_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE PCASkewnessFirstPC NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE PCA NUMERIC
@ATTRIBUTE LandmarkLDA NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE Landmark1NN NUMERIC
@ATTRIBUTE LandmarkNaiveBayes NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PCAKurtosisFirstPC NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE LandmarkDecisionNodeLearner NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE PCAFractionOfComponentsFor95PercentVariance NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassOccurences NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE LandmarkDecisionTree NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC

@DATA
182_acc,1.0,0.00131,2e-05,0.00124,0.00131,0.0,1e-05,2e-05,1e-05,0.00238,0.14467,1e-05,4e-05,0.59161,0.04258,0.00021,0.00084,2e-05,0.00111,2e-05,0.00035,5e-05,3e-05,8e-05,9e-05,1e-05,0.09319,0.0002,5e-05,0.00014,3e-05,0.00043,0.00013,0.02,1e-05,0.00045,8e-05,5e-05,0.00022,0.0002,0.00028,3e-05,0.00064,1e-05,6e-05,4e-05,1e-05,0.6936,2e-05,0.0,0.00191,4e-05,4e-05
184_acc,1.0,0.00443,2e-05,0.00564,0.00502,1e-05,2e-05,2e-05,1e-05,0.01024,0.74021,1e-05,4e-05,29.38612,0.2338,0.00013,0.00024,2e-05,0.00454,2e-05,0.00035,5e-05,3e-05,8e-05,9e-05,1e-05,0.1574,0.00065,5e-05,4e-05,6e-05,0.00062,0.00021,0.07448,1e-05,0.00044,9e-05,5e-05,0.0003,0.0002,0.00028,3e-05,0.00013,1e-05,4e-05,4e-05,1e-05,1.13582,1e-05,1e-05,0.00515,5e-05,2e-05
185_acc,1.0,0.00029,1e-05,0.00043,0.00035,0.0,1e-05,2e-05,0.0,0.00083,0.02494,1e-05,3e-05,0.05015,0.01335,7e-05,0.00019,1e-05,0.00037,2e-05,0.00033,5e-05,3e-05,8e-05,8e-05,1e-05,0.03464,4e-05,4e-05,4e-05,3e-05,0.00013,9e-05,0.00833,1e-05,0.00039,8e-05,4e-05,0.00017,0.00019,0.00023,3e-05,0.0001,1e-05,4e-05,3e-05,1e-05,0.10111,1e-05,1e-05,0.00046,5e-05,3e-05
18_acc,1.0,0.00036,1e-05,0.00044,0.00046,0.0,1e-05,2e-05,0.0,0.00085,0.02533,1e-05,3e-05,0.02856,0.02677,7e-05,0.00077,1e-05,0.00039,2e-05,0.00028,4e-05,3e-05,8e-05,8e-05,1e-05,0.04938,9e-05,5e-05,0.00014,2e-05,0.00013,0.0001,0.02535,1e-05,0.00033,7e-05,5e-05,0.00019,0.00014,0.00018,3e-05,0.00058,1e-05,4e-05,3e-05,1e-05,0.06241,1e-05,0.0,0.00052,4e-05,2e-05
21_acc,1.0,0.00032,1e-05,0.00048,0.00041,1e-05,1e-05,2e-05,1e-05,0.00092,0.03081,1e-05,4e-05,0.07387,0.01675,6e-05,0.0002,1e-05,0.0004,2e-05,0.00033,5e-05,3e-05,8e-05,8e-05,1e-05,0.01046,5e-05,4e-05,4e-05,4e-05,0.00012,9e-05,0.00816,1e-05,0.00036,7e-05,4e-05,0.00017,0.00019,0.00022,3e-05,0.0001,1e-05,4e-05,3e-05,1e-05,0.01936,1e-05,1e-05,0.00047,4e-05,3e-05
22_acc,1.0,0.00044,1e-05,0.00067,0.00047,0.0,1e-05,2e-05,0.0,0.00119,0.07999,1e-05,4e-05,0.17895,0.03554,0.00012,0.00077,2e-05,0.0005,2e-05,0.00036,5e-05,4e-05,9e-05,9e-05,1e-05,0.62054,9e-05,5e-05,0.00014,3e-05,0.00025,0.0001,0.02768,1e-05,0.00046,8e-05,5e-05,0.00019,0.0002,0.00028,3e-05,0.00058,1e-05,5e-05,3e-05,1e-05,0.68355,1e-05,1e-05,0.00077,5e-05,4e-05
23_acc,1.0,0.00034,1e-05,0.00046,0.00036,1e-05,1e-05,2e-05,1e-05,0.00087,0.02896,1e-05,4e-05,0.06378,0.01459,6e-05,0.0002,1e-05,0.00037,2e-05,0.00034,5e-05,3e-05,8e-05,8e-05,1e-05,0.01026,5e-05,4e-05,4e-05,4e-05,0.00013,9e-05,0.00757,1e-05,0.00038,7e-05,5e-05,0.00017,0.00019,0.00023,3e-05,0.00011,1e-05,4e-05,3e-05,1e-05,0.04367,1e-05,1e-05,0.00049,4e-05,3e-05
24_acc,1.0,0.00144,1e-05,0.00279,0.00157,1e-05,2e-05,2e-05,0.0,0.00497,1.00519,1e-05,4e-05,6.55143,0.05809,0.00014,0.00025,2e-05,0.00211,2e-05,0.00037,5e-05,3e-05,8e-05,9e-05,1e-05,0.08864,0.00017,6e-05,5e-05,7e-05,0.00041,0.0001,0.02381,1e-05,0.00045,8e-05,4e-05,0.00019,0.00022,0.00027,3e-05,0.00013,1e-05,4e-05,4e-05,1e-05,0.26679,2e-05,1e-05,0.00195,5e-05,3e-05
26_acc,1.0,0.00229,2e-05,0.00193,0.00245,1e-05,1e-05,2e-05,1e-05,0.00372,0.19012,1e-05,4e-05,2.73272,0.05437,9e-05,0.00023,2e-05,0.00175,2e-05,0.00035,5e-05,3e-05,8e-05,9e-05,1e-05,0.05605,0.00025,5e-05,5e-05,5e-05,0.00038,0.00014,0.02727,1e-05,0.00045,8e-05,5e-05,0.00023,0.0002,0.00028,3e-05,0.00012,1e-05,4e-05,4e-05,1e-05,0.16169,1e-05,1e-05,0.00273,5e-05,4e-05
273_acc,1.0,0.5173,3e-05,0.01871,0.02277,1e-05,5e-05,4e-05,2e-05,0.03642,0.0,1e-05,9e-05,9.41542,0.0,0.0016,0.00179,9e-05,0.01729,4e-05,0.00068,0.0001,8e-05,0.00015,0.00016,3e-05,0.0,0.00242,0.00019,0.00024,0.00042,1.32419,0.00037,5e-05,1e-05,0.0008,0.00019,7e-05,0.0005,0.00035,0.00043,8e-05,0.00136,2e-05,0.00029,5e-05,1e-05,1e-05,7e-05,1e-05,1.84291,0.00012,0.00019
28_acc,1.0,0.0012,1e-05,0.00131,0.00103,0.0,1e-05,2e-05,1e-05,0.00245,0.24154,1e-05,4e-05,1.82765,0.06417,0.00032,0.00103,2e-05,0.00109,2e-05,0.00037,5e-05,3e-05,8e-05,9e-05,1e-05,0.08121,0.00017,5e-05,0.00021,5e-05,0.00058,0.00011,0.0192,1e-05,0.00045,8e-05,5e-05,0.0002,0.00021,0.00028,3e-05,0.00076,1e-05,5e-05,3e-05,1e-05,0.52309,1e-05,0.0,0.00206,5e-05,4e-05
293_acc,1.0,2.36786,3e-05,0.06727,0.1013,1e-05,7e-05,2e-05,1e-05,0.13145,0.0,1e-05,4e-05,203.79104,0.0,0.00438,0.00159,4e-05,0.06414,2e-05,0.00038,5e-05,4e-05,9e-05,9e-05,1e-05,1e-05,0.01219,0.00013,0.0002,4e-05,0.32299,0.00031,2e-05,1e-05,0.00051,0.0001,6e-05,0.00043,0.00022,0.00032,3e-05,0.00125,3e-05,0.0001,5e-05,1e-05,0.0,5e-05,1e-05,2.69513,6e-05,5e-05
300_acc,1.0,0.00549,2e-05,0.01189,0.00144,0.0,2e-05,3e-05,1e-05,0.02139,14.43089,1e-05,7e-05,39.04745,0.9669,0.00474,0.00085,6e-05,0.00937,4e-05,0.00056,8e-05,8e-05,0.00012,0.00018,1e-05,40.73621,0.00026,5e-05,0.00014,0.00013,0.00555,0.00019,0.16677,1e-05,0.00098,0.00013,5e-05,0.00029,0.0003,0.00063,6e-05,0.00065,1e-05,0.00012,4e-05,1e-05,39.22567,4e-05,1e-05,0.01567,0.0001,9e-05
30_acc,1.0,0.00095,2e-05,0.00092,0.00109,1e-05,1e-05,2e-05,1e-05,0.00172,0.0392,1e-05,4e-05,0.10777,0.02567,0.0001,0.00121,2e-05,0.00076,2e-05,0.00039,5e-05,3e-05,9e-05,8e-05,1e-05,0.07628,0.00013,6e-05,0.00023,4e-05,0.00025,0.00016,0.02417,1e-05,0.00043,9e-05,5e-05,0.00027,0.00024,0.00027,3e-05,0.00091,1e-05,5e-05,5e-05,1e-05,0.32358,1e-05,1e-05,0.00126,5e-05,3e-05
31_acc,1.0,0.00023,1e-05,0.00056,0.00038,1e-05,1e-05,2e-05,1e-05,0.00099,0.06248,1e-05,4e-05,0.07926,0.01463,8e-05,0.00022,1e-05,0.00037,2e-05,0.00036,5e-05,3e-05,9e-05,8e-05,1e-05,0.0157,5e-05,4e-05,5e-05,5e-05,0.00014,9e-05,0.00728,1e-05,0.00041,8e-05,4e-05,0.00018,0.00021,0.00025,3e-05,0.00012,1e-05,4e-05,4e-05,1e-05,0.05728,2e-05,1e-05,0.00041,4e-05,3e-05
32_acc,1.0,0.00192,2e-05,0.0016,0.00198,0.0,2e-05,2e-05,1e-05,0.00312,0.11486,1e-05,4e-05,0.40688,0.06214,0.00015,0.00087,2e-05,0.00148,2e-05,0.00034,5e-05,3e-05,8e-05,8e-05,1e-05,0.09344,0.0003,5e-05,0.00015,4e-05,0.00041,0.0002,0.03321,1e-05,0.00037,8e-05,5e-05,0.0003,0.0002,0.00022,3e-05,0.00066,1e-05,5e-05,4e-05,1e-05,0.48562,1e-05,1e-05,0.00244,4e-05,3e-05
351_acc,1.0,2.15012,3e-05,0.0534,0.08485,1e-05,3e-05,2e-05,1e-05,0.10464,0.0,1e-05,4e-05,103.06146,1e-05,0.00396,0.00104,3e-05,0.05121,2e-05,0.00049,5e-05,4e-05,9e-05,0.0001,1e-05,1e-05,0.01033,7e-05,0.00016,4e-05,0.06484,0.00024,4e-05,1e-05,0.00063,0.0001,7e-05,0.00035,0.00032,0.00043,3e-05,0.00079,3e-05,7e-05,3e-05,1e-05,0.0,2e-05,1e-05,2.21885,6e-05,3e-05
354_acc,1.0,4.33936,3e-05,0.11227,0.17518,1e-05,4e-05,2e-05,1e-05,0.22278,0.0,1e-05,4e-05,531.76154,0.0,0.008,0.00108,3e-05,0.11047,2e-05,0.00038,5e-05,3e-05,9e-05,9e-05,1e-05,0.0,0.02294,7e-05,0.00016,4e-05,0.16842,0.00032,2e-05,1e-05,0.0005,0.00012,5e-05,0.00044,0.00022,0.00033,3e-05,0.00084,3e-05,9e-05,5e-05,1e-05,0.0,2e-05,1e-05,4.51571,4e-05,4e-05
357_acc,1.0,0.44077,3e-05,0.03219,0.01724,1e-05,4e-05,2e-05,1e-05,0.06279,0.0,1e-05,4e-05,41.32324,0.0,0.00627,0.00107,5e-05,0.03053,2e-05,0.0004,6e-05,4e-05,0.0001,0.0001,1e-05,0.0,0.00212,7e-05,0.00017,7e-05,0.79923,0.00019,4e-05,1e-05,0.00055,0.00026,5e-05,0.00029,0.00023,0.00036,3e-05,0.00081,3e-05,0.0001,4e-05,1e-05,0.0,3e-05,1e-05,1.24617,5e-05,6e-05
36_acc,1.0,0.00046,1e-05,0.00061,0.00055,0.0,1e-05,2e-05,1e-05,0.00112,0.03934,1e-05,4e-05,0.07685,0.02656,9e-05,0.00085,2e-05,0.00047,2e-05,0.00036,5e-05,3e-05,9e-05,8e-05,1e-05,0.0879,0.00011,5e-05,0.00014,3e-05,0.00018,0.00012,0.01617,1e-05,0.00038,8e-05,5e-05,0.00021,0.0002,0.00022,3e-05,0.00065,1e-05,4e-05,3e-05,1e-05,0.13408,1e-05,0.0,0.0007,4e-05,3e-05
389_acc,1.0,0.01128,2e-05,0.00238,0.00056,1e-05,3e-05,7e-05,1e-05,0.00427,0.0,1e-05,0.00012,0.55485,0.0,0.00049,0.00085,0.00013,0.00162,7e-05,0.00071,0.00015,0.0001,0.00016,0.00017,1e-05,0.0,0.00014,5e-05,0.00014,0.00027,0.38023,0.00012,1e-05,1e-05,0.00078,0.00019,5e-05,0.0002,0.00032,0.00039,0.0001,0.00065,1e-05,0.00027,2e-05,1e-05,1e-05,0.00012,1e-05,0.39174,0.00011,0.00023
38_acc,1.0,0.00075,1e-05,0.00101,0.00091,1e-05,2e-05,2e-05,1e-05,0.00188,0.12756,1e-05,4e-05,0.60894,0.02412,0.0001,0.00028,2e-05,0.00081,3e-05,0.00038,6e-05,3e-05,9e-05,9e-05,1e-05,0.03268,0.0001,6e-05,6e-05,5e-05,0.00028,0.00013,0.01111,1e-05,0.00041,9e-05,5e-05,0.00022,0.00022,0.00025,3e-05,0.00014,1e-05,5e-05,4e-05,1e-05,0.0878,2e-05,1e-05,0.00109,4e-05,3e-05
390_acc,1.0,0.04918,3e-05,2e-05,0.00193,1e-05,9e-05,0.00075,1e-05,3e-05,0.0,1e-05,0.00152,6.88898,0.0,0.00161,0.00141,0.00183,0.0,0.00077,0.0067,0.00162,0.00159,0.00172,0.00181,6e-05,0.0,0.00043,0.00011,0.00028,1e-05,40.96697,0.00026,2e-05,1e-05,0.00705,0.00166,7e-05,0.00037,0.00194,0.00201,0.00152,0.00101,2e-05,0.0032,4e-05,1e-05,0.0,0.00165,1e-05,41.01427,0.00163,0.00301
391_acc,1.0,0.00743,2e-05,0.00115,0.00059,0.0,3e-05,9e-05,1e-05,0.00194,0.0,1e-05,0.00018,0.11108,0.0,0.00013,0.00088,0.00019,0.0006,9e-05,0.001,0.0002,0.00018,0.00024,0.00025,1e-05,0.0,0.0001,6e-05,0.00015,0.00019,0.14736,0.00012,1e-05,1e-05,0.00106,0.00026,5e-05,0.00021,0.0004,0.00044,0.00018,0.00066,1e-05,0.00038,3e-05,1e-05,1e-05,0.00015,1e-05,0.15455,0.00019,0.00032
392_acc,1.0,0.00495,2e-05,0.00213,0.00039,1e-05,3e-05,0.0001,1e-05,0.00317,0.0,1e-05,0.00015,0.07889,2e-05,0.00014,0.00096,0.00021,0.00077,0.0001,0.00091,0.00022,0.00014,0.0002,0.00025,1e-05,0.0,0.00011,6e-05,0.00017,0.00026,0.12626,0.00013,3e-05,1e-05,0.0012,0.00029,5e-05,0.00022,0.00042,0.00063,0.00014,0.00072,1e-05,0.00045,3e-05,1e-05,1e-05,0.00018,1e-05,0.13095,0.00018,0.00035
393_acc,1.0,0.01519,5e-05,4e-05,0.00069,1e-05,8e-05,0.00035,1e-05,5e-05,0.0,1e-05,0.00045,0.68795,0.0,0.00054,0.00099,0.00082,1e-05,0.00035,0.00214,0.00072,0.00045,0.00052,0.00055,4e-05,0.0,0.00022,0.00012,0.00016,1e-05,2.51036,0.00018,1e-05,1e-05,0.00232,0.0008,5e-05,0.00027,0.00073,0.00085,0.00044,0.0007,2e-05,0.00157,3e-05,1e-05,0.0,0.00072,1e-05,2.52455,0.00046,0.00132
395_acc,1.0,0.00789,2e-05,0.00128,0.00046,1e-05,3e-05,0.00012,1e-05,0.00238,0.0,1e-05,0.00016,0.13907,0.0,0.00014,0.00098,0.00025,0.00079,0.00012,0.00094,0.00025,0.00016,0.00022,0.00024,1e-05,0.0,0.00012,6e-05,0.00017,0.00032,0.21179,0.00015,1e-05,1e-05,0.00103,0.00032,6e-05,0.00025,0.0004,0.00045,0.00016,0.00074,1e-05,0.00049,3e-05,1e-05,1e-05,0.0002,1e-05,0.21936,0.00018,0.00041
396_acc,1.0,0.01566,4e-05,4e-05,0.00065,1e-05,7e-05,0.00036,1e-05,5e-05,0.0,1e-05,0.00059,0.82662,0.0,0.00041,0.0009,0.00077,1e-05,0.00036,0.00273,0.00076,0.00049,0.00066,0.00068,3e-05,0.0,0.00021,7e-05,0.00014,1e-05,2.77191,0.00012,1e-05,1e-05,0.00268,0.00084,5e-05,0.00021,0.00099,0.001,0.00048,0.00068,2e-05,0.00159,3e-05,1e-05,0.0,0.0007,1e-05,2.78649,0.00051,0.00133
398_acc,1.0,0.00886,2e-05,0.00195,0.00051,1e-05,5e-05,0.00024,1e-05,0.00339,0.0,1e-05,0.00033,0.2497,1e-05,0.0003,0.00147,0.00055,0.00111,0.00024,0.0017,0.0005,0.00031,0.0004,0.00043,3e-05,0.0,0.00012,8e-05,0.00036,0.00032,0.93604,0.00017,3e-05,1e-05,0.00194,0.00062,6e-05,0.00027,0.00064,0.00084,0.00032,0.00102,2e-05,0.00104,4e-05,1e-05,1e-05,0.00045,1e-05,0.9442,0.00036,0.00093
399_acc,1.0,0.054,3e-05,4e-05,0.00192,1e-05,6e-05,0.00031,1e-05,6e-05,0.0,1e-05,0.00061,3.55371,1e-05,0.00053,0.0009,0.00077,1e-05,0.00031,0.00292,0.00064,0.00061,0.00072,0.00077,4e-05,0.0,0.00039,7e-05,0.00016,1e-05,3.48451,0.00016,5e-05,1e-05,0.00322,0.00073,5e-05,0.00025,0.00097,0.00118,0.00062,0.00067,2e-05,0.00131,3e-05,1e-05,0.0,0.00064,1e-05,3.53763,0.00066,0.00117
3_acc,1.0,0.00078,2e-05,0.00118,0.00083,1e-05,2e-05,2e-05,1e-05,0.00234,0.17762,1e-05,4e-05,0.80036,0.0277,0.00015,0.00036,3e-05,0.00108,2e-05,0.0004,6e-05,4e-05,9e-05,0.00011,1e-05,0.03095,0.00012,8e-05,9e-05,8e-05,0.00035,0.0002,0.01402,1e-05,0.00082,0.00011,5e-05,0.00032,0.00024,0.00061,3e-05,0.00017,1e-05,7e-05,5e-05,1e-05,0.07786,3e-05,1e-05,0.00122,6e-05,4e-05
401_acc,1.0,0.0049,2e-05,0.00103,0.00033,1e-05,3e-05,0.0001,1e-05,0.0018,0.0,1e-05,0.00015,0.07389,0.0,0.00013,0.00085,0.00022,0.00053,0.0001,0.00085,0.00022,0.00014,0.00021,0.00021,1e-05,1e-05,0.00011,5e-05,0.00015,0.00025,0.13757,0.00012,1e-05,1e-05,0.00091,0.00028,5e-05,0.00021,0.00035,0.00041,0.00014,0.00064,1e-05,0.00044,3e-05,1e-05,1e-05,0.00018,1e-05,0.1422,0.00015,0.00037
44_acc,1.0,0.00103,2e-05,0.0012,0.00107,0.0,2e-05,2e-05,1e-05,0.00232,0.17214,1e-05,4e-05,0.80762,0.03039,0.00029,0.00091,3e-05,0.00106,2e-05,0.00036,5e-05,3e-05,8e-05,9e-05,1e-05,0.08789,0.00015,6e-05,0.00015,6e-05,0.0005,0.00018,0.01685,1e-05,0.00047,9e-05,5e-05,0.00028,0.00021,0.00029,3e-05,0.0007,1e-05,7e-05,4e-05,1e-05,0.73317,2e-05,0.0,0.00178,5e-05,4e-05
46_acc,1.0,0.00076,2e-05,0.00279,0.00068,1e-05,2e-05,2e-05,1e-05,0.00499,1.8447,1e-05,5e-05,3.39318,0.07036,0.00022,0.0003,3e-05,0.00206,2e-05,0.00042,6e-05,4e-05,9e-05,0.00011,1e-05,0.1268,0.00011,7e-05,7e-05,0.00014,0.00042,0.00012,0.02756,1e-05,0.00058,9e-05,5e-05,0.00021,0.00024,0.00038,4e-05,0.00015,1e-05,6e-05,4e-05,1e-05,0.48373,2e-05,1e-05,0.00135,5e-05,5e-05
554_acc,1.0,0.04506,2e-05,0.11199,0.01132,1e-05,2e-05,4e-05,1e-05,0.22322,141.94678,1e-05,9e-05,3007.96931,6.12012,0.05291,0.00105,8e-05,0.11104,4e-05,0.00082,9e-05,8e-05,0.00017,0.00014,1e-05,11.62876,0.00161,8e-05,0.00017,0.00019,0.0577,0.00022,0.91616,1e-05,0.00084,0.00014,6e-05,0.00035,0.00049,0.00051,7e-05,0.0008,2e-05,0.00016,6e-05,1e-05,148.38777,6e-05,1e-05,0.15553,0.0001,0.00012
57_acc,1.0,0.00076,2e-05,0.00098,0.00081,1e-05,1e-05,2e-05,1e-05,0.00188,0.12416,1e-05,4e-05,0.4854,0.02973,0.0001,0.00026,2e-05,0.00084,2e-05,0.00036,6e-05,4e-05,8e-05,8e-05,1e-05,0.03516,0.00013,6e-05,5e-05,6e-05,0.00029,0.00014,0.01263,1e-05,0.00041,9e-05,5e-05,0.00023,0.00021,0.00025,3e-05,0.00014,1e-05,6e-05,4e-05,1e-05,0.05313,2e-05,1e-05,0.00111,4e-05,3e-05
60_acc,1.0,0.00127,2e-05,0.00113,0.00105,1e-05,2e-05,2e-05,1e-05,0.00221,0.13276,1e-05,4e-05,1.03001,0.03034,0.0002,0.00134,2e-05,0.00101,2e-05,0.00038,5e-05,3e-05,8e-05,9e-05,1e-05,0.18996,0.00017,6e-05,0.00033,6e-05,0.00041,0.00017,0.02293,1e-05,0.00048,9e-05,5e-05,0.00027,0.00023,0.00031,3e-05,0.00094,1e-05,6e-05,4e-05,1e-05,1.43269,2e-05,1e-05,0.00183,5e-05,4e-05
679_acc,1.0,0.00021,1e-05,0.00037,0.00033,0.0,1e-05,2e-05,1e-05,0.0007,0.01571,1e-05,3e-05,0.01487,0.01438,4e-05,0.00086,1e-05,0.0003,2e-05,0.00027,5e-05,3e-05,8e-05,8e-05,1e-05,0.00793,7e-05,5e-05,0.00014,3e-05,8e-05,0.00011,0.00796,1e-05,0.00033,8e-05,5e-05,0.0002,0.00014,0.00018,3e-05,0.00066,1e-05,4e-05,3e-05,1e-05,0.01334,1e-05,0.0,0.0003,4e-05,2e-05
6_acc,1.0,0.00398,2e-05,0.00293,0.00342,0.0,2e-05,2e-05,1e-05,0.00561,0.24369,1e-05,4e-05,2.22552,0.17329,0.00036,0.00088,3e-05,0.00264,2e-05,0.00035,5e-05,3e-05,8e-05,0.0001,1e-05,0.12221,0.00056,6e-05,0.00014,5e-05,0.00074,0.00023,0.06555,1e-05,0.00046,9e-05,5e-05,0.00034,0.00021,0.00028,3e-05,0.00067,1e-05,5e-05,4e-05,1e-05,0.77021,1e-05,0.0,0.00504,4e-05,3e-05
715_acc,1.0,0.00023,1e-05,0.00053,0.00041,0.0,1e-05,2e-05,1e-05,0.00091,0.03116,1e-05,4e-05,0.04451,0.01405,8e-05,0.00095,2e-05,0.00034,2e-05,0.00037,5e-05,3e-05,8e-05,8e-05,1e-05,0.05881,0.0001,6e-05,0.00017,4e-05,0.00017,0.00013,0.01014,1e-05,0.00038,9e-05,5e-05,0.00023,0.00021,0.00023,3e-05,0.00072,1e-05,5e-05,4e-05,1e-05,0.12786,1e-05,0.0,0.00044,4e-05,3e-05
718_acc,1.0,0.00031,2e-05,0.00063,0.00038,0.0,1e-05,2e-05,1e-05,0.00114,0.12465,1e-05,4e-05,0.12206,0.01679,0.00024,0.00097,3e-05,0.00043,2e-05,0.00037,5e-05,3e-05,9e-05,8e-05,1e-05,0.20108,0.0001,6e-05,0.00018,8e-05,0.00031,0.00013,0.01062,1e-05,0.00041,0.0001,5e-05,0.00022,0.00021,0.00025,3e-05,0.00073,1e-05,7e-05,4e-05,1e-05,0.52856,2e-05,0.0,0.0008,4e-05,4e-05
720_acc,1.0,0.00073,2e-05,0.0008,0.00111,1e-05,1e-05,2e-05,1e-05,0.00151,0.03596,1e-05,4e-05,0.06547,0.02005,0.0001,0.00021,2e-05,0.00067,2e-05,0.00036,5e-05,3e-05,8e-05,8e-05,1e-05,0.03838,0.00012,4e-05,4e-05,4e-05,0.00019,0.00016,0.01803,1e-05,0.0004,9e-05,5e-05,0.00026,0.00021,0.00025,3e-05,0.00012,1e-05,5e-05,4e-05,1e-05,0.15468,1e-05,1e-05,0.00098,4e-05,2e-05
722_acc,1.0,0.00378,2e-05,0.00359,0.00306,0.0,2e-05,2e-05,1e-05,0.00643,0.36066,1e-05,4e-05,12.88387,0.06598,0.0005,0.00094,2e-05,0.00279,2e-05,0.00038,5e-05,3e-05,9e-05,9e-05,1e-05,0.12195,0.00031,6e-05,0.00017,5e-05,0.00107,0.00017,0.04051,1e-05,0.00044,9e-05,5e-05,0.00026,0.00023,0.00027,3e-05,0.00071,1e-05,8e-05,4e-05,1e-05,0.51288,1e-05,0.0,0.00531,4e-05,4e-05
723_acc,1.0,0.00023,1e-05,0.00044,0.00034,0.0,1e-05,2e-05,0.0,0.0008,0.02735,1e-05,4e-05,0.04087,0.01254,7e-05,0.0008,1e-05,0.00032,2e-05,0.00034,5e-05,3e-05,8e-05,8e-05,1e-05,0.05596,7e-05,5e-05,0.00014,3e-05,0.00014,0.0001,0.00898,1e-05,0.00036,8e-05,5e-05,0.00019,0.00019,0.00021,3e-05,0.0006,1e-05,4e-05,3e-05,1e-05,0.12062,1e-05,0.0,0.00041,4e-05,3e-05
727_acc,1.0,0.00677,2e-05,0.00465,0.00744,0.0,2e-05,2e-05,1e-05,0.00929,0.24081,1e-05,4e-05,4.1074,0.0969,0.00043,0.00082,2e-05,0.00459,2e-05,0.00039,5e-05,3e-05,8e-05,9e-05,1e-05,0.11057,0.00079,6e-05,0.00014,5e-05,0.00113,0.00019,0.07035,1e-05,0.00052,8e-05,5e-05,0.00029,0.00024,0.00034,3e-05,0.00061,1e-05,5e-05,4e-05,1e-05,0.37971,1e-05,0.0,0.0083,5e-05,3e-05
728_acc,1.0,0.00073,2e-05,0.0008,0.00096,0.0,1e-05,2e-05,1e-05,0.00154,0.0309,1e-05,4e-05,0.20354,0.01909,9e-05,0.00097,2e-05,0.00069,2e-05,0.00036,5e-05,3e-05,8e-05,8e-05,1e-05,0.01542,0.00014,6e-05,0.00019,5e-05,0.0002,0.00021,0.01225,1e-05,0.00039,9e-05,5e-05,0.00031,0.00021,0.00024,3e-05,0.00072,1e-05,5e-05,4e-05,1e-05,0.02344,1e-05,1e-05,0.00099,4e-05,2e-05
