@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE balanced_accuracy NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75161,1.0,112,0.08277383139196026,ok
75143,1.0,113,0.017181695373184702,ok
75114,1.0,114,0.034791524265208484,ok
75182,1.0,115,0.1360109923276095,ok
75112,1.0,116,0.1477333735943931,ok
75210,1.0,117,0.0,ok
75205,1.0,118,0.1916783952293486,ok
75090,1.0,119,0.10262125025576962,ok
275,1.0,120,0.041190711460148854,ok
288,1.0,121,0.14344937049478246,ok
75092,1.0,122,0.10984848484848486,ok
3043,1.0,123,0.04425716804500235,ok
75249,1.0,124,0.013258182854293588,ok
75126,1.0,125,0.12520747636573581,ok
75225,1.0,126,0.10485406091370564,ok
75141,1.0,127,0.05863227105456237,ok
75107,1.0,128,0.28251633008867305,ok
75097,1.0,129,0.47931992380750144,ok
% 
% 
% 
