@RELATION automl_competition_2015_phase2_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE pac_metric NUMERIC
@ATTRIBUTE acc_metric NUMERIC
@ATTRIBUTE auc_metric NUMERIC
@ATTRIBUTE bac_metric NUMERIC
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE f1_metric NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
38_bac,1,941,0.645999269,0.0803212851,0.0127639458,0.0427715997,3.0180621147,0.495049505,ok
38_bac,1,942,0.2664172068,0.0465863454,0.0054252397,0.0494124533,3.6229510307,0.3276836158,ok
38_bac,1,943,0.3003934971,0.0385542169,0.0061230922,0.0328328306,3.439260006,0.275862069,ok
1067_bac,1,96,1.1051459034,0.5316091954,0.3347663139,0.496031746,3.1583800316,1.0481586402,ok
1067_bac,1,97,1.1051459034,0.5316091954,0.3347663139,0.496031746,3.1330032349,1.0481586402,ok
1067_bac,1,98,1.2345985264,0.6235632184,0.3966521794,0.5353363568,9.8742439747,1.1156812339,ok
1067_bac,1,99,1.2339750861,0.4310344828,0.3808736458,0.5120937264,2.933743,1.0067114094,ok
1067_bac,1,90,1.1051459034,0.5316091954,0.3347663139,0.496031746,3.1572549343,1.0481586402,ok
1067_bac,1,91,1.0824710014,0.4885057471,0.3444035021,0.5007558579,3.0223579407,1.0303030303,ok
1067_bac,1,92,1.1051459034,0.5316091954,0.3347663139,0.496031746,3.1323461533,1.0481586402,ok
1067_bac,1,93,1.0910687099,0.5344827586,0.3798658352,0.5430839002,3.056456089,1.0877192983,ok
1067_bac,1,94,1.257239368,0.5488505747,0.3597411187,0.5137944067,3.1349010468,1.0700280112,ok
1067_bac,1,95,1.1207657113,0.4913793103,0.3430177627,0.4722222222,3.0355238915,1.0088495575,ok
26_bac,1,416,0.0045517706,0.0002921926,8.61532995828E-005,0.25,11.3326048851,0.2511520737,ok
26_bac,1,417,0.0054907053,0.0005843852,4.79616306954E-005,0.2523148148,7.8880808353,0.2524035617,ok
26_bac,1,418,0.0318608777,0.0008765778,1.14227819914E-005,0.0005423796,10.3988471031,0.0005472236,ok
26_bac,1,419,0.0036590073,0.0002921926,0.000015099,0.25,33.9564628601,0.2511520737,ok
26_bac,1,420,0.0563527255,0.0029219261,0.0004421552,0.2644215593,6.6640329361,0.2604192434,ok
26_bac,1,411,0.0032078202,0.0002921926,2.04281019629E-005,0.25,44.8679778576,0.2511520737,ok
26_bac,1,412,0.0048065792,0.0002921926,9.05941913136E-005,0.25,85.9962980747,0.2511520737,ok
26_bac,1,413,0.0034067254,0.0002921926,1.59872102317E-005,0.25,60.8590521812,0.2511520737,ok
26_bac,1,414,0.0041013054,0.0002921926,2.66453503883E-006,0.25,21.2142729759,0.2511520737,ok
26_bac,1,415,0.0047473296,0.0002921926,0.000089706,0.25,13.7719709873,0.2511520737,ok
389_bac,1,150,0.7437559112,0.1661791872,0.0542153302,0.1899859946,12.0393431187,0.2071182784,ok
389_bac,1,151,0.8848095176,0.1504772167,0.0316670027,0.186097635,18.3343548775,0.1893828827,ok
389_bac,1,152,0.9205526174,0.1805726601,0.0345516065,0.1913823563,16.1873288155,0.2188216565,ok
389_bac,1,153,0.9076472827,0.1936576355,0.043474048,0.2192095925,4.1461079121,0.2489918402,ok
389_bac,1,154,0.6735166595,0.1557112069,0.0505248674,0.1770015549,17.1279740334,0.1867001707,ok
389_bac,1,155,0.8965316776,0.177955665,0.0418272672,0.209380672,17.3529059887,0.2315972444,ok
389_bac,1,156,0.8846646857,0.1557112069,0.0323339208,0.1927307142,16.6037259102,0.1975175605,ok
454_bac,1,246,1.6909622643,0.230248307,0.089882379,0.4068770978,2.8507039547,0.6251344182,ok
454_bac,1,247,0.994143861,0.1523702032,0.0632637195,0.3066426242,2.8600862026,0.4557358457,ok
454_bac,1,248,1.644961653,0.2607223476,0.1225925635,0.3751041444,3.047232151,0.5850806794,ok
454_bac,1,249,1.6535829848,0.2437923251,0.1424956001,0.4082637054,2.8841369152,0.6205558839,ok
454_bac,1,250,1.2479224683,0.1997742664,0.2253429941,0.474440001,2.8383350372,0.6182170108,ok
454_bac,1,251,1.6330036751,0.2437923251,0.1285562619,0.3223297389,3.0622150898,0.5758303436,ok
454_bac,1,252,1.3787477833,0.2471783296,0.1431706754,0.3593634697,2.9070849419,0.6055671819,ok
454_bac,1,253,1.6241314189,0.2404063205,0.1390427385,0.4070199243,3.0308339596,0.6235000825,ok
454_bac,1,254,1.1253021765,0.2404063205,0.0927711879,0.3783593992,3.0208969116,0.6182101388,ok
454_bac,1,255,1.6330036751,0.2437923251,0.1285562619,0.3223297389,3.0045528412,0.5758303436,ok
807_bac,1,236,1.0164391503,0.2359467456,0.0777216789,0.2335913421,62.9967339039,0.2245688138,ok
807_bac,1,237,0.5168895233,0.2034023669,0.0634992733,0.2030855982,23.3065781593,0.2048417132,ok
807_bac,1,238,0.9141167558,0.1967455621,0.0720516514,0.1960458112,228.870375872,0.1960206338,ok
807_bac,1,239,0.7081878475,0.2581360947,0.1011520647,0.2582043289,101.496488094,0.2627022958,ok
807_bac,1,240,0.5965428914,0.2359467456,0.0843176485,0.2357453068,170.566534042,0.2383264849,ok
807_bac,1,241,0.4910106448,0.1952662722,0.0583573392,0.1968513589,148.614053011,0.2078740157,ok
807_bac,1,242,0.5681661464,0.2085798817,0.0722267705,0.2083041468,424.275596857,0.2102908277,ok
807_bac,1,243,0.5949535588,0.2233727811,0.0835197622,0.2227076912,8.6099939346,0.2227138643,ok
807_bac,1,244,0.5854821624,0.201183432,0.0613004343,0.2009579014,13.6209189892,0.2031366692,ok
807_bac,1,245,0.4207183827,0.1923076923,0.064461881,0.1917641496,427.787495852,0.192450037,ok
1112_bac,1,1302,1.9964691694,0.7054545455,0.6604358042,0.7612862738,63.7857761383,1.6072908037,ok
1112_bac,1,1303,2.0216977852,0.7246060606,0.6551842684,0.7571874142,158.736188173,1.6074213498,ok
1112_bac,1,1304,1.9623630243,0.4633939394,0.6374052731,0.7582857972,48.9496459961,1.557547362,ok
1112_bac,1,1305,2.0211061212,0.7265454545,0.6400957502,0.7468389107,54.7366821766,1.6018172101,ok
1112_bac,1,1306,1.9950170187,0.7116363636,0.6673165649,0.7706995974,65.8149020672,1.6135770235,ok
1112_bac,1,1307,2.0606236619,0.720969697,0.6473791217,0.7483880452,65.9475431442,1.6019391328,ok
1112_bac,1,1308,2.0418105144,0.6883636364,0.6812072887,0.7733341623,31.9184598923,1.6122072392,ok
1112_bac,1,1309,2.0605174341,0.7191515152,0.6523118069,0.7550036008,88.034717083,1.6054661074,ok
1112_bac,1,1310,1.9963563793,0.6746666667,0.6414410427,0.7575863552,41.6268260479,1.6008052919,ok
1112_bac,1,1311,2.019014188,0.7284848485,0.6652969261,0.7638385895,72.0566279888,1.6116921427,ok
980_bac,1,128,1.0033225222,0.0021563342,6.98692175283E-005,0.0058912454,13.6529941559,0.0012004802,ok
980_bac,1,129,1.0138543655,0.0064690027,8.89244586724E-005,0.012982971,3.8363099098,0.0036036036,ok
980_bac,1,120,0.985655089,0.0032345013,0.0001397384,0.0064914855,132.987140179,0.0018012609,ok
980_bac,1,121,1.0026150117,0.0032345013,4.44622293361E-005,0.0064914855,20.4013001919,0.0018012609,ok
980_bac,1,122,1.0012761711,0.0053908356,6.35174704802E-005,0.0076919657,57.9822378159,0.0030039051,ok
980_bac,1,123,0.9929160382,0.0021563342,4.44622293361E-005,0.0058912454,61.9362151623,0.0012004802,ok
980_bac,1,124,0.9857207587,0.0032345013,6.35174704802E-005,0.0111822507,23.9113709927,0.00180018,ok
980_bac,1,125,0.9865872312,0.0043126685,0.0001397384,0.0070917256,71.1165318489,0.0024024024,ok
980_bac,1,126,0.9875983168,0.0043126685,8.25727116243E-005,0.0070917256,33.4975020885,0.0024024024,ok
980_bac,1,127,0.9853144963,0.0032345013,0.000050814,0.0111822507,34.9675490856,0.00180018,ok
816_bac,1,192,0.6647959269,0.3587278107,0.2012235019,0.3589810643,6.0498571396,0.3706534199,ok
816_bac,1,193,0.6957134814,0.3594674556,0.2360104778,0.3596714861,33.0495049953,0.3693009119,ok
816_bac,1,194,0.7918415653,0.3646449704,0.205487486,0.3648655155,64.9630391598,0.3753330796,ok
816_bac,1,195,0.7737932962,0.3594674556,0.2036864806,0.359638661,11.8452768326,0.3679031037,ok
816_bac,1,186,0.6783872403,0.3535502959,0.2137183867,0.3538723803,5.9774529934,0.3682588598,ok
816_bac,1,187,0.7538374174,0.3572485207,0.1959413918,0.3575083102,3.0979318619,0.3694072658,ok
816_bac,1,188,0.8023944223,0.3520710059,0.2063420335,0.3522420656,4.6194109917,0.360333081,ok
816_bac,1,189,0.6692914714,0.3572485207,0.2033385343,0.3576199157,9.4360039234,0.3742735374,ok
816_bac,1,190,0.6610684297,0.3624260355,0.1912452103,0.3626957745,2.9518260956,0.3751914242,ok
816_bac,1,191,0.776430425,0.3609467456,0.2088247073,0.3611376751,64.466449976,0.3702579666,ok
752_bac,1,1351,0.462834234,0.2278106509,0.0704060602,0.2276812948,4.5073862076,0.2276422764,ok
752_bac,1,1352,0.4315017166,0.2285502959,0.0730261743,0.2284390434,10.374576807,0.2286348502,ok
752_bac,1,1353,0.8795787692,0.224852071,0.0745028266,0.224722519,11.1325669289,0.2246858832,ok
752_bac,1,1354,0.4292400209,0.2218934911,0.0722459942,0.2217155975,4.5693721771,0.2210759027,ok
752_bac,1,1355,0.4385036466,0.2270710059,0.075658872,0.2269235462,3.9098029137,0.2266519011,ok
752_bac,1,1356,0.9333737668,0.2352071006,0.0738019776,0.2352226714,5.1785068512,0.2371364653,ok
752_bac,1,1357,0.4237904195,0.2278106509,0.0687433902,0.2275850033,10.8924310207,0.2263041881,ok
752_bac,1,1358,0.8779065181,0.224852071,0.0716518318,0.2247947377,11.5289719105,0.2256867112,ok
752_bac,1,1359,0.4155920939,0.225591716,0.0673329383,0.2256247049,3.6136868,0.2276969018,ok
752_bac,1,1360,0.4385035912,0.2270710059,0.075658872,0.2269235462,4.8902850151,0.2266519011,ok
797_bac,1,1381,0.4935960768,0.2242424242,0.0986020503,0.2283317801,3.7522349358,0.1994609164,ok
797_bac,1,1382,0.505954877,0.2363636364,0.1044547996,0.2421248835,3.0749180317,0.2091152815,ok
797_bac,1,1383,0.4270673964,0.1939393939,0.0582292637,0.1968313141,3.0676579475,0.172972973,ok
797_bac,1,1384,0.4747210992,0.2363636364,0.0653122088,0.2436160298,3.2749769688,0.208,ok
797_bac,1,1385,0.713160762,0.2242424242,0.0889468779,0.2253494874,4.2297928333,0.2016348774,ok
797_bac,1,1386,0.5146264259,0.2181818182,0.1082572227,0.2229263747,2.9565041065,0.1935483871,ok
797_bac,1,1387,0.6736830549,0.2181818182,0.0920782852,0.224417521,4.0827279091,0.192513369,ok
797_bac,1,1388,0.5426582018,0.2787878788,0.1172041007,0.2874184529,2.8928759098,0.2446808511,ok
797_bac,1,1389,0.5834446495,0.2181818182,0.0683690587,0.2229263747,3.9125411511,0.1935483871,ok
797_bac,1,1390,0.5701149876,0.2121212121,0.0835787512,0.2145386766,3.7367830277,0.189701897,ok
751_bac,1,1014,0.4230726855,0.2,0.0609878844,0.2022367195,3.2288560867,0.1788617886,ok
751_bac,1,1015,0.8781303688,0.2242424242,0.0864864865,0.2253494874,3.2576880455,0.2016348774,ok
751_bac,1,1016,0.3923860818,0.2303030303,0.058751165,0.2277726002,3.2182340622,0.2099447514,ok
751_bac,1,1017,0.4419042965,0.1636363636,0.0509599254,0.1653308481,3.0233550072,0.1463414634,ok
751_bac,1,1018,0.3540768629,0.1757575758,0.0472693383,0.1791239515,3.1488559246,0.1563342318,ok
751_bac,1,1019,0.5155965067,0.2303030303,0.0793289842,0.2277726002,4.8641858101,0.2099447514,ok
751_bac,1,1020,0.9869912343,0.2242424242,0.0667287978,0.2253494874,3.580559969,0.2016348774,ok
751_bac,1,1021,0.4725104029,0.2,0.0456290774,0.1962721342,2.902643919,0.1828254848,ok
751_bac,1,1022,0.3859340066,0.1575757576,0.0523392358,0.15694315,6.2202410698,0.1420765027,ok
751_bac,1,1023,0.4818977585,0.1939393939,0.0542031687,0.1938490214,2.9752340317,0.174863388,ok
720_bac,1,1024,0.7002115304,0.4089920232,0.2260351196,0.4088606743,5.3737509251,0.4028571429,ok
720_bac,1,1025,0.7142108516,0.4191443075,0.2284961843,0.4190078333,3.07791996,0.4125624554,ok
720_bac,1,1026,0.7250850586,0.4118926759,0.2335823847,0.4117403303,3.2588410378,0.4045584046,ok
720_bac,1,1027,0.7173080775,0.4234952864,0.2584748971,0.4233430935,3.2905020714,0.415954416,ok
720_bac,1,1028,0.8098525518,0.4191443075,0.2393038342,0.419197146,2.8520829678,0.4234432234,ok
720_bac,1,1029,0.7006499207,0.4379985497,0.2483908423,0.4379517211,15.9052758217,0.436416185,ok
720_bac,1,1030,0.7035753265,0.4408992023,0.2478313182,0.4408629292,3.9966390133,0.4399421129,ok
720_bac,1,1031,0.7002115304,0.4089920232,0.2260351196,0.4088606743,5.4370379448,0.4028571429,ok
720_bac,1,1032,0.7317647823,0.4496011603,0.2480542865,0.44949138,14.41832304,0.4441260745,ok
1019_bac,1,704,0.949541453,0.0022050717,0.0006235246,0.0035685796,201.043740988,0.001231148,ok
1019_bac,1,705,0.9600916537,0.0027563396,0.0011477411,0.0038762719,77.3241009712,0.0015391719,ok
1019_bac,1,706,0.9495330535,0.0022050717,0.0009287749,0.0035685796,197.558598042,0.001231148,ok
1019_bac,1,707,0.9495205376,0.0022050717,0.0009304029,0.0035685796,240.090451002,0.001231148,ok
1019_bac,1,699,0.2269353436,0.0038588754,0.0044916565,0.0044916565,271.486371994,0.0021555042,ok
1019_bac,1,700,0.9495428879,0.0022050717,0.0006235246,0.0035685796,66.1017730236,0.001231148,ok
1019_bac,1,701,0.9502414484,0.0027563396,0.0006235246,0.0062140822,62.5227818489,0.0015386983,ok
1019_bac,1,702,0.949509027,0.0022050717,0.0006235246,0.0035685796,69.0998220444,0.001231148,ok
1019_bac,1,703,0.9596757452,0.0027563396,0.0006365486,0.0038762719,7.024875164,0.0015391719,ok
1040_bac,1,1283,0.1967777419,0.0202062724,0.0024024061,0.0107647455,3.9065639973,0.1518987342,ok
1040_bac,1,1284,0.1767209476,0.0143127763,0.0027833503,0.01082542,4.0960459709,0.1103896104,ok
1040_bac,1,1285,0.1462083128,0.0168385603,0.0027572372,0.0089706212,5.1957859993,0.1282051282,ok
1040_bac,1,1286,0.1434611087,0.0117869922,0.0026404962,0.0158806109,4.2641210556,0.0924092409,ok
1040_bac,1,1287,0.1721806438,0.0159966323,0.0029093076,0.0181232662,3.7993080616,0.1233766234,ok
1040_bac,1,1288,0.1317195776,0.0105241002,0.0026189913,0.0088070303,5.0027389526,0.0823723229,ok
1040_bac,1,1289,0.1697028878,0.0172595243,0.0026788978,0.0091948867,3.7902140617,0.1312,ok
1040_bac,1,1290,0.1365879641,0.0172595243,0.0022103979,0.0091948867,6.0352389813,0.1312,ok
1040_bac,1,1291,0.1557658762,0.0155756683,0.0027848863,0.0146986086,4.3753561974,0.1199351702,ok
930_bac,1,897,1.1070397822,0.5069767442,0.3563724746,0.5046548469,8.0883469582,0.4965831435,ok
930_bac,1,898,0.8309417979,0.5162790698,0.3854517046,0.5108613094,3.2872679234,0.5199063232,ok
930_bac,1,899,0.8337533688,0.5023255814,0.3571103058,0.4960829843,2.9400091171,0.5094339623,ok
930_bac,1,900,0.975327348,0.4604651163,0.3443718669,0.4579978733,3.6487121582,0.4510250569,ok
930_bac,1,901,0.8226045614,0.5162790698,0.3410082246,0.5077363772,2.9706919193,0.534939759,ok
930_bac,1,902,0.8961366796,0.4930232558,0.3688071005,0.4914389879,3.2463030815,0.4796380091,ok
930_bac,1,903,0.8438428578,0.4930232558,0.3375360778,0.4898765218,2.8615541458,0.4862385321,ok
930_bac,1,904,0.8159859779,0.5023255814,0.3657038693,0.4981662724,3.2853140831,0.5,ok
930_bac,1,905,0.7977467518,0.4930232558,0.3302879712,0.4903973438,3.0609428883,0.4840182648,ok
930_bac,1,906,0.8000498127,0.4604651163,0.3112345652,0.4548729411,3.5061509609,0.4637002342,ok
772_bac,1,1163,1.0038210338,0.9207232267,0.9099310777,0.9242402882,3.2073841095,0.9954887218,ok
772_bac,1,1164,1.0048201284,0.9290681502,0.9124608396,0.9255717419,2.9833221436,0.9709302326,ok
772_bac,1,1165,1.9767298917,0.9179415855,0.9248198622,0.9198778195,2.9388878346,0.9850746269,ok
772_bac,1,1166,1.0072328309,1.0041724618,0.9747572055,0.9876723058,3.394780159,0.9849931787,ok
772_bac,1,1167,1.0041596653,0.9346314325,0.920112782,0.9342966792,4.9256670475,0.9911504425,ok
772_bac,1,1168,1.0043416444,0.9374130737,0.9088267544,0.9355654762,2.9076139927,0.9868228404,ok
772_bac,1,1169,1.0042040747,0.9374130737,0.9184993734,0.9337092732,3.0048019886,0.9782293179,ok
772_bac,1,1170,1.003931963,0.9429763561,0.9109179198,0.9473840852,5.221061945,1.0226244344,ok
772_bac,1,1171,1.006981123,0.9513212796,0.9603461779,0.9579965539,3.5254499912,1.0426829268,ok
772_bac,1,1172,1.0048005814,0.926286509,0.9428258145,0.9385338346,3.0532920361,1.0455259027,ok
1021_bac,1,917,1.0677843885,0.0730492529,0.0340587196,0.1077348619,3.2486269474,0.3235294118,ok
1021_bac,1,918,0.2725975461,0.0431654676,0.0101176392,0.0575665678,3.1691460609,0.1974683544,ok
1021_bac,1,919,0.301576357,0.0420586608,0.0112973639,0.0761055754,3.5101480484,0.1968911917,ok
1021_bac,1,920,0.3353956092,0.0664084117,0.0122838004,0.0609357817,49.0736989975,0.2857142857,ok
1021_bac,1,921,0.3189561243,0.0741560598,0.0133368881,0.0652514413,33.0720508099,0.3138173302,ok
1021_bac,1,922,0.3867234509,0.0730492529,0.0137167994,0.0598460359,57.1576759815,0.308411215,ok
1021_bac,1,923,0.3257625208,0.071942446,0.0135501716,0.0640183957,3.8182218075,0.3058823529,ok
903_bac,1,689,0.4108518574,0.1454545455,0.0638067503,0.1525537634,3.7560851574,0.126984127,ok
903_bac,1,690,0.431951472,0.2121212121,0.0635454002,0.2163978495,3.5868229866,0.1876675603,ok
903_bac,1,691,0.4044681905,0.1515151515,0.0644041219,0.1563620072,3.1428940296,0.1333333333,ok
903_bac,1,692,0.4499976671,0.1272727273,0.0708632019,0.1301523297,3.2442028523,0.1126005362,ok
903_bac,1,693,0.5348265494,0.1818181818,0.0530167264,0.1801075269,3.048815012,0.1639344262,ok
903_bac,1,694,0.3256276846,0.1333333333,0.0380077658,0.1386648746,3.5168781281,0.1170212766,ok
903_bac,1,695,0.6443444962,0.1393939394,0.0703405018,0.145609319,3.8844718933,0.1220159151,ok
903_bac,1,696,0.337833228,0.1696969697,0.0411439665,0.1709229391,3.0241248608,0.1513513514,ok
903_bac,1,697,0.4073621389,0.1818181818,0.0602598566,0.1879480287,3.1716649532,0.1595744681,ok
903_bac,1,698,0.9084956602,0.2,0.0690710872,0.2056451613,4.7595250607,0.176,ok
32_bac,1,928,0.8547235577,0.0055126792,0.0045975174,0.0055243886,42.6988699436,0.0055094622,ok
32_bac,1,929,0.6279749542,0.0033688595,0.0009404933,0.0033876364,84.2211039066,0.0033612897,ok
32_bac,1,930,0.031961385,0.0052064192,0.0009850616,0.0051536439,196.203288078,0.0051281462,ok
32_bac,1,931,0.6406169127,0.0052064192,0.0011543565,0.0052281047,4.6644117832,0.0051602682,ok
32_bac,1,932,0.6392595193,0.0049001593,0.0011677791,0.00493416,6.4269120693,0.0048785321,ok
32_bac,1,933,0.8547914704,0.0058189391,0.0037873954,0.0058404194,11.2418889999,0.0057612309,ok
32_bac,1,924,0.6261000026,0.0033688595,0.0011938431,0.0033876364,69.6268899441,0.0033483609,ok
32_bac,1,925,0.8547189782,0.0055126792,0.0034565803,0.0055220495,11.1585907936,0.0054557462,ok
32_bac,1,926,0.6407874657,0.0049001593,0.0011599751,0.0049333803,5.4756009579,0.0048659494,ok
32_bac,1,927,0.0830959925,0.0030625995,0.0010930962,0.0031165575,262.027168989,0.0030787971,ok
46_bac,1,576,0.642205506,0.0797720798,0.0121525989,0.0777098059,3.2577910423,0.0899783507,ok
46_bac,1,577,0.1491430206,0.0555555556,0.007158067,0.063179232,5.3658821583,0.0650978075,ok
46_bac,1,578,0.5602103228,0.0455840456,0.0073522927,0.0483158289,6.8304550648,0.051790478,ok
46_bac,1,579,0.528623996,0.0413105413,0.0061997202,0.0466291098,27.7191269398,0.048111626,ok
46_bac,1,580,0.1432434715,0.0527065527,0.0060530865,0.0603027578,10.9853019714,0.0622087589,ok
46_bac,1,581,0.5298818192,0.0427350427,0.0075116622,0.0475526414,23.3790950775,0.0500211757,ok
46_bac,1,582,0.5584692088,0.0555555556,0.0078428225,0.0557866189,8.7462348938,0.0626106832,ok
46_bac,1,574,0.1714835822,0.0541310541,0.0068794133,0.0590740995,7.1674869061,0.0620664833,ok
46_bac,1,575,0.1716831308,0.0484330484,0.0065092287,0.0554266571,5.7444019318,0.0564069644,ok
185_bac,1,640,2.0235070373,0.2505643341,0.1073728272,0.3463007927,2.9340219498,0.5792025811,ok
185_bac,1,641,0.7966015559,0.1455981941,0.0844852694,0.3184615202,3.0881700516,0.4762396951,ok
185_bac,1,642,1.3779971145,0.2437923251,0.141428538,0.3581196886,2.864689827,0.6029303349,ok
185_bac,1,633,1.6264134183,0.230248307,0.1447394505,0.3853936061,2.7608718872,0.610323089,ok
185_bac,1,634,1.6851240707,0.2708803612,0.1047907548,0.357351996,2.878674984,0.6258546293,ok
185_bac,1,635,1.1863892373,0.1896162528,0.0866633583,0.3883632079,2.9645469189,0.5571299172,ok
185_bac,1,636,2.9741149105,0.2167042889,0.0901535687,0.3553464734,3.0947790146,0.5736126489,ok
185_bac,1,637,1.6207837217,0.2336343115,0.1226022681,0.3830488705,3.1916220188,0.5866947518,ok
185_bac,1,638,1.6449623319,0.2607223476,0.1225925635,0.3751041444,2.9269840717,0.5850806794,ok
185_bac,1,639,1.6241322366,0.2404063205,0.1390427385,0.4070199243,3.0308420658,0.6235000825,ok
28_bac,1,864,0.0424358291,0.006588799,0.000050312,0.0066168565,5.3598031998,0.0065821189,ok
28_bac,1,865,0.0445530845,0.0077867625,9.19221944449E-005,0.0078021175,6.7043449879,0.0077689023,ok
28_bac,1,866,0.1430008197,0.0083857442,0.0001575833,0.0083734807,10.442522049,0.008375579,ok
28_bac,1,858,0.664484165,0.0071877808,0.0001260029,0.0071719998,5.3364830017,0.0071808249,ok
28_bac,1,859,0.6717952774,0.0119796346,0.0001075516,0.0119582577,4.9512557983,0.0119337784,ok
28_bac,1,860,0.6657519438,0.008984726,0.0001609315,0.0089868938,5.1594629288,0.0089769876,ok
