@RELATION automl_competition_2015_phase2_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE bac_metric NUMERIC
@ATTRIBUTE acc_metric NUMERIC
@ATTRIBUTE auc_metric NUMERIC
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE f1_metric NUMERIC
@ATTRIBUTE pac_metric NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
752_bac,1,1360,0.2269235462,0.075658872,0.2270710059,4.8902850151,0.2266519011,0.4385035912,ok
797_bac,1,1381,0.2283317801,0.0986020503,0.2242424242,3.7522349358,0.1994609164,0.4935960768,ok
797_bac,1,1382,0.2421248835,0.1044547996,0.2363636364,3.0749180317,0.2091152815,0.505954877,ok
797_bac,1,1383,0.1968313141,0.0582292637,0.1939393939,3.0676579475,0.172972973,0.4270673964,ok
797_bac,1,1384,0.2436160298,0.0653122088,0.2363636364,3.2749769688,0.208,0.4747210992,ok
797_bac,1,1385,0.2253494874,0.0889468779,0.2242424242,4.2297928333,0.2016348774,0.713160762,ok
797_bac,1,1386,0.2229263747,0.1082572227,0.2181818182,2.9565041065,0.1935483871,0.5146264259,ok
797_bac,1,1387,0.224417521,0.0920782852,0.2181818182,4.0827279091,0.192513369,0.6736830549,ok
797_bac,1,1388,0.2874184529,0.1172041007,0.2787878788,2.8928759098,0.2446808511,0.5426582018,ok
797_bac,1,1389,0.2229263747,0.0683690587,0.2181818182,3.9125411511,0.1935483871,0.5834446495,ok
797_bac,1,1390,0.2145386766,0.0835787512,0.2121212121,3.7367830277,0.189701897,0.5701149876,ok
751_bac,1,1014,0.2022367195,0.0609878844,0.2,3.2288560867,0.1788617886,0.4230726855,ok
751_bac,1,1015,0.2253494874,0.0864864865,0.2242424242,3.2576880455,0.2016348774,0.8781303688,ok
751_bac,1,1016,0.2277726002,0.058751165,0.2303030303,3.2182340622,0.2099447514,0.3923860818,ok
751_bac,1,1017,0.1653308481,0.0509599254,0.1636363636,3.0233550072,0.1463414634,0.4419042965,ok
751_bac,1,1018,0.1791239515,0.0472693383,0.1757575758,3.1488559246,0.1563342318,0.3540768629,ok
751_bac,1,1019,0.2277726002,0.0793289842,0.2303030303,4.8641858101,0.2099447514,0.5155965067,ok
751_bac,1,1020,0.2253494874,0.0667287978,0.2242424242,3.580559969,0.2016348774,0.9869912343,ok
751_bac,1,1021,0.1962721342,0.0456290774,0.2,2.902643919,0.1828254848,0.4725104029,ok
751_bac,1,1022,0.15694315,0.0523392358,0.1575757576,6.2202410698,0.1420765027,0.3859340066,ok
751_bac,1,1023,0.1938490214,0.0542031687,0.1939393939,2.9752340317,0.174863388,0.4818977585,ok
720_bac,1,1024,0.4088606743,0.2260351196,0.4089920232,5.3737509251,0.4028571429,0.7002115304,ok
720_bac,1,1025,0.4190078333,0.2284961843,0.4191443075,3.07791996,0.4125624554,0.7142108516,ok
720_bac,1,1026,0.4117403303,0.2335823847,0.4118926759,3.2588410378,0.4045584046,0.7250850586,ok
720_bac,1,1027,0.4233430935,0.2584748971,0.4234952864,3.2905020714,0.415954416,0.7173080775,ok
720_bac,1,1028,0.419197146,0.2393038342,0.4191443075,2.8520829678,0.4234432234,0.8098525518,ok
720_bac,1,1029,0.4379517211,0.2483908423,0.4379985497,15.9052758217,0.436416185,0.7006499207,ok
720_bac,1,1030,0.4408629292,0.2478313182,0.4408992023,3.9966390133,0.4399421129,0.7035753265,ok
720_bac,1,1031,0.4088606743,0.2260351196,0.4089920232,5.4370379448,0.4028571429,0.7002115304,ok
720_bac,1,1032,0.44949138,0.2480542865,0.4496011603,14.41832304,0.4441260745,0.7317647823,ok
1019_bac,1,704,0.0035685796,0.0006235246,0.0022050717,201.043740988,0.001231148,0.949541453,ok
1019_bac,1,705,0.0038762719,0.0011477411,0.0027563396,77.3241009712,0.0015391719,0.9600916537,ok
1019_bac,1,706,0.0035685796,0.0009287749,0.0022050717,197.558598042,0.001231148,0.9495330535,ok
1019_bac,1,707,0.0035685796,0.0009304029,0.0022050717,240.090451002,0.001231148,0.9495205376,ok
1019_bac,1,699,0.0044916565,0.0044916565,0.0038588754,271.486371994,0.0021555042,0.2269353436,ok
1019_bac,1,700,0.0035685796,0.0006235246,0.0022050717,66.1017730236,0.001231148,0.9495428879,ok
1019_bac,1,701,0.0062140822,0.0006235246,0.0027563396,62.5227818489,0.0015386983,0.9502414484,ok
1019_bac,1,702,0.0035685796,0.0006235246,0.0022050717,69.0998220444,0.001231148,0.949509027,ok
1019_bac,1,703,0.0038762719,0.0006365486,0.0027563396,7.024875164,0.0015391719,0.9596757452,ok
1040_bac,1,1283,0.0107647455,0.0024024061,0.0202062724,3.9065639973,0.1518987342,0.1967777419,ok
1040_bac,1,1284,0.01082542,0.0027833503,0.0143127763,4.0960459709,0.1103896104,0.1767209476,ok
1040_bac,1,1285,0.0089706212,0.0027572372,0.0168385603,5.1957859993,0.1282051282,0.1462083128,ok
1040_bac,1,1286,0.0158806109,0.0026404962,0.0117869922,4.2641210556,0.0924092409,0.1434611087,ok
1040_bac,1,1287,0.0181232662,0.0029093076,0.0159966323,3.7993080616,0.1233766234,0.1721806438,ok
1040_bac,1,1288,0.0088070303,0.0026189913,0.0105241002,5.0027389526,0.0823723229,0.1317195776,ok
1040_bac,1,1289,0.0091948867,0.0026788978,0.0172595243,3.7902140617,0.1312,0.1697028878,ok
1040_bac,1,1290,0.0091948867,0.0022103979,0.0172595243,6.0352389813,0.1312,0.1365879641,ok
1040_bac,1,1291,0.0146986086,0.0027848863,0.0155756683,4.3753561974,0.1199351702,0.1557658762,ok
930_bac,1,897,0.5046548469,0.3563724746,0.5069767442,8.0883469582,0.4965831435,1.1070397822,ok
930_bac,1,898,0.5108613094,0.3854517046,0.5162790698,3.2872679234,0.5199063232,0.8309417979,ok
930_bac,1,899,0.4960829843,0.3571103058,0.5023255814,2.9400091171,0.5094339623,0.8337533688,ok
930_bac,1,900,0.4579978733,0.3443718669,0.4604651163,3.6487121582,0.4510250569,0.975327348,ok
930_bac,1,901,0.5077363772,0.3410082246,0.5162790698,2.9706919193,0.534939759,0.8226045614,ok
930_bac,1,902,0.4914389879,0.3688071005,0.4930232558,3.2463030815,0.4796380091,0.8961366796,ok
930_bac,1,903,0.4898765218,0.3375360778,0.4930232558,2.8615541458,0.4862385321,0.8438428578,ok
930_bac,1,904,0.4981662724,0.3657038693,0.5023255814,3.2853140831,0.5,0.8159859779,ok
930_bac,1,905,0.4903973438,0.3302879712,0.4930232558,3.0609428883,0.4840182648,0.7977467518,ok
930_bac,1,906,0.4548729411,0.3112345652,0.4604651163,3.5061509609,0.4637002342,0.8000498127,ok
772_bac,1,1163,0.9242402882,0.9099310777,0.9207232267,3.2073841095,0.9954887218,1.0038210338,ok
772_bac,1,1164,0.9255717419,0.9124608396,0.9290681502,2.9833221436,0.9709302326,1.0048201284,ok
772_bac,1,1165,0.9198778195,0.9248198622,0.9179415855,2.9388878346,0.9850746269,1.9767298917,ok
772_bac,1,1166,0.9876723058,0.9747572055,1.0041724618,3.394780159,0.9849931787,1.0072328309,ok
772_bac,1,1167,0.9342966792,0.920112782,0.9346314325,4.9256670475,0.9911504425,1.0041596653,ok
772_bac,1,1168,0.9355654762,0.9088267544,0.9374130737,2.9076139927,0.9868228404,1.0043416444,ok
772_bac,1,1169,0.9337092732,0.9184993734,0.9374130737,3.0048019886,0.9782293179,1.0042040747,ok
772_bac,1,1170,0.9473840852,0.9109179198,0.9429763561,5.221061945,1.0226244344,1.003931963,ok
772_bac,1,1171,0.9579965539,0.9603461779,0.9513212796,3.5254499912,1.0426829268,1.006981123,ok
772_bac,1,1172,0.9385338346,0.9428258145,0.926286509,3.0532920361,1.0455259027,1.0048005814,ok
1021_bac,1,917,0.1077348619,0.0340587196,0.0730492529,3.2486269474,0.3235294118,1.0677843885,ok
1021_bac,1,918,0.0575665678,0.0101176392,0.0431654676,3.1691460609,0.1974683544,0.2725975461,ok
1021_bac,1,919,0.0761055754,0.0112973639,0.0420586608,3.5101480484,0.1968911917,0.301576357,ok
1021_bac,1,920,0.0609357817,0.0122838004,0.0664084117,49.0736989975,0.2857142857,0.3353956092,ok
1021_bac,1,921,0.0652514413,0.0133368881,0.0741560598,33.0720508099,0.3138173302,0.3189561243,ok
1021_bac,1,922,0.0598460359,0.0137167994,0.0730492529,57.1576759815,0.308411215,0.3867234509,ok
1021_bac,1,923,0.0640183957,0.0135501716,0.071942446,3.8182218075,0.3058823529,0.3257625208,ok
903_bac,1,689,0.1525537634,0.0638067503,0.1454545455,3.7560851574,0.126984127,0.4108518574,ok
903_bac,1,690,0.2163978495,0.0635454002,0.2121212121,3.5868229866,0.1876675603,0.431951472,ok
903_bac,1,691,0.1563620072,0.0644041219,0.1515151515,3.1428940296,0.1333333333,0.4044681905,ok
903_bac,1,692,0.1301523297,0.0708632019,0.1272727273,3.2442028523,0.1126005362,0.4499976671,ok
903_bac,1,693,0.1801075269,0.0530167264,0.1818181818,3.048815012,0.1639344262,0.5348265494,ok
903_bac,1,694,0.1386648746,0.0380077658,0.1333333333,3.5168781281,0.1170212766,0.3256276846,ok
903_bac,1,695,0.145609319,0.0703405018,0.1393939394,3.8844718933,0.1220159151,0.6443444962,ok
903_bac,1,696,0.1709229391,0.0411439665,0.1696969697,3.0241248608,0.1513513514,0.337833228,ok
903_bac,1,697,0.1879480287,0.0602598566,0.1818181818,3.1716649532,0.1595744681,0.4073621389,ok
903_bac,1,698,0.2056451613,0.0690710872,0.2,4.7595250607,0.176,0.9084956602,ok
32_bac,1,928,0.0055243886,0.0045975174,0.0055126792,42.6988699436,0.0055094622,0.8547235577,ok
32_bac,1,929,0.0033876364,0.0009404933,0.0033688595,84.2211039066,0.0033612897,0.6279749542,ok
32_bac,1,930,0.0051536439,0.0009850616,0.0052064192,196.203288078,0.0051281462,0.031961385,ok
32_bac,1,931,0.0052281047,0.0011543565,0.0052064192,4.6644117832,0.0051602682,0.6406169127,ok
32_bac,1,932,0.00493416,0.0011677791,0.0049001593,6.4269120693,0.0048785321,0.6392595193,ok
32_bac,1,933,0.0058404194,0.0037873954,0.0058189391,11.2418889999,0.0057612309,0.8547914704,ok
32_bac,1,924,0.0033876364,0.0011938431,0.0033688595,69.6268899441,0.0033483609,0.6261000026,ok
32_bac,1,925,0.0055220495,0.0034565803,0.0055126792,11.1585907936,0.0054557462,0.8547189782,ok
32_bac,1,926,0.0049333803,0.0011599751,0.0049001593,5.4756009579,0.0048659494,0.6407874657,ok
32_bac,1,927,0.0031165575,0.0010930962,0.0030625995,262.027168989,0.0030787971,0.0830959925,ok
46_bac,1,576,0.0777098059,0.0121525989,0.0797720798,3.2577910423,0.0899783507,0.642205506,ok
46_bac,1,577,0.063179232,0.007158067,0.0555555556,5.3658821583,0.0650978075,0.1491430206,ok
46_bac,1,578,0.0483158289,0.0073522927,0.0455840456,6.8304550648,0.051790478,0.5602103228,ok
46_bac,1,579,0.0466291098,0.0061997202,0.0413105413,27.7191269398,0.048111626,0.528623996,ok
46_bac,1,580,0.0603027578,0.0060530865,0.0527065527,10.9853019714,0.0622087589,0.1432434715,ok
46_bac,1,581,0.0475526414,0.0075116622,0.0427350427,23.3790950775,0.0500211757,0.5298818192,ok
46_bac,1,582,0.0557866189,0.0078428225,0.0555555556,8.7462348938,0.0626106832,0.5584692088,ok
46_bac,1,574,0.0590740995,0.0068794133,0.0541310541,7.1674869061,0.0620664833,0.1714835822,ok
46_bac,1,575,0.0554266571,0.0065092287,0.0484330484,5.7444019318,0.0564069644,0.1716831308,ok
185_bac,1,640,0.3463007927,0.1073728272,0.2505643341,2.9340219498,0.5792025811,2.0235070373,ok
185_bac,1,641,0.3184615202,0.0844852694,0.1455981941,3.0881700516,0.4762396951,0.7966015559,ok
185_bac,1,642,0.3581196886,0.141428538,0.2437923251,2.864689827,0.6029303349,1.3779971145,ok
185_bac,1,633,0.3853936061,0.1447394505,0.230248307,2.7608718872,0.610323089,1.6264134183,ok
185_bac,1,634,0.357351996,0.1047907548,0.2708803612,2.878674984,0.6258546293,1.6851240707,ok
185_bac,1,635,0.3883632079,0.0866633583,0.1896162528,2.9645469189,0.5571299172,1.1863892373,ok
185_bac,1,636,0.3553464734,0.0901535687,0.2167042889,3.0947790146,0.5736126489,2.9741149105,ok
185_bac,1,637,0.3830488705,0.1226022681,0.2336343115,3.1916220188,0.5866947518,1.6207837217,ok
185_bac,1,638,0.3751041444,0.1225925635,0.2607223476,2.9269840717,0.5850806794,1.6449623319,ok
185_bac,1,639,0.4070199243,0.1390427385,0.2404063205,3.0308420658,0.6235000825,1.6241322366,ok
28_bac,1,864,0.0066168565,0.000050312,0.006588799,5.3598031998,0.0065821189,0.0424358291,ok
