@RELATION auto-sklearn_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE ClassOccurences NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE LandmarkLDA NUMERIC
@ATTRIBUTE LandmarkNaiveBayes NUMERIC
@ATTRIBUTE LandmarkDecisionTree NUMERIC
@ATTRIBUTE LandmarkDecisionNodeLearner NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC
@ATTRIBUTE Landmark1NN NUMERIC
@ATTRIBUTE PCA NUMERIC
@ATTRIBUTE PCAFractionOfComponentsFor95PercentVariance NUMERIC
@ATTRIBUTE PCAKurtosisFirstPC NUMERIC
@ATTRIBUTE PCASkewnessFirstPC NUMERIC

@DATA
75185,1.0,0.0,0.0,7e-05,1e-05,0.0,0.00143,0.00121,1e-05,0.00017,1e-05,7e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,1e-05,2e-05,5e-05,0.00023,0.0,0.0,5e-05,0.00014,3e-05,0.00018,3e-05,3e-05,4e-05,8e-05,0.00022,3e-05,4e-05,5e-05,0.00011,0.00087,0.03044,0.01741,0.28565,0.04133,0.02503,0.20613,0.00115,2e-05,0.00037,0.00076
75187,1.0,1e-05,0.0,8e-05,1e-05,0.0,0.00157,0.00127,1e-05,0.0002,1e-05,0.00011,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.00012,3e-05,1e-05,2e-05,6e-05,0.00026,0.0,0.0,6e-05,0.00016,4e-05,0.00025,6e-05,4e-05,5e-05,0.00011,0.00025,3e-05,5e-05,5e-05,0.00012,0.00105,0.05794,0.022,0.86986,0.18563,0.0282,0.86541,0.00433,4e-05,0.00263,0.00167
75188,1.0,1e-05,0.0,6e-05,1e-05,0.0,0.03302,0.00374,0.00022,0.02936,0.00022,0.00036,1e-05,0.00015,0.00015,0.00031,0.00037,0.00043,0.0,0.00049,1e-05,9e-05,1e-05,1e-05,2e-05,5e-05,0.00023,0.0,0.0,5e-05,0.00014,4e-05,0.00097,0.0002,0.0002,0.00023,0.00034,0.00098,0.0002,0.00021,0.00024,0.00033,0.00028,0.0,1e-05,0.0,0.0,0.0,0.11304,3e-05,1e-05,0.0,2e-05
75189,1.0,1e-05,0.0,0.00409,2e-05,0.0,1.01983,1.00504,1e-05,0.0094,1e-05,0.00542,1e-05,1e-05,1e-05,2e-05,4e-05,2e-05,1e-05,4e-05,1e-05,0.00011,2e-05,1e-05,2e-05,7e-05,0.00028,0.0,0.0,6e-05,0.00016,6e-05,0.00024,3e-05,3e-05,5e-05,0.00013,0.00024,3e-05,4e-05,5e-05,0.00012,0.05365,0.0,1e-05,0.0,0.0,1e-05,56.48399,0.0203,3e-05,0.01008,0.0102
75191,1.0,1e-05,0.0,0.0008,1e-05,0.0,0.25649,0.21152,1e-05,0.03196,1e-05,0.01303,0.0,1e-05,1e-05,2e-05,5e-05,2e-05,0.0,4e-05,1e-05,0.00015,2e-05,1e-05,2e-05,0.00011,0.00027,0.0,0.0,5e-05,0.00015,6e-05,0.00029,3e-05,8e-05,7e-05,0.00011,0.00024,3e-05,4e-05,5e-05,0.00012,0.01083,0.0,1e-05,0.0,0.0,1e-05,23.2173,0.03199,5e-05,0.01557,0.01637
75192,1.0,0.0,0.0,5e-05,1e-05,0.0,0.00071,0.00062,1e-05,8e-05,1e-05,3e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,2e-05,0.0,2e-05,7e-05,0.00024,0.0,0.0,5e-05,0.00014,5e-05,0.00018,2e-05,3e-05,4e-05,9e-05,0.00021,3e-05,4e-05,5e-05,0.0001,0.00062,0.02544,0.01282,0.15451,0.02924,0.02503,0.02459,0.00099,2e-05,0.0003,0.00067
75193,1.0,1e-05,0.0,0.00641,1e-05,0.0,0.14721,0.10924,2e-05,0.01933,3e-05,0.01868,0.0,1e-05,1e-05,2e-05,5e-05,2e-05,0.0,4e-05,1e-05,0.00017,3e-05,1e-05,3e-05,0.00011,0.00024,0.0,0.0,5e-05,0.00014,3e-05,0.00026,3e-05,4e-05,5e-05,0.00014,0.00028,4e-05,4e-05,5e-05,0.00015,0.0643,1.15076,6.06862,61.638,7.35486,1.58947,21046.409,2e-05,0.0,0.0,1e-05
75195,1.0,0.0,0.0,0.00033,1e-05,0.0,0.00781,0.00688,1e-05,0.00068,1e-05,0.00026,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,1e-05,2e-05,5e-05,0.00023,0.0,0.0,5e-05,0.00014,3e-05,0.0002,3e-05,3e-05,4e-05,0.0001,0.00023,3e-05,4e-05,5e-05,0.00011,0.00479,0.15705,0.07999,0.79074,0.34664,0.04523,1.13814,0.00341,1e-05,0.00141,0.00199
75196,1.0,0.0,0.0,3e-05,1e-05,0.0,0.0003,0.00024,1e-05,6e-05,1e-05,2e-05,0.0,1e-05,2e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,2e-05,0.0,2e-05,6e-05,0.00024,0.0,0.0,6e-05,0.00014,3e-05,0.00019,3e-05,3e-05,4e-05,9e-05,0.00023,3e-05,4e-05,5e-05,0.00011,0.00026,0.04331,0.01238,0.03121,0.01556,0.01897,0.05364,0.00132,3e-05,0.00033,0.00096
75197,1.0,1e-05,0.0,6e-05,1e-05,0.0,0.01473,0.00553,6e-05,0.00889,6e-05,0.00043,0.0,4e-05,4e-05,9e-05,0.00012,0.00011,0.0,0.00014,1e-05,9e-05,1e-05,1e-05,2e-05,5e-05,0.00023,0.0,0.0,5e-05,0.00013,4e-05,0.0004,7e-05,8e-05,9e-05,0.00016,0.00041,7e-05,8e-05,9e-05,0.00016,0.00036,0.0,1e-05,0.0,0.0,0.0,0.24362,0.00251,0.00024,0.00081,0.00145
75198,1.0,1e-05,0.0,0.00023,1e-05,1e-05,0.12697,0.0225,0.0007,0.10301,0.00076,0.00292,1e-05,0.00046,0.00046,0.00103,0.00095,0.00155,0.0,0.00153,1e-05,0.00011,2e-05,1e-05,2e-05,6e-05,0.00027,0.0,0.0,5e-05,0.00015,6e-05,0.00245,0.00055,0.00056,0.0006,0.00074,0.00264,0.00057,0.0006,0.00073,0.00075,0.00114,0.0,1e-05,0.0,0.0,0.0,3.16624,3e-05,1e-05,0.0,2e-05
75201,1.0,1e-05,0.0,6e-05,1e-05,0.0,0.05043,0.00717,0.00032,0.04337,0.00033,0.00053,0.0,0.00022,0.00022,0.00044,0.00046,0.00065,0.0,0.0008,1e-05,9e-05,1e-05,1e-05,2e-05,5e-05,0.00023,0.0,0.0,5e-05,0.00014,4e-05,0.00127,0.00027,0.00028,0.00031,0.00041,0.00169,0.00036,0.00033,0.00044,0.00055,0.00043,0.0,1e-05,0.0,0.0,0.0,0.23499,2e-05,0.0,0.0,2e-05
75202,1.0,1e-05,0.0,5e-05,1e-05,0.0,0.01619,0.00362,0.0001,0.01258,0.00011,0.0002,0.0,7e-05,7e-05,0.00016,0.00017,0.00021,0.0,0.00024,1e-05,0.0001,1e-05,1e-05,2e-05,6e-05,0.00024,0.0,0.0,5e-05,0.00014,4e-05,0.00055,0.00011,0.00012,0.00013,0.0002,0.00056,0.00011,0.00011,0.00013,0.0002,0.00034,0.0,1e-05,0.0,0.0,0.0,0.06574,0.00155,0.00026,0.00048,0.0008
75203,1.0,1e-05,0.0,7e-05,1e-05,1e-05,0.0536,0.00758,0.00038,0.04608,0.00035,0.00067,0.0,0.00026,0.00027,0.00059,0.00049,0.00071,1e-05,0.00071,1e-05,0.0001,1e-05,1e-05,2e-05,6e-05,0.00026,0.0,0.0,5e-05,0.00015,5e-05,0.00136,0.00029,0.0003,0.00033,0.00044,0.0014,0.0003,0.00031,0.00034,0.00045,0.00051,0.0,2e-05,0.0,0.0,1e-05,0.25568,3e-05,1e-05,0.0,2e-05
75205,1.0,1e-05,0.0,0.00017,1e-05,1e-05,0.06704,0.02466,0.0003,0.04195,0.0003,0.00103,0.0,0.0002,0.0002,0.00041,0.00043,0.0006,0.0,0.00074,1e-05,0.0001,1e-05,1e-05,2e-05,6e-05,0.00029,0.0,0.0,6e-05,0.00017,6e-05,0.00128,0.00026,0.00027,0.00036,0.00039,0.00122,0.00026,0.00027,0.0003,0.00039,0.0013,0.0,1e-05,0.0,0.0,1e-05,1.68332,3e-05,1e-05,0.0,2e-05
75207,1.0,2e-05,1e-05,4e-05,1e-05,0.0,0.01331,0.0024,0.00011,0.01099,0.00011,0.00014,0.0,9e-05,7e-05,0.00013,0.00016,0.00017,0.0,0.00019,1e-05,9e-05,1e-05,1e-05,2e-05,5e-05,0.0002,0.0,0.0,5e-05,0.00012,3e-05,0.0005,9e-05,0.0001,0.00012,0.00019,0.00093,0.00017,0.00019,0.00023,0.00034,0.0002,0.0,1e-05,0.0,0.0,0.0,0.03597,0.0014,0.00023,0.00041,0.00076
75210,1.0,0.0,0.0,9e-05,1e-05,0.0,0.00172,0.00155,1e-05,0.00015,1e-05,4e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,3e-05,0.0,2e-05,5e-05,0.00023,0.0,0.0,6e-05,0.00014,3e-05,0.00018,3e-05,3e-05,4e-05,8e-05,0.00021,3e-05,4e-05,4e-05,0.00011,0.00114,0.03343,0.01955,0.03255,0.03687,0.02648,0.04889,0.00116,1e-05,0.00036,0.00079
75212,1.0,0.0,0.0,3e-05,0.0,0.0,0.00038,0.00027,1e-05,8e-05,1e-05,4e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00023,0.0,0.0,5e-05,0.00013,4e-05,0.0002,4e-05,3e-05,4e-05,9e-05,0.00023,3e-05,4e-05,5e-05,0.00011,0.00028,0.05096,0.01499,0.1384,0.02992,0.01338,0.07654,0.0015,3e-05,0.00036,0.00111
75213,1.0,0.0,0.0,3e-05,0.0,0.0,0.00026,0.00021,0.0,5e-05,1e-05,1e-05,0.0,1e-05,1e-05,2e-05,3e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00025,0.0,0.0,7e-05,0.00014,3e-05,0.00019,3e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,4e-05,0.00011,0.00026,0.03318,0.01089,0.0136,0.012,0.02711,0.03959,0.00113,2e-05,0.00031,0.0008
75215,1.0,0.0,0.0,0.0001,1e-05,0.0,0.00256,0.00194,1e-05,0.00041,1e-05,0.00022,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00027,0.0,0.0,5e-05,0.00018,4e-05,0.00021,3e-05,3e-05,4e-05,0.00011,0.00024,3e-05,4e-05,5e-05,0.00012,0.00134,0.17429,0.09645,0.19633,0.05078,0.03226,4.09574,0.00335,3e-05,0.00143,0.00189
75217,1.0,0.0,0.0,4e-05,0.0,0.0,0.00059,0.00044,1e-05,0.00011,1e-05,6e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,3e-05,0.0,2e-05,5e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.00018,3e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,5e-05,0.00011,0.00036,0.03439,0.02207,0.04266,0.03057,0.01501,0.10583,0.00103,3e-05,0.00031,0.00069
75219,1.0,0.0,0.0,0.00013,1e-05,0.0,0.00277,0.00235,1e-05,0.0003,1e-05,0.00014,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00014,2e-05,0.0,2e-05,9e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.00018,2e-05,3e-05,4e-05,9e-05,0.00021,3e-05,4e-05,4e-05,0.00011,0.00187,0.05022,0.02959,0.72356,0.06692,0.02456,0.41697,0.00174,2e-05,0.00048,0.00124
75221,1.0,0.0,0.0,9e-05,1e-05,0.0,0.00163,0.00118,1e-05,0.00026,1e-05,0.0002,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.00012,3e-05,0.0,2e-05,7e-05,0.00023,0.0,0.0,5e-05,0.00014,4e-05,0.00019,3e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,4e-05,0.00011,0.00083,0.06276,0.03277,1.02559,0.24027,0.02286,0.35379,0.00146,2e-05,0.00052,0.00092
75222,1.0,0.0,0.0,3e-05,0.0,0.0,0.00033,0.00025,0.0,6e-05,1e-05,3e-05,0.0,1e-05,1e-05,2e-05,3e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00024,0.0,0.0,5e-05,0.00015,4e-05,0.00021,3e-05,4e-05,4e-05,0.0001,0.00021,3e-05,4e-05,5e-05,0.0001,0.00028,0.03831,0.01005,0.05464,0.0175,0.0246,0.03186,0.00096,2e-05,0.00029,0.00065
75223,1.0,0.0,0.0,0.00038,1e-05,0.0,0.00513,0.00465,1e-05,0.00039,1e-05,0.00012,1e-05,1e-05,1e-05,2e-05,3e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,1e-05,2e-05,5e-05,0.0002,0.0,0.0,5e-05,0.00012,3e-05,0.0002,3e-05,3e-05,4e-05,0.0001,0.00023,3e-05,4e-05,5e-05,0.00012,0.00309,0.21322,0.16358,0.39811,0.06981,0.05143,8.48921,0.00372,2e-05,0.00166,0.00204
75225,1.0,0.0,0.0,3e-05,0.0,0.0,0.00078,0.00051,1e-05,0.00016,1e-05,0.00012,0.0,1e-05,1e-05,3e-05,5e-05,1e-05,0.0,2e-05,1e-05,0.00013,2e-05,0.0,2e-05,8e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.00019,3e-05,3e-05,4e-05,9e-05,0.00023,3e-05,4e-05,5e-05,0.00011,0.00042,0.04791,0.01526,0.37891,0.06739,0.01949,0.27347,0.00139,3e-05,0.00058,0.00078
75226,1.0,0.0,0.0,8e-05,1e-05,0.0,0.00198,0.00169,1e-05,0.0002,1e-05,0.0001,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.00018,3e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,5e-05,0.00011,0.00117,0.04157,0.02222,0.53223,0.14999,0.03472,0.23899,0.00135,2e-05,0.0004,0.00092
75227,1.0,0.0,0.0,6e-05,0.0,0.0,0.00107,0.00094,0.0,0.0001,1e-05,4e-05,0.0,1e-05,1e-05,2e-05,3e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00021,0.0,0.0,5e-05,0.00013,3e-05,0.00018,2e-05,3e-05,4e-05,8e-05,0.00021,3e-05,4e-05,5e-05,0.0001,0.00069,0.02304,0.01374,0.12706,0.03786,0.02125,0.02917,0.00096,2e-05,0.00029,0.00064
75230,1.0,1e-05,0.0,8e-05,1e-05,0.0,0.00079,0.00054,1e-05,0.00017,1e-05,0.00011,0.0,1e-05,1e-05,3e-05,6e-05,2e-05,0.0,4e-05,1e-05,0.00017,3e-05,1e-05,4e-05,8e-05,0.00032,0.0,0.0,8e-05,0.00019,5e-05,0.00019,3e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,5e-05,0.00011,0.00046,0.08534,0.12653,1.14077,1.21951,0.04992,0.07754,0.00121,2e-05,0.00032,0.00087
75231,1.0,0.0,0.0,5e-05,1e-05,0.0,0.00053,0.00036,1e-05,0.00012,1e-05,8e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.00014,3e-05,1e-05,3e-05,8e-05,0.00023,0.0,0.0,5e-05,0.00014,3e-05,0.0002,3e-05,3e-05,4e-05,0.0001,0.00022,3e-05,4e-05,5e-05,0.00011,0.00034,0.08702,0.12713,0.64656,0.23738,0.03325,0.12794,0.00131,3e-05,0.00059,0.00069
75232,1.0,0.0,0.0,3e-05,0.0,0.0,0.00035,0.00022,1e-05,9e-05,1e-05,5e-05,0.0,1e-05,1e-05,2e-05,5e-05,1e-05,0.0,3e-05,1e-05,0.00015,3e-05,0.0,5e-05,7e-05,0.00025,0.0,0.0,6e-05,0.00015,4e-05,0.00019,3e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,5e-05,0.00011,0.00026,0.02246,0.00984,0.06298,0.01837,0.01356,0.03332,0.00098,3e-05,0.0003,0.00065
75233,1.0,0.0,0.0,0.0001,1e-05,0.0,0.00181,0.00149,1e-05,0.00022,1e-05,0.00012,0.0,1e-05,1e-05,3e-05,5e-05,1e-05,0.0,3e-05,1e-05,0.00016,2e-05,0.0,3e-05,0.00011,0.00537,0.0,1e-05,0.00377,0.00155,4e-05,0.00021,3e-05,3e-05,4e-05,0.00011,0.00023,3e-05,4e-05,5e-05,0.00012,0.00115,0.08971,0.02436,0.63479,0.09518,0.02026,0.67388,0.00154,2e-05,0.00047,0.00106
75234,1.0,0.0,0.0,7e-05,1e-05,0.0,0.00153,0.00127,1e-05,0.00017,1e-05,0.00011,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00023,0.0,0.0,5e-05,0.00014,3e-05,0.00019,3e-05,3e-05,5e-05,9e-05,0.00022,3e-05,3e-05,4e-05,0.00011,0.00098,0.03728,0.01888,1.57713,0.13432,0.02337,0.81449,0.00134,2e-05,0.00052,0.00079
75235,1.0,0.0,0.0,7e-05,0.0,0.0,0.0012,0.00096,1e-05,0.00016,1e-05,0.0001,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.00018,3e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,5e-05,0.00011,0.00079,0.0375,0.02001,0.27494,0.11239,0.01945,0.19908,0.00111,3e-05,0.00035,0.00073
75236,1.0,1e-05,0.0,5e-05,1e-05,0.0,0.00108,0.00055,1e-05,0.00029,1e-05,0.00027,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,0.0,4e-05,1e-05,0.00011,3e-05,1e-05,2e-05,6e-05,0.00027,0.0,0.0,6e-05,0.00017,4e-05,0.00032,5e-05,6e-05,7e-05,0.00015,0.0003,4e-05,5e-05,6e-05,0.00015,0.00034,0.20601,0.04855,0.20338,0.03329,0.01897,0.45015,0.00721,9e-05,0.00144,0.00567
75237,1.0,1e-05,0.0,0.00185,1e-05,0.0,0.03991,0.03692,1e-05,0.00255,1e-05,0.00046,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.00011,2e-05,0.0,2e-05,6e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.00024,3e-05,3e-05,6e-05,0.00012,0.00024,3e-05,4e-05,4e-05,0.00013,0.0267,0.34459,0.28378,1.30168,0.33029,0.22363,1.887,0.00501,1e-05,0.00232,0.00268
75239,1.0,0.0,0.0,3e-05,1e-05,0.0,0.00051,0.00038,1e-05,9e-05,1e-05,6e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00024,0.0,0.0,6e-05,0.00015,4e-05,0.00018,3e-05,3e-05,4e-05,9e-05,0.00023,3e-05,4e-05,5e-05,0.00012,0.00036,0.02719,0.01162,0.06598,0.03562,0.013,0.0591,0.00101,2e-05,0.00031,0.00068
75240,1.0,0.0,0.0,7e-05,0.0,0.0,0.0019,0.00139,1e-05,0.00027,1e-05,0.00026,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.00027,4e-05,5e-05,6e-05,0.00012,0.00029,5e-05,5e-05,6e-05,0.00013,0.00087,2.64938,0.33281,1.01985,0.33037,0.08694,12.71828,0.01625,0.00019,0.00778,0.00828
75243,1.0,1e-05,0.0,0.00015,1e-05,0.0,0.00253,0.00224,1e-05,0.00023,1e-05,8e-05,0.0,1e-05,1e-05,2e-05,5e-05,1e-05,0.0,3e-05,1e-05,0.00016,3e-05,1e-05,3e-05,9e-05,0.0003,0.0,0.0,6e-05,0.00019,4e-05,0.0002,3e-05,3e-05,4e-05,0.0001,0.00024,3e-05,4e-05,5e-05,0.00012,0.00176,0.11149,0.05386,0.1013,0.03991,0.03821,1.70533,0.00496,2e-05,0.00363,0.00132
75244,1.0,1e-05,0.0,0.00011,1e-05,1e-05,0.00359,0.00257,1e-05,0.00058,1e-05,0.00047,0.0,1e-05,1e-05,4e-05,5e-05,2e-05,0.0,3e-05,1e-05,0.00014,3e-05,1e-05,3e-05,8e-05,0.00031,0.0,0.0,8e-05,0.00019,4e-05,0.00025,3e-05,4e-05,6e-05,0.00012,0.00026,3e-05,5e-05,5e-05,0.00013,0.00168,1.12934,0.19193,0.63915,0.1768,0.0754,11.78166,0.01944,7e-05,0.01214,0.00723
75248,1.0,1e-05,0.0,6e-05,0.0,0.0,0.00215,0.00156,1e-05,0.00033,1e-05,0.00027,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.0001,2e-05,0.0,2e-05,6e-05,0.00023,0.0,0.0,5e-05,0.00014,3e-05,0.00025,4e-05,4e-05,5e-05,0.00012,0.00026,3e-05,4e-05,5e-05,0.00013,0.00096,0.72252,0.1529,0.51182,0.1571,0.05094,7.60731,0.00766,7e-05,0.00367,0.00393
75249,1.0,0.0,0.0,4e-05,1e-05,0.0,0.00087,0.00068,1e-05,0.00013,1e-05,8e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,1e-05,2e-05,5e-05,0.00022,0.0,0.0,5e-05,0.00014,3e-05,0.00019,3e-05,3e-05,4e-05,9e-05,0.00023,3e-05,4e-05,4e-05,0.00012,0.00054,0.05954,0.01909,0.02737,0.01675,0.01515,0.29733,0.00144,2e-05,0.00047,0.00095
75250,1.0,1e-05,0.0,0.00214,1e-05,0.0,0.02543,0.02316,1e-05,0.00188,1e-05,0.0004,0.0,1e-05,1e-05,2e-05,3e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,1e-05,2e-05,5e-05,0.00021,0.0,0.0,5e-05,0.00013,3e-05,0.00018,3e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,4e-05,0.00012,0.01743,0.40906,0.3955,4.33854,0.83155,0.70032,1.02353,0.0039,1e-05,0.00158,0.0023
% 
% 
% 
