@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE pac_metric NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75092,1.0,1.637600222329,29.0,ok
75227,1.0,1.480854786591,42.0,ok
75217,1.0,1.0916253902007,122.0,ok
75233,1.0,1.332779452651,72.0,ok
75107,1.0,1.817211919319,39.0,ok
75116,1.0,1.253190553977,86.0,ok
75201,1.0,1.405842607787,83.0,ok
75182,1.0,1.545901813013,10.0,ok
75230,1.0,1.8482052665339999,17.0,ok
75250,1.0,1.728641928019,69.0,ok
75197,1.0,1.575043903914,120.0,ok
75100,1.0,3.11362551114,57.0,ok
75133,1.0,1.845568219995,95.0,ok
75249,1.0,1.194016410725,59.0,ok
75232,1.0,1.603937668595,2.0,ok
75097,1.0,2.1327558807,93.0,ok
75191,1.0,1.561953609584,18.0,ok
75143,1.0,1.137446543452,60.0,ok
75124,1.0,1.683153483229,70.0,ok
75188,1.0,1.769627021164,34.0,ok
236,1.0,1.28823926273,9.0,ok
244,1.0,1.550435990455,28.0,ok
253,1.0,2.16470641176,22.0,ok
275,1.0,2.06130152342,23.0,ok
75202,1.0,1.509639073007,5.0,ok
75139,1.0,1.16885399733,56.0,ok
75113,1.0,1.169760809197,16.0,ok
75172,1.0,1.564057707476,20.0,ok
75185,1.0,1.536050120751,48.0,ok
262,1.0,1.103487192194,37.0,ok
75103,1.0,1.254740082984,40.0,ok
75132,1.0,2.4349402643099998,81.0,ok
75148,1.0,1.679263048119,99.0,ok
75163,1.0,1.40489355839,129.0,ok
251,1.0,2.45869214094,84.0,ok
75106,1.0,1.9938648397010001,53.0,ok
75108,1.0,1.211440614775,6.0,ok
75181,1.0,1.000955481395607,55.0,ok
75195,1.0,1.0595536707086,58.0,ok
% 
% 
% 
